Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,60.20,"1,452.00","1,523.00","1,422.00","1,448.00","1,456.77","5,817.00","1,451.00","8,474,015.20",156,-3.00,101.00,-0.21,7.10,-0.61,"1,471.47","1,515.05","1,938.00",909.00
ADBL,60.39,435.00,435.00,422.00,424.00,427.13,"39,598.00",428.90,"16,913,382.00",397,-4.90,13.00,-1.14,3.08,-0.74,512.65,491.51,620.00,398.00
AHPC,56.74,490.00,504.00,478.00,483.00,490.03,"309,308.00",490.00,"151,569,912.90","1,370",-7.00,26.00,-1.43,5.44,-1.46,515.64,474.58,785.00,224.00
AIL,66.52,745.00,759.00,721.00,726.00,739.27,"14,285.00",745.00,"10,560,449.80",230,-19.00,38.00,-2.55,5.27,-1.83,752.20,787.30,"1,125.00",588.80
AKJCL,60.99,325.90,335.50,310.90,314.00,323.77,"237,434.00",323.20,"76,875,093.60","1,176",-9.20,24.60,-2.85,7.91,-3.11,337.15,300.95,502.00,123.00
AKPL,59.77,554.00,565.00,540.00,540.00,551.26,"208,057.00",552.00,"114,693,110.20","1,309",-12.00,25.00,-2.17,4.63,-2.08,568.32,513.85,882.40,264.00
ALBSL,61.71,"1,600.00","1,635.00","1,572.10","1,572.10","1,607.60","9,721.00","1,604.00","15,627,485.50",89,-31.90,62.90,-1.99,4.00,-2.26,"1,654.04","1,694.89","2,101.20","1,176.00"
ALICL,62.78,"1,315.80","1,315.80","1,245.00","1,250.00","1,282.30","39,672.00","1,290.00","50,871,411.80",399,-40.00,70.80,-3.10,5.69,-2.58,"1,259.85","1,292.74","1,565.00",971.00
API,56.87,521.00,526.00,505.00,510.00,515.27,"479,364.00",510.90,"247,001,702.10","2,299",-0.90,21.00,-0.18,4.16,-1.03,481.54,443.95,670.00,245.00
BARUN,55.35,509.80,515.00,488.30,490.00,503.04,"37,114.00",500.00,"18,669,643.80",262,-10.00,26.70,-2.00,5.47,-2.66,520.30,482.75,763.40,180.00
BBC,49.55,"5,300.30","5,525.00","5,186.50","5,250.00","5,397.64","1,263.00","5,200.00","6,817,224.00",80,50.00,338.50,0.96,6.53,-2.81,"5,595.25","5,659.31","8,208.00","2,750.00"
BFC,62.40,535.00,545.00,500.00,504.00,521.13,"82,220.00",525.00,"42,847,608.10",648,-21.00,45.00,-4.00,9.00,-3.40,488.71,422.93,630.00,138.00
BNT,52.76,"15,658.00","16,100.00","15,044.00","15,649.00","15,243.77","2,066.00","15,351.00","31,493,630.00",36,298.00,"1,056.00",1.94,7.02,2.59,"11,524.72","11,046.51","17,670.00","8,328.00"
BOKL,55.68,297.00,303.00,292.00,298.00,298.12,"64,071.00",297.00,"19,100,848.00",371,1.00,11.00,0.34,3.77,-0.04,341.49,342.62,433.20,240.20
BPCL,63.93,460.00,474.90,450.00,454.00,461.73,"32,648.00",457.00,"15,074,528.30",333,-3.00,24.90,-0.66,5.53,-1.70,516.81,502.85,703.00,380.00
CBBL,67.41,"1,375.00","1,375.00","1,325.00","1,340.00","1,350.56","39,380.00","1,350.00","53,184,940.50",506,-10.00,50.00,-0.74,3.77,-0.79,"1,683.07","1,709.77","2,065.20","1,215.00"
CBL,59.12,256.20,260.00,252.00,254.00,256.15,"140,831.00",259.00,"36,074,052.80",369,-5.00,8.00,-1.93,3.17,-0.85,262.05,262.77,316.00,210.00
CCBL,60.39,260.00,260.00,252.00,253.00,254.84,"90,994.00",260.00,"23,189,152.00",365,-7.00,8.00,-2.69,3.17,-0.73,253.97,257.75,324.00,212.00
CFCL,67.38,530.00,531.40,495.20,500.00,512.59,"89,370.00",521.00,"45,810,081.90",632,-21.00,36.20,-4.03,7.31,-2.52,544.19,470.39,814.90,176.00
CGH,55.40,"1,456.00","1,484.00","1,440.00","1,445.00","1,463.01","9,725.00","1,456.00","14,227,780.40",199,-11.00,44.00,-0.76,3.06,-1.25,"1,460.84","1,576.33","2,800.00",159.00
CHCL,67.34,540.00,545.00,519.40,520.00,534.24,"56,325.00",536.10,"30,091,219.90",306,-16.10,25.60,-3.00,4.93,-2.74,602.98,627.01,785.00,462.00
CHDC,57.79,876.00,905.00,860.10,872.00,883.48,"26,804.00",892.00,"23,680,827.30",389,-20.00,44.90,-2.24,5.22,-1.32,896.90,-,"1,415.00",416.00
CHL,66.31,465.00,471.70,440.00,440.00,457.91,"37,229.00",462.00,"17,047,456.20",317,-22.00,31.70,-4.76,7.20,-4.07,522.19,476.99,715.00,159.00
CIT,55.84,"3,400.00","3,468.00","3,364.00","3,380.00","3,423.45","17,349.00","3,400.00","59,393,422.20",426,-20.00,104.00,-0.59,3.09,-1.29,"3,478.11","3,617.54","5,029.00","2,625.00"
CLBSL,62.21,"1,209.70","1,209.70","1,137.00","1,137.00","1,163.51","7,468.00","1,186.00","8,689,096.10",128,-49.00,72.70,-4.13,6.39,-2.33,"1,322.47","1,350.12","1,811.00",863.00
CMF1,54.92,9.93,9.93,9.75,9.75,9.81,"29,700.00",9.75,"291,403.00",13,0.00,0.18,0.00,1.85,-0.63,11.41,11.47,16.01,9.03
CMF2,63.93,10.19,10.20,10.01,10.06,10.18,"62,120.00",10.10,"632,452.00",9,-0.04,0.19,-0.40,1.90,-1.20,11.78,11.93,16.87,9.04
CORBL,44.06,561.00,605.20,561.00,605.20,603.95,"4,123.00",550.20,"2,490,076.60",66,55.00,44.20,10.00,7.88,0.21,868.34,812.71,"1,155.00",287.00
CZBIL,54.91,311.10,311.10,299.90,300.20,303.18,"89,506.00",305.00,"27,136,243.90",467,-4.80,11.20,-1.57,3.73,-0.99,345.31,346.00,444.00,217.31
DDBL,62.62,"1,303.50","1,320.00","1,266.00","1,271.00","1,287.95","51,374.00","1,278.00","66,166,937.80",444,-7.00,54.00,-0.55,4.27,-1.33,"1,459.90","1,552.40","2,420.00","1,019.00"
DHPL,66.34,324.00,330.00,311.30,314.00,321.57,"40,238.00",321.00,"12,939,360.70",266,-7.00,18.70,-2.18,6.01,-2.41,327.41,290.65,485.20,106.00
EBL,53.31,611.00,616.00,599.10,600.00,605.01,"42,536.00",613.00,"25,734,600.90",243,-13.00,16.90,-2.12,2.82,-0.83,675.55,697.59,864.00,515.00
EDBL,66.88,599.00,601.90,569.00,569.00,582.44,"30,238.00",590.00,"17,611,784.90",193,-21.00,32.90,-3.56,5.78,-2.36,750.10,719.41,"1,195.00",359.00
EIC,63.15,754.00,754.00,714.00,719.90,730.15,"28,453.00",748.00,"20,774,986.40",259,-28.10,40.00,-3.76,5.60,-1.42,705.75,725.36,885.00,526.00
EICPO,54.82,430.00,450.70,430.00,435.00,440.30,"6,045.00",425.00,"2,661,615.00",22,10.00,20.70,2.35,4.81,-1.22,434.46,418.63,530.10,276.00
FMDBL,59.58,930.00,"1,007.70",905.00,918.00,939.19,"40,285.00",937.00,"37,835,141.40",350,-19.00,102.70,-2.03,11.35,-2.31,924.81,893.04,"1,365.00",611.00
FOWAD,65.52,"2,179.00","2,189.00","2,130.00","2,138.00","2,164.42","7,034.00","2,170.00","15,224,524.10",184,-32.00,59.00,-1.47,2.77,-1.24,"2,750.72","2,772.00","3,530.00","2,000.00"
GBBL,59.74,600.00,622.00,590.10,593.00,604.86,"201,207.00",598.00,"121,703,027.70","1,122",-5.00,31.90,-0.84,5.41,-2.00,579.18,531.54,750.00,293.00
GBIME,54.20,326.00,331.00,321.00,321.00,326.34,"88,713.00",326.00,"28,950,262.60",672,-5.00,10.00,-1.53,3.12,-1.66,397.94,411.80,522.00,275.00
GBLBS,63.22,"1,018.10","1,060.00","1,013.00","1,020.00","1,029.88","18,222.00","1,038.80","18,766,551.50",207,-18.80,47.00,-1.81,4.64,-0.97,"1,072.93","1,129.38","1,437.00",592.00
GFCL,67.44,720.00,740.00,699.00,708.00,715.52,"51,776.00",715.00,"37,046,949.80",510,-7.00,41.00,-0.98,5.87,-1.06,734.98,642.51,"1,010.00",205.00
GHL,67.64,355.00,376.00,350.10,350.80,361.34,"10,352.00",360.00,"3,740,567.00",134,-9.20,25.90,-2.56,7.40,-3.00,375.61,330.48,555.90,113.00
GIC,63.04,661.10,674.00,646.80,660.00,659.44,"14,926.00",672.00,"9,842,774.00",215,-12.00,27.20,-1.79,4.21,0.09,636.17,664.16,860.00,485.10
GILB,60.54,"1,856.00","1,856.00","1,750.00","1,750.00","1,808.93","2,482.00","1,820.00","4,489,756.20",68,-70.00,106.00,-3.85,6.06,-3.37,"2,202.27","2,378.03","3,191.00","1,390.00"
