Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,28.34,563.00,565.00,550.00,555.10,561.26,202.00,552.00,"113,375.40",15,3.10,15.00,0.56,2.73,-1.11,691.46,726.33,982.00,547.50
ADBL,24.52,228.00,233.70,226.50,230.90,230.17,"5,054.00",229.20,"1,163,275.20",88,1.70,7.20,0.74,3.18,0.32,288.84,299.26,389.00,226.50
ADLB,25.13,"1,300.00","1,326.00","1,274.00","1,312.00","1,296.72",486.00,"1,300.00","630,204.20",28,12.00,52.00,0.92,4.08,1.16,0.00,0.00,"2,705.00",256.80
AHL,23.85,335.00,349.00,330.10,343.00,341.47,"2,590.00",337.00,"884,419.00",107,6.00,18.90,1.78,5.73,0.44,0.00,0.00,480.90,298.80
AHPC,34.65,270.10,287.60,270.10,278.70,279.83,"37,891.00",275.00,"10,602,944.40",173,3.70,17.50,1.35,6.48,-0.40,294.67,305.32,457.00,250.00
AIL,26.66,399.00,413.00,398.00,400.00,401.68,982.00,399.00,"394,446.00",41,1.00,15.00,0.25,3.77,-0.42,451.83,498.63,625.00,344.00
AKJCL,26.19,205.00,208.50,202.10,205.50,206.03,"31,833.00",202.90,"6,558,598.80",147,2.60,6.40,1.28,3.17,-0.26,210.16,206.79,266.00,159.80
AKPL,27.61,360.30,370.00,357.00,361.50,363.51,"32,223.00",359.00,"11,713,499.50",173,2.50,13.00,0.70,3.64,-0.56,386.13,400.81,519.00,325.00
ALBSL,27.44,657.00,674.20,657.00,665.00,664.23,700.00,670.00,"464,963.00",11,-5.00,17.20,-0.75,2.62,0.12,872.73,950.64,"1,409.00",655.20
ALICL,33.79,546.00,560.00,546.00,553.00,554.56,"3,026.00",548.00,"1,678,091.40",35,5.00,14.00,0.91,2.56,-0.28,594.31,576.63,758.00,428.00
ANLB,39.64,587.20,598.90,587.20,598.90,593.05,20.00,575.70,"11,861.00",2,23.20,11.70,4.03,1.99,0.98,0.00,0.00,598.90,403.80
API,29.10,229.90,234.00,226.10,231.00,230.73,"60,786.00",226.90,"14,025,302.00",282,4.10,7.90,1.81,3.49,0.12,246.89,245.31,327.00,200.00
AVYAN,26.85,572.50,584.00,565.50,580.00,574.46,"1,015.00",583.00,"583,075.00",45,-3.00,18.50,-0.51,3.27,0.96,679.75,0.00,963.00,316.00
BARUN,26.62,229.00,242.30,229.00,238.00,236.89,"10,040.00",233.00,"2,378,372.30",70,5.00,13.30,2.15,5.81,0.47,243.71,246.72,541.60,190.30
BBC,45.32,"3,080.10","3,080.10","3,080.10","3,080.10","3,080.10",10.00,"3,109.00","30,801.00",1,-28.90,0.00,-0.93,0.00,0.00,"3,280.87","3,356.26","4,300.00","3,050.00"
BFC,25.90,295.00,307.00,295.00,302.00,301.12,"3,857.00",295.10,"1,161,422.00",37,6.90,12.00,2.34,4.07,0.29,327.27,341.30,475.00,292.50
BHDC,25.95,383.70,399.80,383.70,396.00,395.03,715.00,391.30,"282,446.00",44,4.70,16.10,1.20,4.20,0.25,392.85,400.62,520.00,310.00
BHL,32.47,284.00,299.90,278.40,294.00,288.50,"1,110.00",288.90,"320,232.00",53,5.10,21.50,1.77,7.72,1.87,301.56,301.02,397.00,104.70
BHPL,23.45,435.00,454.90,435.00,444.90,444.98,550.00,440.00,"244,738.00",38,4.90,19.90,1.11,4.57,-0.02,0.00,0.00,677.20,194.30
BNHC,23.48,347.50,362.00,343.00,351.00,353.14,461.00,353.40,"162,796.00",25,-2.40,19.00,-0.68,5.54,-0.61,395.43,396.63,507.90,306.00
BNT,37.83,"11,559.00","11,559.00","11,310.00","11,449.90","11,407.01",84.00,"11,345.00","958,189.00",8,104.90,249.00,0.92,2.20,0.37,"12,667.05","12,835.66","15,371.30","11,152.00"
BPCL,32.39,307.00,313.00,306.00,312.00,310.42,"3,791.00",308.00,"1,176,801.00",47,4.00,7.00,1.30,2.29,0.51,316.79,316.43,392.70,288.00
BPW,41.40,247.20,247.20,247.20,247.20,249.70,5.00,247.20,"1,248.50",1,0.00,0.00,0.00,0.00,-1.01,0.00,0.00,247.20,233.10
CBBL,21.66,779.00,779.00,765.00,767.10,770.79,"5,750.00",764.00,"4,432,066.90",73,3.10,14.00,0.41,1.83,-0.48,"1,016.60","1,021.74","1,303.00",727.00
CBLD88,40.21,858.20,858.20,858.20,858.20,858.20,25.00,874.00,"21,455.00",1,-15.80,0.00,-1.81,0.00,0.00,856.69,0.00,"1,000.00",813.00
CFCL,25.16,285.00,299.90,285.00,288.10,290.78,"2,418.00",285.00,"703,114.60",27,3.10,14.90,1.09,5.23,-0.93,319.31,324.99,408.00,237.00
CGH,26.32,"1,003.10","1,060.00","1,003.10","1,037.00","1,031.46","1,530.00","1,023.50","1,578,134.00",44,13.50,56.90,1.32,5.67,0.53,"1,138.53","1,099.99","1,487.00",900.20
CHCL,20.80,468.90,468.90,457.00,464.00,460.93,"14,581.00",461.00,"6,720,768.60",116,3.00,11.90,0.65,2.60,0.66,434.97,419.02,504.10,347.90
CHDC,27.79,705.10,725.00,705.10,725.00,721.05,"3,065.00",712.20,"2,210,011.00",80,12.80,19.90,1.80,2.82,0.55,708.28,704.92,869.00,590.00
CHL,23.61,271.00,287.50,265.00,275.00,275.51,"8,215.00",266.00,"2,263,340.60",65,9.00,22.50,3.38,8.49,-0.19,280.89,268.09,370.00,193.10
CIT,36.06,"2,005.00","2,018.00","2,002.00","2,016.00","2,010.55","6,229.00","2,005.00","12,523,719.10",112,11.00,16.00,0.55,0.80,0.27,"1,996.97","2,037.44","3,072.00","1,780.00"
CLBSL,27.12,533.10,566.00,533.10,565.00,549.90,681.00,543.00,"374,485.30",24,22.00,32.90,4.05,6.17,2.67,739.21,780.37,"1,018.00",530.80
CMF1,22.90,7.27,7.40,7.21,7.40,7.34,"54,600.00",7.27,"400,977.00",6,0.13,0.19,1.79,2.64,0.76,7.93,8.02,9.30,6.75
CMF2,43.33,7.73,7.73,7.30,7.53,7.53,"8,375.00",7.87,"63,103.75",12,-0.34,0.43,-4.32,5.89,-0.06,8.04,8.26,10.36,7.03
CORBL,26.71,285.70,297.20,285.70,286.00,287.11,"1,471.00",280.10,"422,343.10",21,5.90,11.50,2.11,4.03,-0.39,300.77,299.14,497.70,211.30
CZBIL,28.34,171.90,171.90,169.00,169.60,169.94,"11,798.00",170.00,"2,004,984.40",74,-0.40,2.90,-0.24,1.72,-0.20,184.47,188.69,251.90,168.00
DDBL,29.17,615.00,630.00,610.20,625.00,620.17,"3,302.00",618.70,"2,047,787.00",49,6.30,19.80,1.02,3.24,0.77,857.01,893.28,"1,178.00",610.20
DHPL,25.73,196.10,212.00,196.00,201.10,200.59,727.00,200.00,"145,831.10",16,1.10,16.00,0.55,8.16,0.25,210.79,206.99,276.30,160.10
DLBS,26.02,700.00,700.00,677.00,685.10,682.42,"1,554.00",690.00,"1,060,474.00",32,-4.90,23.00,-0.71,3.40,0.39,0.00,0.00,"1,662.00",177.70
DORDI,22.81,262.10,273.50,260.00,266.00,265.91,950.00,262.00,"252,613.00",67,4.00,13.50,1.53,5.19,0.03,281.61,289.89,408.00,217.00
EBL,27.96,541.90,541.90,528.00,529.00,531.14,"16,818.00",535.00,"8,932,761.00",131,-6.00,13.90,-1.12,2.63,-0.41,504.73,502.27,561.00,411.00
EDBL,33.62,280.00,285.00,278.00,280.10,280.77,"7,190.00",278.40,"2,018,735.80",45,1.70,7.00,0.61,2.52,-0.24,318.94,324.62,442.80,273.40
EHPL,34.59,355.10,359.90,341.80,354.90,355.75,"3,100.00",348.70,"1,102,815.00",40,6.20,18.10,1.78,5.30,-0.24,0.00,0.00,508.00,216.00
ENL,25.28,598.80,623.20,598.80,622.80,611.48,390.00,611.00,"238,477.00",21,11.80,24.40,1.93,4.07,1.82,643.88,647.90,869.00,535.00
FMDBL,26.35,511.00,516.00,509.00,514.90,512.78,"3,114.00",505.00,"1,596,808.00",41,9.90,7.00,1.96,1.38,0.41,622.14,639.44,780.00,497.20
FOWAD,24.45,"1,214.00","1,214.00","1,186.10","1,199.00","1,199.55",593.00,"1,193.70","711,336.00",27,5.30,27.90,0.44,2.35,-0.05,"1,846.73","2,105.70","2,950.00","1,130.10"
GBBD85,31.63,805.00,805.00,805.00,805.00,805.00,75.00,810.00,"60,375.00",2,-5.00,0.00,-0.62,0.00,0.00,0.00,0.00,"1,000.00",722.50
GBBL,24.20,350.10,355.00,348.00,350.10,352.09,"9,314.00",350.00,"3,279,333.20",116,0.10,7.00,0.03,2.01,-0.57,367.32,374.18,440.00,318.00
GBIME,26.11,184.90,184.90,180.40,183.20,182.57,"59,202.00",181.50,"10,808,582.30",290,1.70,4.50,0.94,2.49,0.34,232.99,266.39,315.00,178.10
GBIMEP,37.28,114.00,114.00,114.00,114.00,114.00,"129,480.00",114.00,"14,760,720.00",4,0.00,0.00,0.00,0.00,0.00,152.51,174.92,161.70,112.00
GBLBS,27.93,435.00,440.00,435.00,438.00,437.48,400.00,435.00,"174,990.00",13,3.00,5.00,0.69,1.15,0.12,557.77,603.59,900.00,432.00
GFCL,23.36,416.50,433.50,411.10,430.50,430.03,"1,255.00",425.00,"539,690.50",21,5.50,22.40,1.29,5.45,0.11,463.67,474.88,634.00,358.00
GHL,28.85,222.00,228.90,216.00,222.00,223.83,"11,940.00",224.00,"2,672,495.70",91,-2.00,12.90,-0.89,5.97,-0.82,245.12,232.00,309.00,164.20
GIBF1,21.21,7.80,7.80,7.80,7.80,7.80,300.00,7.71,"2,340.00",3,0.09,0.00,1.17,0.00,0.00,8.08,0.00,10.00,7.50
GILB,31.46,770.00,770.00,750.00,750.00,753.93,799.00,757.90,"602,389.50",26,-7.90,20.00,-1.04,2.67,-0.52,"1,013.71","1,094.85","1,475.00",665.10
GLBSL,42.92,706.00,710.00,695.80,705.00,697.95,429.00,720.00,"299,419.60",10,-15.00,14.20,-2.08,2.04,1.00,783.71,854.26,"1,224.00",664.00
GLH,35.81,256.00,269.00,256.00,263.90,261.22,"3,031.00",259.00,"791,748.00",65,4.90,13.00,1.89,5.08,1.02,280.00,281.72,423.00,219.00
GMFBS,20.21,654.00,654.00,653.70,653.70,653.73,162.00,667.00,"105,904.40",4,-13.30,0.30,-1.99,0.05,0.00,788.75,837.11,"1,200.00",653.70
GMFIL,22.05,290.00,300.00,290.00,298.00,299.03,"1,420.00",294.90,"424,617.00",15,3.10,10.00,1.05,3.45,-0.34,327.33,334.23,423.00,223.90
GRDBL,25.21,245.20,253.70,236.00,238.00,243.32,"1,557.00",240.40,"378,853.20",28,-2.40,17.70,-1.00,7.50,-2.24,254.09,255.09,311.00,182.00
GUFL,29.35,465.00,483.00,465.00,480.00,478.39,"5,394.00",474.00,"2,580,449.00",65,6.00,18.00,1.27,3.87,0.33,530.83,537.50,715.00,357.00
GVL,25.51,386.00,398.00,386.00,392.10,391.55,"3,141.00",390.00,"1,229,864.60",111,2.10,12.00,0.54,3.11,0.14,386.74,371.65,511.00,255.10
GWFD83,40.47,"1,040.00","1,040.00","1,040.00","1,040.00","1,040.00",50.00,"1,020.30","52,000.00",1,19.70,0.00,1.93,0.00,0.00,"1,066.93","1,096.38","1,171.00",989.80
HBL,23.94,218.00,220.00,216.10,218.00,218.04,"11,317.00",217.00,"2,467,610.60",99,1.00,3.90,0.46,1.80,-0.02,284.11,298.14,505.00,212.00
HDHPC,28.63,188.00,195.00,185.50,189.50,190.49,"365,501.00",187.90,"69,625,913.00","1,408",1.60,9.50,0.85,5.12,-0.52,208.53,206.47,280.30,161.00
HDL,25.25,"1,875.00","1,901.00","1,875.00","1,894.00","1,893.58","9,897.00","1,880.00","18,740,743.60",240,14.00,26.00,0.74,1.39,0.02,"2,780.72","3,018.49","4,323.00","1,806.60"
HEI,24.95,419.00,435.00,419.00,428.00,427.30,"14,377.00",427.00,"6,143,302.50",53,1.00,16.00,0.23,3.82,0.16,416.07,0.00,525.00,345.00
HHL,26.25,246.20,265.20,244.50,254.00,250.74,"1,700.00",251.00,"426,258.00",86,3.00,20.70,1.20,8.47,1.28,264.86,0.00,362.10,202.00
HIDCL,25.56,179.00,182.50,177.00,179.00,179.14,"57,494.00",178.00,"10,299,385.70",306,1.00,5.50,0.56,3.11,-0.08,188.84,190.29,266.00,159.80
HIDCLP,39.52,96.60,99.00,96.60,99.00,98.03,"27,387.00",98.00,"2,684,714.50",42,1.00,2.40,1.02,2.48,0.98,101.82,0.00,126.40,95.00
HPPL,36.39,270.00,279.40,268.00,274.00,272.35,"6,629.00",273.00,"1,805,384.00",43,1.00,11.40,0.37,4.25,0.60,289.63,307.70,422.00,217.60
HURJA,34.89,260.00,263.90,251.10,258.80,255.42,"4,566.00",260.00,"1,166,251.50",36,-1.20,12.80,-0.46,5.10,1.31,298.68,279.54,443.40,190.50
