Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,46.61,553.00,555.00,545.00,555.00,551.66,476.00,545.00,"262,589.00",17,10.00,10.00,1.83,1.83,0.60,586.40,616.23,906.70,520.10
ADBL,44.68,264.00,264.00,255.30,259.00,258.95,"9,050.00",260.00,"2,343,455.10",100,-1.00,8.70,-0.38,3.41,0.02,244.57,254.99,355.80,224.00
AHL,31.23,336.60,336.60,321.00,321.00,323.96,"8,045.00",330.00,"2,606,267.00",58,-9.00,15.60,-2.73,4.86,-0.92,339.80,0.00,480.90,273.10
AHPC,36.31,220.00,220.00,207.80,214.10,213.48,"11,497.00",216.90,"2,454,352.30",82,-2.80,12.20,-1.29,5.87,0.29,251.98,270.09,364.00,190.00
AKJCL,44.49,152.10,156.90,152.00,153.20,154.42,"4,039.00",155.00,"623,690.30",34,-1.80,4.90,-1.16,3.22,-0.79,186.82,201.18,262.00,144.10
AKPL,42.02,185.00,185.00,177.70,178.60,180.98,"40,472.00",183.90,"7,324,746.10",196,-5.30,7.30,-2.88,4.11,-1.33,269.83,314.57,460.90,152.40
ALBSL,48.43,711.50,711.50,656.50,678.00,676.79,"1,906.00",726.00,"1,289,968.20",71,-48.00,55.00,-6.61,8.38,0.18,722.60,763.33,"1,158.90",641.00
ALICL,49.75,640.00,654.80,634.00,646.90,644.45,"15,182.00",645.00,"9,784,026.50",86,1.90,20.80,0.29,3.28,0.38,662.31,656.84,812.00,428.00
ANLB,41.94,"1,863.10","1,930.00","1,863.10","1,895.00","1,890.49",263.00,"1,891.20","497,197.80",15,3.80,66.90,0.20,3.59,0.24,0.00,0.00,"2,651.00",403.80
API,45.62,170.90,174.90,166.40,171.90,170.48,"54,796.00",173.00,"9,341,524.50",219,-1.10,8.50,-0.64,5.11,0.83,208.09,227.83,315.00,165.00
AVYAN,38.69,603.00,608.00,594.00,600.00,602.00,712.00,610.00,"428,627.00",34,-10.00,14.00,-1.64,2.36,-0.33,654.17,655.86,963.00,549.00
BARUN,40.54,222.00,222.00,207.10,218.70,218.78,"1,364.00",219.00,"298,409.80",29,-0.30,14.90,-0.14,7.19,-0.03,237.89,246.72,300.00,190.30
BBC,40.86,"3,650.90","3,650.90","3,650.90","3,650.90","3,650.90",18.00,"3,650.00","65,716.20",1,0.90,0.00,0.02,0.00,0.00,"3,594.99","3,496.76","4,539.00","3,050.00"
BEDC,43.97,207.10,211.10,205.80,210.60,207.90,"3,502.00",211.00,"728,082.90",86,-0.40,5.30,-0.19,2.58,1.28,0.00,0.00,326.30,170.00
BFC,39.53,304.80,304.90,299.00,299.00,300.52,"1,950.00",304.80,"586,005.50",27,-5.80,5.90,-1.90,1.97,-0.51,318.03,323.02,406.00,287.00
BGWT,28.25,377.30,387.00,372.70,384.50,380.30,"7,467.00",385.00,"2,839,725.70",401,-0.50,14.30,-0.13,3.84,1.09,0.00,0.00,436.90,355.20
BHDC,39.14,337.00,348.00,330.30,348.00,333.23,"2,632.00",343.00,"877,072.00",58,5.00,17.70,1.46,5.36,4.24,365.50,384.02,468.90,286.50
BHL,26.80,208.00,212.10,208.00,208.00,208.99,"1,400.00",211.60,"292,592.00",38,-3.60,4.10,-1.70,1.97,-0.48,257.38,283.84,394.70,192.70
BHPL,33.29,419.30,427.40,411.10,427.00,419.43,"1,965.00",427.00,"824,173.00",54,0.00,16.30,0.00,3.96,1.77,446.63,475.50,677.20,194.30
BNHC,30.59,329.30,339.80,319.00,326.00,321.79,"3,640.00",335.90,"1,171,312.00",44,-9.90,20.80,-2.95,6.52,1.29,343.73,371.17,484.70,270.10
BNT,48.11,"13,100.00","13,363.00","13,100.00","13,363.00","13,223.29",70.00,"13,101.00","925,630.00",4,262.00,263.00,2.00,2.01,1.05,"13,143.21","13,087.09","16,200.00","11,152.00"
BOKD86,37.75,780.00,780.00,780.00,780.00,780.00,25.00,783.00,"19,500.00",1,-3.00,0.00,-0.38,0.00,0.00,777.99,0.00,859.40,738.50
BPCL,45.75,306.00,306.00,300.00,300.70,301.75,"4,105.00",300.50,"1,238,677.10",49,0.20,6.00,0.07,2.00,-0.35,318.02,319.17,368.50,290.10
BPW,44.38,850.30,884.30,850.00,884.30,851.24,593.00,844.10,"504,783.50",15,40.20,34.30,4.76,4.04,3.74,0.00,0.00,"1,710.00",233.10
C30MF,32.87,7.89,7.89,7.83,7.83,7.86,200.00,7.98,"1,572.00",2,-0.15,0.06,-1.88,0.77,-0.38,0.00,0.00,10.00,7.83
CBBL,44.26,952.00,955.00,940.00,940.00,944.76,"2,987.00",942.00,"2,822,008.70",77,-2.00,15.00,-0.21,1.60,-0.51,920.34,938.38,"1,303.00",727.00
CBLD88,52.89,916.30,916.30,916.30,916.30,916.30,190.00,935.00,"174,097.00",4,-18.70,0.00,-2.00,0.00,0.00,885.61,875.96,"1,024.00",813.00
CCBD88,45.29,913.00,931.00,913.00,931.00,922.00,20.00,895.20,"18,440.00",2,35.80,18.00,4.00,1.97,0.97,882.08,0.00,"1,022.90",816.00
CFCL,40.59,315.00,326.30,310.10,316.30,320.45,"1,774.00",321.00,"568,476.00",19,-4.70,16.20,-1.46,5.22,-1.31,334.61,330.74,423.00,275.50
CGH,49.00,"1,070.00","1,100.00","1,068.20","1,097.70","1,083.99","2,440.00","1,090.00","2,644,928.00",50,7.70,31.80,0.71,2.98,1.25,"1,213.48","1,212.03","1,520.00",945.00
CHCL,44.39,476.00,488.90,476.00,481.00,481.51,"6,690.00",484.70,"3,221,282.00",73,-3.70,12.90,-0.76,2.71,-0.11,505.79,493.04,594.00,350.10
CHDC,41.86,961.00,962.80,946.10,961.50,956.21,"2,981.00",976.00,"2,850,464.80",73,-14.50,16.70,-1.49,1.77,0.55,911.40,854.84,"1,103.00",590.00
CHL,22.34,211.00,211.00,207.00,210.00,209.05,"1,270.00",209.00,"265,494.70",23,1.00,4.00,0.48,1.93,0.45,256.57,278.40,370.00,193.10
