Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,020.10","1,045.00","1,020.10","1,026.23","1,027.00",-0.77,0.00,"1,026.77","1,516.00","1,039.22","1,556,590.50",49,-12.99,24.90,-1.25,2.44,-0.05,"1,094.54","1,114.79","1,491.00",766.00
ADBL,-,280.00,283.00,280.00,281.09,281.10,-0.01,0.00,281.51,"16,939.00",282.06,"4,768,573.80",176,-0.97,3.00,-0.34,1.07,-0.15,313.63,332.47,428.40,228.00
AHL,-,706.00,715.50,677.00,699.74,702.50,-2.76,0.00,688.96,"10,155.00",703.81,"6,996,354.20",69,-4.07,38.50,-0.58,5.69,1.54,745.10,723.12,904.00,426.10
AHPC,-,285.00,292.00,278.60,287.22,288.00,-0.78,0.00,286.88,"607,102.00",284.36,"174,168,018.60","1,497",2.86,13.40,1.01,4.81,0.12,265.09,265.90,349.00,149.00
AKJCL,-,207.00,209.00,206.00,206.05,206.00,0.05,0.00,207.06,"111,895.00",206.88,"23,168,476.10",303,-0.83,3.00,-0.40,1.46,-0.49,206.54,209.11,274.90,150.90
AKPL,-,245.00,245.00,237.50,238.51,238.70,-0.19,0.00,239.49,"115,792.00",240.81,"27,731,036.30",431,-2.30,7.50,-0.96,3.16,-0.41,241.16,242.72,326.00,157.20
ALBSL,-,786.00,801.00,786.00,791.52,788.10,3.42,0.00,792.17,"2,232.00",795.43,"1,768,120.00",77,-3.91,15.00,-0.49,1.91,-0.08,875.41,939.19,"1,177.00",733.00
ALICL,-,717.00,730.00,717.00,722.25,728.00,-5.75,-0.01,723.19,"48,728.00",721.60,"35,239,525.10",104,0.65,13.00,0.09,1.81,-0.13,744.05,738.02,831.00,523.00
ANLB,-,"5,295.00","5,295.00","5,200.00","5,220.28","5,220.00",0.28,0.00,"5,224.69",319.00,"5,300.11","1,666,677.00",21,-79.83,95.00,-1.51,1.83,-0.08,"5,140.80","4,750.53","6,735.00","1,910.00"
API,-,293.20,293.20,283.00,285.88,288.00,-2.12,-0.01,286.81,"147,902.00",287.51,"42,420,162.80",624,-1.63,10.20,-0.57,3.60,-0.33,279.61,284.94,390.00,162.00
AVYAN,-,999.00,"1,022.00",990.00,993.87,994.00,-0.13,0.00,997.27,"3,585.00","1,002.93","3,575,220.30",67,-9.06,32.00,-0.90,3.23,-0.34,"1,069.01","1,041.25","1,306.80",715.40
BARUN,-,551.30,573.50,551.30,562.37,565.00,-2.63,0.00,563.25,"194,394.00",562.40,"109,492,849.20",468,-0.03,22.20,-0.01,4.03,-0.16,463.44,428.37,589.00,211.00
BBC,-,"6,040.00","6,537.00","5,899.00","5,923.87","5,999.00",-75.13,-0.01,"6,019.79","1,634.00","5,949.90","9,836,330.10",81,-26.03,638.00,-0.44,10.82,-1.62,"5,538.16","5,185.01","7,247.00","3,631.00"
BEDC,-,775.50,870.00,755.00,862.62,773.00,89.62,0.12,803.75,"97,542.00",791.30,"78,399,024.90",356,71.32,115.00,9.01,15.23,6.82,721.16,639.44,"1,080.00",337.20
BFC,-,510.00,510.00,490.30,493.03,492.10,0.93,0.00,496.37,"20,747.00",502.74,"10,298,279.90",189,-9.71,19.70,-1.93,4.02,-0.68,649.44,630.75,951.60,374.00
BGWT,-,"1,013.70","1,013.70",980.00,981.10,981.10,0.00,0.00,984.34,"3,635.00",993.92,"3,578,079.00",45,-12.82,33.70,-1.29,3.44,-0.33,"1,035.97","1,014.20","1,361.70",580.00
