Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,520.00,525.00,520.00,521.00,522.70,147.00,520.30,"76,836.40",10,0.70,5.00,0.13,0.96,-0.33,582.21,587.72,906.70,502.20
ADBL,-,243.00,264.90,240.10,241.80,242.51,"9,876.00",242.00,"2,394,995.20",93,-0.20,24.80,-0.08,10.33,-0.29,246.54,248.94,355.80,224.00
AHL,-,343.00,354.10,340.20,350.00,343.87,"10,125.00",349.90,"3,481,690.80",104,0.10,13.90,0.03,4.09,1.75,335.07,0.00,480.90,273.10
AHPC,-,210.00,211.00,205.10,208.00,208.70,"16,175.00",209.00,"3,375,723.80",87,-1.00,5.90,-0.48,2.88,-0.34,240.68,258.42,364.00,190.00
AKJCL,-,151.90,152.00,148.00,150.00,149.52,"1,485.00",151.90,"222,032.00",35,-1.90,4.00,-1.25,2.70,0.32,177.20,191.86,262.00,141.30
AKPL,-,172.00,172.00,165.00,165.00,167.31,"26,774.00",169.90,"4,479,530.80",133,-4.90,7.00,-2.88,4.24,-1.40,239.58,290.15,460.90,152.40
ALBSL,-,584.50,600.00,579.00,584.00,585.91,"1,982.00",596.40,"1,161,276.00",50,-12.40,21.00,-2.08,3.63,-0.33,716.15,724.43,"1,158.90",575.00
ALICL,-,628.10,650.10,621.10,625.00,631.07,"7,990.00",640.00,"5,042,256.40",59,-15.00,29.00,-2.34,4.67,-0.97,671.97,648.50,812.00,482.00
ANLB,-,"1,709.00","1,709.00","1,590.00","1,633.00","1,620.92",641.00,"1,690.00","1,039,007.00",30,-57.00,119.00,-3.37,7.48,0.74,"2,039.02",0.00,"2,651.00",403.80
API,-,162.10,165.30,160.00,160.00,161.74,"83,352.00",164.00,"13,481,004.80",316,-4.00,5.30,-2.44,3.31,-1.08,197.66,215.23,315.00,154.70
AVYAN,-,669.40,669.40,614.70,635.00,619.72,"7,794.00",683.00,"4,830,084.20",126,-48.00,54.70,-7.03,8.90,2.41,654.91,641.55,837.50,549.00
BARUN,-,210.00,210.10,202.50,208.70,206.27,"5,391.00",206.00,"1,111,992.60",41,2.70,7.60,1.31,3.75,1.17,232.66,240.25,300.00,190.30
BBC,-,"3,899.00","3,899.00","3,746.00","3,825.00","3,844.83",364.00,"3,899.00","1,399,518.00",14,-74.00,153.00,-1.90,4.08,-0.52,"3,674.82","3,517.16","4,539.00","3,050.00"
BEDC,-,215.00,220.30,211.50,214.80,214.23,"4,768.00",216.00,"1,021,448.50",131,-1.20,8.80,-0.56,4.16,0.27,0.00,0.00,326.30,170.00
BFC,-,298.00,298.00,295.00,295.00,297.18,"1,680.00",302.50,"499,258.00",19,-7.50,3.00,-2.48,1.02,-0.74,316.89,317.16,406.00,284.00
BGWT,-,429.40,452.50,425.30,430.00,433.71,"6,210.00",438.00,"2,693,334.00",226,-8.00,27.20,-1.83,6.40,-0.86,0.00,0.00,462.00,352.00
BHDC,-,344.00,350.00,332.00,348.00,343.35,"2,396.00",351.00,"822,667.00",58,-3.00,18.00,-0.85,5.42,1.34,355.64,376.98,468.90,286.50
BHL,-,209.00,214.00,205.00,205.00,208.18,"2,981.00",211.00,"620,596.00",63,-6.00,9.00,-2.84,4.39,-1.55,243.52,269.30,394.70,192.70
BHPL,-,410.20,425.00,405.20,405.20,416.19,"2,327.00",418.00,"968,470.00",32,-12.80,19.80,-3.06,4.89,-2.71,438.78,462.77,677.20,194.30
BNHC,-,387.00,387.00,355.40,355.40,356.67,"6,054.00",394.80,"2,159,296.60",79,-39.40,31.60,-9.98,8.89,-0.36,337.16,360.23,484.70,270.10
BNT,-,"12,030.10","12,030.10","11,720.40","11,800.00","11,839.88",750.00,"12,260.00","8,879,913.00",47,-460.00,309.70,-3.75,2.64,-0.34,"13,284.71","13,010.39","16,200.00","11,152.00"
BOKD86,-,819.00,819.00,819.00,819.00,819.00,10.00,803.00,"8,190.00",1,16.00,0.00,1.99,0.00,0.00,780.23,0.00,859.40,740.00
BPCL,-,302.00,304.00,301.00,301.00,302.38,"2,599.00",303.00,"785,891.30",38,-2.00,3.00,-0.66,1.00,-0.46,316.02,316.04,368.50,292.10
BPW,-,"1,000.00","1,005.00",991.40,"1,005.00",997.88,438.00,"1,005.50","437,071.00",16,-0.50,13.60,-0.05,1.37,0.71,996.44,0.00,"1,710.00",233.10
C30MF,-,7.71,7.71,7.71,7.71,7.71,100.00,7.71,771.00,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,7.62
CBBL,-,872.00,888.00,872.00,880.00,882.11,"4,201.00",882.00,"3,705,726.70",72,-2.00,16.00,-0.23,1.83,-0.24,935.97,908.51,"1,303.00",727.00
CCBD88,-,945.00,945.00,945.00,945.00,945.00,20.00,940.30,"18,900.00",1,4.70,0.00,0.50,0.00,0.00,889.82,0.00,"1,022.90",816.00
CFCL,-,331.00,331.00,318.90,319.00,322.56,"2,374.00",325.00,"765,768.50",18,-6.00,12.10,-1.85,3.79,-1.12,337.53,327.49,423.00,275.50
