Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ADBL,-,311.00,327.70,311.00,327.70,327.70,0.00,0.00,317.37,776.00,305.00,"246,280.80",11,22.70,16.70,7.44,5.37,3.15,308.69,306.69,344.90,272.30
AHL,-,514.90,525.10,514.90,525.10,525.10,0.00,0.00,520.00,20.00,504.90,"10,400.00",2,20.20,10.20,4.00,1.98,0.97,595.45,610.10,784.80,462.60
AHPC,-,293.10,316.10,293.10,310.00,310.00,0.00,0.00,311.64,"42,929.00",287.40,"13,378,291.10",103,22.60,23.00,7.86,7.85,-0.53,280.25,284.87,334.00,242.50
AKJCL,-,379.30,409.00,379.30,394.00,394.00,0.00,0.00,398.96,"40,898.00",371.90,"16,316,840.50",75,22.10,29.70,5.94,7.83,-1.26,225.71,220.81,409.00,172.90
AKPL,-,278.30,300.00,278.30,299.00,299.00,0.00,0.00,295.33,"13,810.00",272.90,"4,078,465.00",32,26.10,21.70,9.56,7.80,1.23,253.51,257.17,306.50,216.10
ALBSL,-,"1,144.40","1,190.50","1,144.40","1,190.50","1,190.50",0.00,0.00,"1,151.94","1,707.00","1,122.00","1,966,369.90",16,68.50,46.10,6.11,4.03,3.24,"1,077.92","1,001.02","1,250.00",771.00
ALICL,-,461.00,488.90,461.00,480.00,480.00,0.00,0.00,483.89,"3,038.00",452.00,"1,470,063.80",18,28.00,27.90,6.19,6.05,-0.81,470.56,496.95,783.00,430.00
ANLB,-,"6,528.00","6,528.00","6,528.00","6,528.00","6,528.00",0.00,0.00,"6,528.00",10.00,"6,400.00","65,280.00",1,128.00,0.00,2.00,0.00,0.00,"6,128.04","5,932.44","6,800.00","4,895.00"
API,-,323.00,345.00,323.00,340.00,340.00,0.00,0.00,340.98,"47,031.00",317.00,"16,036,439.20",115,23.00,22.00,7.26,6.81,-0.29,290.35,293.32,345.00,258.80
AVYAN,-,999.30,"1,039.50",999.30,"1,039.50","1,039.50",0.00,0.00,"1,019.33",30.00,979.80,"30,580.00",3,59.70,40.20,6.09,4.02,1.94,983.60,"1,006.47","1,225.00",906.00
BANDIPUR,-,984.30,"1,050.00",984.30,"1,038.00","1,038.00",0.00,0.00,"1,034.84","6,402.00",965.00,"6,625,037.00",58,73.00,65.70,7.56,6.67,0.30,0.00,0.00,"1,233.00",285.00
BARUN,-,363.10,391.60,363.10,389.00,389.00,0.00,0.00,387.83,"9,867.00",356.00,"3,826,761.50",33,33.00,28.50,9.27,7.85,0.30,339.49,367.70,589.00,292.10
BBC,-,"4,713.00","5,000.00","4,713.00","5,000.00","5,000.00",0.00,0.00,"4,862.24",70.00,"4,621.00","340,357.00",7,379.00,287.00,8.20,6.09,2.76,"4,948.41","5,144.05","6,661.60","4,480.00"
BEDC,-,533.30,543.90,533.30,543.90,543.90,0.00,0.00,538.60,20.00,522.90,"10,772.00",2,21.00,10.60,4.02,1.99,0.97,589.18,630.11,960.00,500.00
BFC,-,488.00,507.60,488.00,497.70,497.70,0.00,0.00,501.05,"1,220.00",478.90,"611,281.00",7,18.80,19.60,3.93,4.02,-0.67,473.23,481.88,641.00,411.50
BGWT,-,781.00,796.00,781.00,796.00,796.00,0.00,0.00,789.92,74.00,766.00,"58,454.00",3,30.00,15.00,3.92,1.92,0.76,805.25,850.95,"1,111.00",730.70
BHCL,-,603.80,651.20,603.80,639.00,639.00,0.00,0.00,638.92,500.00,592.00,"319,462.00",14,47.00,47.40,7.94,7.85,0.01,0.00,0.00,699.00,292.10
BHDC,-,493.60,520.00,493.60,513.40,513.40,0.00,0.00,510.23,"2,250.00",484.00,"1,148,008.00",14,29.40,26.40,6.07,5.35,0.62,515.01,512.14,706.00,426.00
BHL,-,208.90,225.30,208.90,225.30,225.30,0.00,0.00,215.47,"10,410.00",204.90,"2,243,045.20",28,20.40,16.40,9.96,7.85,4.36,188.65,197.22,373.00,164.00
