Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,561.00,564.00,550.00,564.00,558.90,551.00,550.00,"307,954.50",26,14.00,14.00,2.55,2.55,0.90,590.47,635.05,906.70,528.10
ACLBSLP,-,240.10,240.10,240.10,240.10,240.10,"8,359.00",240.00,"2,006,995.90",1,0.10,0.00,0.04,0.00,0.00,0.00,0.00,437.00,240.10
ADBL,-,257.00,262.10,256.20,260.30,259.54,"40,811.00",258.90,"10,592,210.40",201,1.40,5.90,0.54,2.30,0.29,243.18,260.20,355.80,224.00
ADBLD83,-,965.00,965.00,965.00,965.00,965.00,65.00,965.00,"62,725.00",1,0.00,0.00,0.00,0.00,0.00,969.17,990.20,"1,144.00",865.10
AHL,-,373.10,373.10,345.10,366.00,358.67,"21,453.00",380.70,"7,694,559.00",304,-14.70,28.00,-3.86,8.11,2.00,346.30,0.00,480.90,273.10
AHPC,-,220.00,230.90,219.40,229.60,225.33,"68,184.00",223.80,"15,364,124.50",247,5.80,11.50,2.59,5.24,1.86,259.79,276.78,364.00,190.00
AKJCL,-,160.00,168.80,158.70,163.00,162.71,"22,532.00",162.40,"3,666,212.80",137,0.60,10.10,0.37,6.36,0.18,193.26,205.02,262.00,144.10
AKPL,-,191.50,199.70,187.30,196.00,193.77,"71,183.00",194.90,"13,793,095.20",418,1.10,12.40,0.56,6.62,1.14,291.05,329.32,460.90,152.40
ALBSL,-,680.10,703.00,680.10,690.00,692.10,"2,668.00",687.00,"1,846,510.90",83,3.00,22.90,0.44,3.37,-0.30,725.32,787.14,"1,158.90",649.00
ALICL,-,673.00,676.00,669.00,674.50,671.35,"6,158.00",673.00,"4,134,166.20",66,1.50,7.00,0.22,1.05,0.47,658.12,658.26,812.00,428.00
ANLB,-,"1,980.00","2,000.00","1,962.10","1,980.20","1,976.52",470.00,"1,982.00","928,963.00",34,-1.80,37.90,-0.09,1.93,0.19,0.00,0.00,"2,651.00",403.80
API,-,189.00,192.00,184.00,191.90,188.76,"76,451.00",187.00,"14,430,804.30",392,4.90,8.00,2.62,4.35,1.64,215.73,233.09,315.00,165.00
AVYAN,-,622.00,642.00,622.00,634.00,631.27,"1,940.00",631.00,"1,224,671.00",96,3.00,20.00,0.48,3.22,0.43,653.10,665.86,963.00,447.40
BARUN,-,227.00,235.00,226.00,234.00,231.63,"9,329.00",230.00,"2,160,916.00",72,4.00,9.00,1.74,3.98,1.01,241.57,248.51,300.00,190.30
BBC,-,"3,738.40","3,750.00","3,700.00","3,705.00","3,710.72",103.00,"3,665.10","382,204.00",9,39.90,50.00,1.09,1.35,-0.15,"3,547.17","3,479.56","4,539.00","3,050.00"
BEDC,-,217.60,231.50,216.00,224.90,221.99,"14,128.00",222.00,"3,136,281.90",329,2.90,15.50,1.31,7.18,1.29,0.00,0.00,326.30,170.00
BFC,-,310.00,315.00,310.00,311.00,313.32,"3,217.00",309.00,"1,007,943.00",36,2.00,5.00,0.65,1.61,-0.75,319.30,326.81,406.00,287.00
BHDC,-,353.00,364.00,337.00,364.00,350.17,"8,722.00",353.40,"3,054,193.40",168,10.60,27.00,3.00,8.01,3.80,373.65,387.20,468.90,286.50
BHL,-,227.40,243.00,225.10,235.00,233.33,"10,249.00",232.00,"2,391,443.40",169,3.00,17.90,1.29,7.95,0.71,266.78,288.21,394.70,192.70
BHPL,-,436.10,451.00,431.00,439.00,439.27,"10,785.00",445.00,"4,737,575.50",119,-6.00,20.00,-1.35,4.64,-0.06,450.58,0.00,677.20,194.30
BNHC,-,332.20,342.20,322.00,340.00,333.27,"2,290.00",338.90,"763,180.00",51,1.10,20.20,0.32,6.27,1.98,350.89,375.56,484.70,270.10
BNT,-,"13,400.00","13,400.00","13,132.00","13,250.00","13,258.00",40.00,"13,300.00","530,320.00",4,-50.00,268.00,-0.38,2.04,-0.06,"13,058.99","13,078.96","16,200.00","11,152.00"
BPCL,-,310.50,310.50,304.50,304.50,305.86,"14,834.00",306.60,"4,537,082.50",117,-2.10,6.00,-0.68,1.97,-0.45,319.57,321.24,368.50,290.10
BPW,-,"1,086.00","1,139.00","1,010.00","1,139.00","1,046.00","1,330.00","1,095.00","1,391,177.50",65,44.00,129.00,4.02,12.77,8.17,0.00,0.00,"1,710.00",233.10
C30MF,-,8.01,8.01,7.96,8.00,7.98,600.00,8.09,"4,790.00",6,-0.09,0.05,-1.11,0.63,0.21,0.00,0.00,10.00,7.83
CBBL,-,946.00,961.00,944.00,957.00,950.14,"12,180.00",951.00,"11,572,735.40",173,6.00,17.00,0.63,1.80,0.72,907.29,957.21,"1,303.00",727.00
CBLD88,-,910.00,920.00,906.00,912.30,913.66,125.00,902.80,"114,207.50",5,9.50,14.00,1.05,1.55,-0.15,882.10,875.01,"1,024.00",813.00
CCBD88,-,886.50,886.50,886.50,886.50,886.50,25.00,900.00,"22,162.50",1,-13.50,0.00,-1.50,0.00,0.00,0.00,0.00,"1,022.90",816.00
CFCL,-,332.70,347.00,330.00,340.00,337.61,"8,992.00",333.00,"3,035,777.30",65,7.00,17.00,2.10,5.15,0.70,333.29,332.72,423.00,275.50
CGH,-,"1,187.00","1,205.00","1,170.00","1,199.00","1,180.51","3,749.00","1,198.00","4,425,722.00",84,1.00,35.00,0.08,2.99,1.54,"1,216.75","1,220.70","1,520.00",945.00
CHCL,-,495.00,505.00,489.00,496.50,495.22,"17,971.00",495.10,"8,899,510.90",152,1.40,16.00,0.28,3.27,0.26,505.90,488.36,594.00,350.10
CHDC,-,977.10,"1,034.00",977.10,"1,005.40","1,004.26","5,625.00",996.00,"5,648,965.20",157,9.40,56.90,0.94,5.82,0.11,885.62,838.14,"1,103.00",590.00
CHL,-,230.10,238.50,225.50,230.50,234.30,"5,142.00",234.50,"1,204,768.90",53,-4.00,13.00,-1.71,5.76,-1.65,265.69,282.05,370.00,193.10
CIT,-,"1,980.00","1,987.00","1,975.10","1,978.00","1,979.29","7,732.00","1,984.00","15,303,895.00",245,-6.00,11.90,-0.30,0.60,-0.07,"2,132.37","2,107.76","2,704.00","1,790.00"
CITY,-,639.90,639.90,612.10,628.00,624.45,"12,344.00",629.80,"7,708,203.60",279,-1.80,27.80,-0.29,4.54,0.57,0.00,0.00,782.50,111.10
CLI,-,450.00,457.00,442.10,450.90,449.27,"287,052.00",457.20,"128,964,045.30","25,607",-6.30,14.90,-1.38,3.37,0.36,0.00,0.00,508.00,442.10
CMF1,-,7.84,8.02,7.84,8.02,7.92,"63,365.00",8.00,"501,601.30",10,0.02,0.18,0.25,2.30,1.30,7.93,7.99,9.40,6.75
CMF2,-,7.50,7.65,7.50,7.65,7.55,"4,450.00",7.65,"33,592.50",5,0.00,0.15,0.00,2.00,1.32,8.23,8.18,10.39,7.03
CORBL,-,331.00,338.00,319.00,329.30,328.69,"2,349.00",325.10,"772,094.70",48,4.20,19.00,1.29,5.96,0.18,318.35,317.41,400.00,250.00
CYCL,-,"1,020.00","1,122.00","1,000.00","1,122.00","1,027.02","5,221.00","1,020.00","5,362,052.60",182,102.00,122.00,10.00,12.20,8.47,"1,576.41",0.00,"2,734.80",979.00
CZBIL,-,182.20,182.20,177.10,180.10,179.70,"36,898.00",185.90,"6,630,718.80",168,-5.80,5.10,-3.12,2.88,0.22,178.73,182.15,224.00,165.00
DDBL,-,744.00,777.00,744.00,777.00,753.91,"6,520.00",757.90,"4,915,486.60",91,19.10,33.00,2.52,4.44,2.97,727.18,774.24,"1,178.00",606.70
DHPL,-,147.10,155.00,145.30,151.00,148.63,"25,765.00",150.00,"3,829,348.40",130,1.00,9.70,0.67,6.68,1.57,184.92,200.03,262.00,135.40
DLBS,-,613.30,637.60,613.30,620.40,621.00,"1,318.00",625.10,"818,474.20",56,-4.70,24.30,-0.75,3.96,-0.10,756.23,787.29,"1,662.00",177.70
DOLTI,-,217.00,230.70,217.00,228.90,223.76,"14,576.00",221.30,"3,261,581.50",326,7.60,13.70,3.43,6.31,2.24,0.00,0.00,311.00,177.40
DORDI,-,222.60,240.00,218.70,232.00,228.29,"4,100.00",227.00,"935,996.00",188,5.00,21.30,2.20,9.74,1.60,251.83,269.61,351.90,191.60
EBL,-,562.00,569.00,558.50,566.00,563.98,"94,297.00",561.80,"53,181,287.00",729,4.20,10.50,0.75,1.88,0.36,563.01,545.35,633.00,421.50
EDBL,-,316.00,328.00,316.00,327.00,324.08,"6,361.00",322.00,"2,061,470.40",33,5.00,12.00,1.55,3.80,0.89,306.93,317.34,396.00,266.40
EHPL,-,321.80,360.90,317.00,348.00,339.99,"2,992.00",328.20,"1,017,256.00",116,19.80,43.90,6.03,13.85,2.30,343.58,374.55,508.00,216.00
ENL,-,810.00,856.00,810.00,855.00,844.46,881.00,825.00,"743,972.40",42,30.00,46.00,3.64,5.68,1.23,752.53,726.86,"1,060.00",535.00
FMDBL,-,657.00,663.90,645.10,661.80,653.21,"8,397.00",654.00,"5,484,982.10",107,7.80,18.80,1.19,2.91,1.30,618.90,621.47,781.00,497.20
