Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,40.53,926.00,933.00,926.00,930.00,930.00,0.00,0.00,927.74,"2,161.00",935.90,"2,004,838.20",38,-5.90,7.00,-0.63,0.76,0.24,"1,037.52","1,045.35","1,284.90",900.00
ADBL,39.06,302.90,302.90,292.00,294.40,294.40,0.00,0.00,295.23,"31,487.00",297.00,"9,295,774.00",166,-2.60,10.90,-0.88,3.73,-0.28,312.07,303.93,344.90,272.30
AHL,34.31,573.20,573.20,547.00,547.00,547.00,0.00,0.00,554.66,"6,671.00",562.00,"3,700,137.80",61,-15.00,26.20,-2.67,4.79,-1.40,621.67,646.88,891.00,544.20
AHPC,42.25,283.50,283.50,274.10,275.00,275.00,0.00,0.00,277.12,"93,875.00",278.00,"26,014,615.70",314,-3.00,9.40,-1.08,3.43,-0.77,287.83,283.86,334.00,239.30
AKJCL,45.03,188.00,190.60,186.50,186.90,186.90,0.00,0.00,188.79,"142,362.00",186.70,"26,876,677.70",290,0.20,4.10,0.11,2.20,-1.01,199.16,201.68,233.50,172.90
AKPL,44.52,251.00,251.00,245.00,247.00,247.00,0.00,0.00,247.27,"139,257.00",248.90,"34,434,712.40",259,-1.90,6.00,-0.76,2.45,-0.11,255.64,251.37,306.50,216.10
ALBSL,36.86,"1,159.40","1,185.00","1,159.40","1,179.00","1,179.00",0.00,0.00,"1,172.73","14,481.00","1,183.00","16,982,281.70",139,-4.00,25.60,-0.34,2.21,0.53,983.84,930.41,"1,237.90",771.00
ALICL,40.59,463.00,470.00,458.30,464.50,464.50,0.00,0.00,462.81,"35,423.00",468.50,"16,394,197.90",215,-4.00,11.70,-0.85,2.55,0.36,483.79,555.99,831.00,430.00
ANLB,33.15,"6,000.30","6,100.00","6,000.30","6,100.00","6,100.00",0.00,0.00,"6,016.53",68.00,"6,114.90","409,124.00",9,-14.90,99.70,-0.24,1.66,1.37,"5,952.27","5,729.07","6,800.00","4,673.00"
API,43.01,299.80,299.80,291.60,292.50,292.50,0.00,0.00,293.00,"144,967.00",295.70,"42,475,441.10",441,-3.20,8.20,-1.08,2.81,-0.17,290.96,290.02,335.00,251.00
AVYAN,33.54,930.00,935.00,925.00,925.00,925.00,0.00,0.00,927.82,"1,056.00",940.00,"979,779.30",41,-15.00,10.00,-1.60,1.08,-0.31,"1,019.05","1,025.22","1,306.80",906.00
BANDIPUR,40.70,743.00,763.90,741.10,746.20,746.20,0.00,0.00,750.83,"88,588.00",743.90,"66,514,679.70","2,356",2.30,22.80,0.31,3.08,-0.62,0.00,0.00,837.00,285.00
BARUN,39.60,324.00,324.00,315.00,318.80,318.80,0.00,0.00,320.09,"95,850.00",321.00,"30,680,374.70",293,-2.20,9.00,-0.69,2.86,-0.40,357.64,408.02,589.00,292.10
BBC,39.20,"4,800.00","4,895.60","4,800.00","4,860.00","4,860.00",0.00,0.00,"4,858.18",260.00,"4,896.60","1,263,126.50",23,-36.60,95.60,-0.75,1.99,0.04,"5,168.02","5,353.27","6,661.60","4,480.00"
BEDC,44.21,530.00,547.00,526.30,539.80,539.80,0.00,0.00,542.48,"22,454.00",526.00,"12,180,820.90",203,13.80,20.70,2.62,3.93,-0.50,647.96,684.34,"1,080.00",501.00
BFC,38.87,470.20,472.00,456.20,456.20,456.20,0.00,0.00,463.63,"22,337.00",461.00,"10,356,094.30",146,-4.80,15.80,-1.04,3.46,-1.63,483.15,496.36,745.80,411.50
BGWT,36.15,751.20,790.00,751.20,775.00,775.00,0.00,0.00,776.65,"6,343.00",761.10,"4,926,270.40",96,13.90,38.80,1.83,5.17,-0.21,862.70,902.47,"1,241.00",750.00
BHCL,22.77,484.00,485.00,475.00,475.10,475.10,0.00,0.00,477.66,"56,150.00",484.00,"26,820,516.50",671,-8.90,10.00,-1.84,2.11,-0.54,0.00,0.00,625.70,292.10
BHDC,38.04,480.00,482.00,476.00,478.00,478.00,0.00,0.00,478.47,"29,983.00",480.90,"14,346,018.10",166,-2.90,6.00,-0.60,1.26,-0.10,530.72,531.27,760.20,426.00
BHL,38.31,179.90,180.00,177.50,178.00,178.00,0.00,0.00,178.13,"41,415.00",178.50,"7,377,249.40",243,-0.50,2.50,-0.28,1.41,-0.07,194.79,215.00,405.00,164.00
BHPL,37.19,503.10,527.00,503.10,517.00,517.00,0.00,0.00,515.08,"78,189.00",512.90,"40,273,413.90",319,4.10,23.90,0.80,4.75,0.37,714.55,809.61,"1,308.40",503.10
BNHC,43.44,450.00,450.00,440.00,440.00,440.00,0.00,0.00,444.50,"11,787.00",442.40,"5,239,263.70",79,-2.40,10.00,-0.54,2.27,-1.02,480.11,490.61,608.00,393.00
BNT,35.78,"12,150.00","12,150.00","12,100.00","12,100.00","12,100.00",0.00,0.00,"12,121.42",33.00,"12,050.00","400,007.00",6,50.00,50.00,0.41,0.41,-0.18,"11,950.37","12,256.12","14,680.00","10,660.00"
BPCL,35.26,737.00,742.00,724.00,727.00,727.00,0.00,0.00,732.36,"126,728.00",736.00,"92,810,651.70",374,-9.00,18.00,-1.22,2.49,-0.74,794.33,686.45,"1,065.00",375.10
BUNGAL,26.84,578.30,601.80,578.30,590.00,590.00,0.00,0.00,589.66,"43,251.00",590.00,"25,503,425.30",756,0.00,23.50,0.00,4.06,0.06,0.00,0.00,675.00,302.40
C30MF,32.90,9.84,9.84,9.65,9.80,9.80,0.00,0.00,9.76,850.00,9.65,"8,296.50",3,0.15,0.19,1.55,1.97,0.40,9.56,9.48,10.71,8.65
CBBL,45.28,"1,050.00","1,054.00","1,044.00","1,044.90","1,044.90",0.00,0.00,"1,048.01","79,255.00","1,039.00","83,059,900.40",769,5.90,10.00,0.57,0.96,-0.30,"1,008.50",958.15,"1,144.80",821.50
CBLD88,41.45,"1,245.00","1,257.00","1,241.10","1,245.00","1,245.00",0.00,0.00,"1,253.10",521.00,"1,245.00","652,866.00",6,0.00,15.90,0.00,1.28,-0.65,"1,169.20","1,160.09","1,257.00","1,104.50"
CFCL,42.32,480.00,488.00,475.00,477.00,477.00,0.00,0.00,481.27,"23,985.00",475.00,"11,543,282.10",125,2.00,13.00,0.42,2.74,-0.90,503.89,521.04,701.00,445.10
CGH,25.80,860.00,870.00,855.00,855.00,855.00,0.00,0.00,860.53,"22,684.00",856.00,"19,520,217.90",151,-1.00,15.00,-0.12,1.75,-0.65,942.51,919.98,"1,150.00",800.20
CHCL,45.39,506.00,507.70,499.00,501.50,501.50,0.00,0.00,502.32,"66,397.00",504.90,"33,352,428.50",341,-3.40,8.70,-0.67,1.74,-0.16,512.72,506.59,599.60,456.00
CHDC,38.33,"2,255.00","2,284.80","2,242.00","2,243.00","2,243.00",0.00,0.00,"2,258.01","21,245.00","2,253.00","47,971,328.80",186,-10.00,42.80,-0.44,1.91,-0.67,"2,466.52","2,472.71","2,997.90","1,550.00"
