Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,48.94,848.50,850.00,840.00,845.00,845.42,145.00,865.00,"122,585.40",12,-20.00,10.00,-2.31,1.19,-0.05,"1,195.84","1,279.50","1,870.00",820.00
ADBL,38.31,339.90,339.90,326.00,335.60,331.20,"8,784.00",335.00,"2,909,257.90",143,0.60,13.90,0.18,4.26,1.31,398.32,435.81,620.00,322.60
AHPC,42.16,399.00,403.00,393.10,394.00,397.16,"46,998.00",398.50,"18,665,906.80",267,-4.50,9.90,-1.13,2.52,-0.80,463.75,479.08,785.00,349.20
AIL,38.95,485.50,499.00,480.00,490.00,490.58,520.00,495.00,"255,100.00",25,-5.00,19.00,-1.01,3.96,-0.12,660.36,683.63,936.00,466.00
AKBSL,26.83,398.50,398.50,398.50,398.50,393.93,30.00,390.76,"11,818.00",6,7.74,0.00,1.98,0.00,1.15,-,-,398.50,398.50
AKJCL,40.95,223.30,223.30,214.00,215.00,215.87,"22,773.00",219.00,"4,916,055.00",132,-4.00,9.30,-1.83,4.35,-0.41,276.25,297.92,502.00,209.00
AKPL,40.35,452.00,455.00,444.00,447.00,448.74,"39,196.00",450.00,"17,588,780.10",266,-3.00,11.00,-0.67,2.48,-0.39,495.55,518.06,882.40,377.30
ALBSL,42.08,"1,230.00","1,272.00","1,230.00","1,271.00","1,255.17","1,091.00","1,248.00","1,369,389.50",24,23.00,42.00,1.84,3.41,1.25,"1,416.29","1,475.37","2,101.20","1,176.00"
ALICL,45.01,560.00,567.00,548.80,553.00,554.32,"37,069.00",560.00,"20,548,102.80",155,-7.00,18.20,-1.25,3.32,-0.24,906.48,"1,015.19","1,513.00",528.30
API,45.68,272.50,275.00,266.00,271.10,271.67,"55,146.00",273.50,"14,981,696.90",316,-2.40,9.00,-0.88,3.38,-0.21,415.84,434.67,670.00,260.00
BARUN,39.94,451.10,463.00,448.90,450.00,451.95,"14,877.00",459.00,"6,723,672.20",84,-9.00,14.10,-1.96,3.14,-0.43,477.94,482.01,763.40,345.60
BBC,42.42,"3,542.10","3,599.90","3,540.00","3,551.00","3,549.97",145.00,"3,599.00","514,746.00",11,-48.00,59.90,-1.33,1.69,0.03,"4,450.34","4,762.65","8,124.30","3,540.00"
BFC,42.94,375.30,383.00,371.00,374.00,374.62,"6,226.00",382.20,"2,332,391.00",75,-8.20,12.00,-2.15,3.23,-0.17,445.54,462.20,630.00,310.00
BHL,43.02,251.50,271.20,251.50,271.20,269.99,400.00,246.60,"107,996.00",39,24.60,19.70,9.98,7.83,0.45,-,-,271.20,104.70
BNHC,43.38,401.00,408.90,395.00,408.80,403.36,"1,596.00",409.00,"643,762.00",29,-0.20,13.90,-0.05,3.52,1.33,-,-,744.00,246.70
BNT,42.10,"12,853.00","13,109.70","12,852.70","13,109.70","12,938.47",30.00,"13,115.00","388,154.00",3,-5.30,257.00,-0.04,2.00,1.31,"14,052.69","13,013.47","17,670.00","9,750.00"
BOKL,46.49,228.50,235.90,225.00,235.50,231.72,"35,945.00",233.00,"8,329,188.90",137,2.50,10.90,1.07,4.84,1.60,263.42,287.83,433.20,215.00
BPCL,41.55,344.70,344.70,326.50,334.00,332.12,"5,813.00",338.00,"1,930,595.20",91,-4.00,18.20,-1.18,5.57,0.56,408.39,442.50,703.00,321.20
CBBL,46.37,"1,027.00","1,037.90","1,010.10","1,020.00","1,022.77","4,048.00","1,027.00","4,140,190.20",102,-7.00,27.80,-0.68,2.75,-0.27,"1,220.82","1,383.85","2,065.20",988.00
CBL,31.76,204.00,207.90,200.40,206.00,204.43,"49,918.00",200.10,"10,204,856.80",188,5.90,7.50,2.95,3.74,0.76,233.54,239.83,316.00,196.10
CCBL,36.81,199.00,199.90,196.00,199.00,197.35,"14,022.00",199.00,"2,767,226.70",131,0.00,3.90,0.00,1.99,0.83,228.33,232.83,324.00,195.20
CFCL,43.51,292.00,292.00,281.00,285.00,285.17,"4,899.00",288.00,"1,397,047.50",74,-3.00,11.00,-1.04,3.91,-0.06,409.11,459.58,814.90,270.50
CGH,39.05,"1,060.00","1,070.00","1,050.00","1,050.00","1,055.32","2,310.00","1,080.00","2,437,794.00",49,-30.00,20.00,-2.78,1.90,-0.51,"1,331.08","1,369.47","1,830.00","1,030.10"
CHCL,36.28,395.30,405.00,394.00,399.90,399.82,"8,960.00",402.00,"3,582,349.00",90,-2.10,11.00,-0.52,2.79,0.02,480.57,516.49,785.00,392.00
CHDC,41.70,725.00,730.00,707.00,709.30,713.92,"2,825.00",720.00,"2,016,831.00",43,-10.70,23.00,-1.49,3.25,-0.65,843.10,866.69,"1,415.00",479.00
CHL,47.38,292.00,295.50,285.70,287.10,288.98,"4,813.00",297.00,"1,390,859.60",36,-9.90,9.80,-3.33,3.43,-0.65,416.54,448.73,715.00,275.00
