Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,009.00","1,009.00",990.00,991.50,991.50,0.00,0.00,994.59,261.00,990.00,"259,586.90",12,1.50,19.00,0.15,1.92,-0.31,"1,050.88","1,065.13","1,284.90",950.00
ADBL,-,298.90,298.90,292.00,292.30,292.30,0.00,0.00,293.49,"37,931.00",296.60,"11,132,498.70",221,-4.30,6.90,-1.45,2.36,-0.41,312.11,304.54,345.00,272.30
ADBLD83,-,"1,108.60","1,108.60","1,087.00","1,087.00","1,087.00",0.00,0.00,"1,095.89",85.00,"1,087.00","93,151.00",2,0.00,21.60,0.00,1.99,-0.82,"1,101.01","1,102.03","1,160.00","1,046.00"
AHL,-,620.70,645.00,620.70,625.00,625.00,0.00,0.00,628.22,"6,572.00",633.10,"4,128,629.80",72,-8.10,24.30,-1.28,3.91,-0.51,629.39,662.44,891.00,577.40
AHPC,-,280.00,282.00,278.50,279.00,279.00,0.00,0.00,279.42,"39,433.00",279.60,"11,018,527.00",211,-0.60,3.50,-0.21,1.26,-0.15,289.65,283.25,334.00,239.30
AKJCL,-,185.00,188.00,185.00,185.80,185.80,0.00,0.00,185.59,"33,270.00",186.00,"6,174,552.00",173,-0.20,3.00,-0.11,1.62,0.11,201.65,203.79,233.50,172.90
AKPL,-,243.00,244.00,241.00,241.80,241.80,0.00,0.00,242.21,"77,042.00",242.00,"18,660,712.20",185,-0.20,3.00,-0.08,1.24,-0.17,258.09,251.11,306.50,216.10
ALBSL,-,"1,033.90","1,075.00","1,014.00","1,050.00","1,050.00",0.00,0.00,"1,044.49","21,708.00","1,055.00","22,673,830.80",173,-5.00,61.00,-0.47,6.02,0.52,951.31,915.50,"1,237.90",771.00
ALICL,-,459.00,469.00,459.00,465.00,465.00,0.00,0.00,465.40,"37,516.00",460.00,"17,459,842.50",238,5.00,10.00,1.09,2.18,-0.09,495.12,579.22,831.00,430.00
ANLB,-,"6,071.10","6,206.70","6,071.10","6,200.00","6,200.00",0.00,0.00,"6,164.99",228.00,"6,187.90","1,405,616.90",25,12.10,135.60,0.20,2.23,0.56,"5,885.00","5,644.29","6,800.00","4,673.00"
API,-,286.00,287.90,284.30,284.50,284.50,0.00,0.00,285.46,"45,685.00",284.00,"13,041,189.10",206,0.50,3.60,0.18,1.27,-0.34,292.07,290.17,335.00,246.20
AVYAN,-,961.00,971.00,961.00,970.00,970.00,0.00,0.00,967.53,"1,670.00",964.00,"1,615,781.70",40,6.00,10.00,0.62,1.04,0.25,"1,027.27","1,041.96","1,306.80",906.00
BANDIPUR,-,766.90,803.00,766.90,790.00,790.00,0.00,0.00,789.27,"80,114.00",782.50,"63,231,327.00","3,528",7.50,36.10,0.96,4.71,0.09,0.00,0.00,837.00,285.00
BARUN,-,330.00,331.00,323.90,324.20,324.20,0.00,0.00,326.10,"126,144.00",329.90,"41,135,331.10",473,-5.70,7.10,-1.73,2.19,-0.59,368.60,420.94,589.00,292.10
BBC,-,"4,925.00","4,925.00","4,842.30","4,883.00","4,883.00",0.00,0.00,"4,869.83",161.00,"4,879.90","784,042.00",16,3.10,82.70,0.06,1.71,0.27,"5,246.64","5,404.33","6,661.60","4,480.00"
BEDC,-,553.00,558.50,540.00,553.90,553.90,0.00,0.00,551.37,"6,865.00",550.00,"3,785,136.10",102,3.90,18.50,0.71,3.43,0.46,668.93,702.01,"1,080.00",501.00
BFC,-,487.00,492.00,480.10,484.90,484.90,0.00,0.00,482.84,"56,531.00",483.90,"27,295,615.40",139,1.00,11.90,0.21,2.48,0.42,485.86,509.27,826.00,411.50
BGWT,-,780.00,785.00,770.30,780.00,780.00,0.00,0.00,779.74,"4,523.00",778.00,"3,526,764.70",54,2.00,14.70,0.26,1.91,0.03,878.86,927.59,"1,241.00",750.10
BHCL,-,517.50,547.70,517.50,538.90,538.90,0.00,0.00,538.46,"75,017.00",528.00,"40,393,687.90","1,531",10.90,30.20,2.06,5.84,0.08,0.00,0.00,625.70,292.10
BHDC,-,484.00,492.00,484.00,490.00,490.00,0.00,0.00,488.47,"23,156.00",484.00,"11,311,097.90",157,6.00,8.00,1.24,1.65,0.31,528.21,545.44,760.20,426.00
BHL,-,180.00,180.00,176.80,178.00,178.00,0.00,0.00,177.65,"60,455.00",178.00,"10,739,551.30",319,0.00,3.20,0.00,1.81,0.20,198.78,228.35,410.00,164.00
BHPL,-,622.00,637.90,616.00,634.90,634.90,0.00,0.00,623.04,"4,235.00",628.00,"2,638,554.50",88,6.90,21.90,1.10,3.56,1.87,741.75,846.88,"1,308.40",616.00
BNHC,-,430.10,450.00,430.10,441.00,441.00,0.00,0.00,440.82,"3,843.00",438.70,"1,694,053.40",76,2.30,19.90,0.52,4.63,0.04,488.71,498.01,608.00,393.00
BNL,-,"15,843.00","15,843.00","15,843.00","15,843.00","15,843.00",0.00,0.00,"15,843.00",10.00,"15,533.10","158,430.00",1,309.90,0.00,2.00,0.00,0.00,"17,032.19","16,951.68","22,500.00","14,900.00"
BNT,-,"11,880.00","12,000.00","11,875.00","11,900.00","11,900.00",0.00,0.00,"11,915.78",64.00,"11,946.20","762,610.00",6,-46.20,125.00,-0.39,1.05,-0.13,"12,008.48","12,356.30","14,680.00","10,660.00"
BOKD86,-,"1,101.00","1,101.10","1,101.00","1,101.10","1,101.10",0.00,0.00,"1,101.03",75.00,"1,100.10","82,577.50",2,1.00,0.10,0.09,0.01,0.01,"1,057.54","1,041.37","1,137.00","1,005.50"
BPCL,-,712.00,719.90,702.00,713.00,713.00,0.00,0.00,711.09,"75,455.00",704.00,"53,655,067.20",227,9.00,17.90,1.28,2.55,0.27,783.23,665.20,"1,065.00",375.10
BUNGAL,-,612.00,635.50,600.00,632.00,632.00,0.00,0.00,620.75,"34,665.00",600.00,"21,518,169.50","1,446",32.00,35.50,5.33,5.92,1.78,0.00,0.00,675.00,302.40
C30MF,-,9.16,9.33,9.16,9.33,9.33,0.00,0.00,9.33,"14,300.00",9.15,"133,394.00",6,0.18,0.17,1.97,1.86,0.02,9.62,9.47,10.71,8.65
CBBL,-,"1,013.50","1,013.50","1,000.00","1,004.70","1,004.70",0.00,0.00,"1,002.91","9,324.00","1,001.00","9,351,125.50",110,3.70,13.50,0.37,1.35,0.18,993.85,948.24,"1,144.80",821.50
CCBD88,-,"1,250.00","1,250.00","1,250.00","1,250.00","1,250.00",0.00,0.00,"1,250.00",25.00,"1,250.00","31,250.00",1,0.00,0.00,0.00,0.00,0.00,"1,169.31","1,151.05","1,275.00","1,103.00"
CFCL,-,482.00,488.00,480.10,483.00,483.00,0.00,0.00,482.40,"6,248.00",482.20,"3,014,056.00",63,0.80,7.90,0.17,1.65,0.12,509.18,532.56,701.00,445.10
CGH,-,879.00,887.40,864.00,885.00,885.00,0.00,0.00,879.06,"11,291.00",870.00,"9,925,473.00",109,15.00,23.40,1.72,2.71,0.67,943.48,922.05,"1,150.00",800.20
CHCL,-,492.00,495.00,489.50,495.00,495.00,0.00,0.00,492.54,"25,076.00",491.00,"12,350,952.40",134,4.00,5.50,0.81,1.12,0.50,514.88,509.00,599.60,456.00
CHDC,-,"2,299.00","2,299.00","2,242.00","2,279.00","2,279.00",0.00,0.00,"2,262.86","20,844.00","2,280.00","47,167,001.70",258,-1.00,57.00,-0.04,2.54,0.71,"2,503.80","2,481.02","2,997.90","1,545.30"
CHL,-,266.00,266.00,260.10,260.10,260.10,0.00,0.00,262.06,"32,766.00",261.80,"8,586,729.60",135,-1.70,5.90,-0.65,2.27,-0.75,286.27,351.50,599.70,223.40
CIT,-,"1,855.00","1,864.00","1,845.00","1,859.90","1,859.90",0.00,0.00,"1,854.94","2,661.00","1,860.00","4,936,002.80",83,-0.10,19.00,-0.01,1.03,0.27,"1,906.35","1,926.66","2,205.00","1,730.80"
CITY,-,522.20,532.90,522.20,532.90,532.90,0.00,0.00,529.06,"2,364.00",529.10,"1,250,688.00",33,3.80,10.70,0.72,2.05,0.72,698.93,755.32,998.40,502.80
CKHL,-,648.00,671.00,648.00,669.50,669.50,0.00,0.00,660.84,"12,297.00",661.00,"8,126,288.40",131,8.50,23.00,1.29,3.55,1.29,640.43,668.94,910.00,550.00
CLI,-,477.50,491.80,477.50,489.40,489.40,0.00,0.00,487.70,"18,826.00",485.00,"9,181,436.20",378,4.40,14.30,0.91,2.99,0.35,472.84,498.96,774.90,411.00
CMF2,-,9.23,9.24,9.12,9.12,9.12,0.00,0.00,9.23,"6,200.00",9.05,"57,223.00",3,0.07,0.12,0.77,1.32,-1.20,9.54,9.50,10.86,8.64
CORBL,-,"1,645.00","1,780.00","1,623.00","1,732.90","1,732.90",0.00,0.00,"1,677.85","22,509.00","1,655.00","37,766,832.40",156,77.90,157.00,4.71,9.67,3.18,"2,035.90","2,038.35","2,842.30","1,240.00"
CREST,-,"1,270.00","1,305.00","1,270.00","1,294.00","1,294.00",0.00,0.00,"1,294.19","19,989.00","1,275.00","25,869,492.40",584,19.00,35.00,1.49,2.76,-0.01,"1,331.13",0.00,"2,458.20",302.50
CYCL,-,"1,486.80","1,546.00","1,486.80","1,520.00","1,520.00",0.00,0.00,"1,535.85","1,132.00","1,517.10","1,738,578.30",38,2.90,59.20,0.19,3.98,-1.04,"1,656.64","1,656.65","2,040.00","1,462.20"
CZBIL,-,189.50,193.00,189.50,191.90,191.90,0.00,0.00,191.48,"25,138.00",192.90,"4,813,368.20",67,-1.00,3.50,-0.52,1.85,0.22,208.53,208.82,240.10,183.00
DDBL,-,870.00,874.00,865.80,865.80,865.80,0.00,0.00,868.86,"5,883.00",865.00,"5,111,482.60",63,0.80,8.20,0.09,0.95,-0.35,857.86,836.00,"1,010.00",759.00
DHEL,-,576.30,609.90,576.30,600.00,600.00,0.00,0.00,599.34,"54,340.00",588.00,"32,568,089.70","1,476",12.00,33.60,2.04,5.83,0.11,0.00,0.00,640.00,402.20
DHPL,-,302.90,302.90,296.90,298.10,298.10,0.00,0.00,299.69,"7,586.00",297.00,"2,273,442.80",51,1.10,6.00,0.37,2.02,-0.53,312.46,334.55,427.20,265.00
DLBS,-,"1,330.00","1,354.00","1,330.00","1,354.00","1,354.00",0.00,0.00,"1,344.62","1,950.00","1,325.00","2,622,013.90",43,29.00,24.00,2.19,1.80,0.69,"1,435.70","1,487.79","2,250.00","1,240.00"
DOLTI,-,522.10,541.00,522.10,541.00,541.00,0.00,0.00,537.91,"8,570.00",530.30,"4,609,898.00",112,10.70,18.90,2.02,3.62,0.57,554.40,591.26,"1,017.00",470.60
DORDI,-,267.20,267.70,257.70,263.80,263.80,0.00,0.00,263.40,"62,052.00",262.00,"16,344,496.60",238,1.80,10.00,0.69,3.88,0.15,294.45,331.02,696.00,213.10
EBL,-,640.00,645.00,640.00,640.00,640.00,0.00,0.00,641.69,"7,879.00",638.00,"5,055,910.40",96,2.00,5.00,0.31,0.78,-0.26,677.48,657.23,780.60,570.00
EBLD91,-,"1,101.00","1,101.00","1,101.00","1,101.00","1,101.00",0.00,0.00,"1,101.00",100.00,"1,101.00","110,100.00",4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,133.00",994.40
