Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,40.55,757.00,774.90,757.00,762.00,762.78,"4,314.00",770.00,"3,290,629.80",52,-8.00,17.90,-1.04,2.36,-0.10,604.62,602.78,831.10,500.10
ADBL,41.39,225.10,226.00,223.00,223.60,224.39,"9,690.00",225.00,"2,174,354.70",119,-1.40,3.00,-0.62,1.35,-0.35,241.13,245.20,275.00,223.00
ADBLD83,41.90,"1,055.00","1,055.00","1,055.00","1,055.00","1,055.00",48.00,"1,055.00","50,640.00",1,0.00,0.00,0.00,0.00,0.00,"1,006.95",987.30,"1,144.00",941.00
AHL,36.28,445.00,449.70,437.00,443.00,440.10,"4,206.00",442.20,"1,851,043.00",50,0.80,12.70,0.18,2.91,0.66,396.82,373.45,504.00,273.10
AHPC,44.72,172.80,172.80,168.00,168.00,168.92,"34,556.00",169.50,"5,837,057.80",204,-1.50,4.80,-0.88,2.86,-0.55,211.45,217.50,316.00,168.00
AKJCL,45.75,215.00,215.00,208.10,210.00,210.75,"22,539.00",211.00,"4,750,037.50",119,-1.00,6.90,-0.47,3.32,-0.36,196.76,188.67,250.00,141.30
AKPL,46.68,170.20,173.00,168.50,170.00,169.59,"60,364.00",171.10,"10,236,958.80",266,-1.10,4.50,-0.64,2.67,0.24,181.87,191.25,409.30,152.40
ALBSL,33.62,725.00,730.00,711.60,718.00,720.06,"2,654.00",735.00,"1,911,029.00",67,-17.00,18.40,-2.31,2.59,-0.29,679.25,698.86,903.10,543.00
ALICL,41.73,557.00,557.00,548.00,551.00,550.42,"17,433.00",555.00,"9,595,548.90",117,-4.00,9.00,-0.72,1.64,0.10,628.72,655.00,812.00,517.50
ANLB,34.04,"2,040.00","2,040.00","1,960.00","1,960.00","1,974.76",325.00,"2,040.00","641,797.40",19,-80.00,80.00,-3.92,4.08,-0.75,"1,855.08","1,958.01","2,651.00",403.80
API,44.80,172.20,173.00,170.00,171.30,171.31,"65,358.00",172.20,"11,196,717.70",329,-0.90,3.00,-0.52,1.76,-0.01,181.56,184.02,265.20,154.70
AVYAN,39.83,700.00,700.00,680.00,680.00,688.27,"4,381.00",698.20,"3,015,331.60",91,-18.20,20.00,-2.61,2.94,-1.22,616.63,640.45,807.80,549.00
BARUN,46.82,240.10,241.00,236.00,236.30,237.85,"11,282.00",240.10,"2,683,475.70",67,-3.80,5.00,-1.58,2.12,-0.66,238.85,236.68,299.00,191.10
BBC,40.82,"3,650.00","3,730.00","3,650.00","3,700.00","3,694.33",350.00,"3,721.60","1,293,017.00",17,-21.60,80.00,-0.58,2.19,0.15,"3,758.42","3,779.69","4,539.00","3,050.00"
BEDC,47.30,370.00,382.00,365.00,365.00,371.38,"10,548.00",372.00,"3,917,366.00",129,-7.00,17.00,-1.88,4.66,-1.75,300.12,270.37,412.90,170.00
