Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,56.82,"1,432.00","1,529.00","1,432.00","1,528.00","1,470.53","29,455.00","1,448.00","43,314,344.80",158,80.00,97.00,5.52,6.77,3.76,"1,471.12","1,514.44","1,938.00","1,030.00"
ADBL,59.08,421.50,426.90,421.50,426.90,423.89,"37,250.00",424.00,"15,789,732.40",328,2.90,5.40,0.68,1.28,0.71,512.14,491.39,620.00,398.00
AHPC,54.96,483.00,508.00,480.20,501.00,497.70,"273,609.00",483.00,"136,175,644.40","1,332",18.00,27.80,3.73,5.79,0.66,515.99,475.91,785.00,224.00
AIL,58.93,715.00,750.00,715.00,745.00,734.42,"6,813.00",726.00,"5,003,611.50",191,19.00,35.00,2.62,4.90,1.42,751.50,786.44,"1,125.00",588.80
AKJCL,57.50,320.00,330.00,313.60,328.90,324.32,"187,723.00",314.00,"60,882,666.70",909,14.90,16.40,4.75,5.23,1.39,337.53,301.93,502.00,124.00
AKPL,54.70,548.00,574.90,538.10,574.00,560.66,"238,036.00",540.00,"133,457,980.40","1,337",34.00,36.80,6.30,6.84,2.32,569.31,515.17,882.40,265.00
ALBSL,58.06,"1,571.00","1,650.00","1,551.00","1,650.00","1,616.36","4,355.00","1,572.10","7,039,252.60",77,77.90,99.00,4.96,6.38,2.04,"1,652.34","1,694.44","2,101.20","1,176.00"
ALICL,56.81,"1,275.00","1,302.00","1,275.00","1,299.00","1,294.20","58,273.00","1,250.00","75,417,088.60",556,49.00,27.00,3.92,2.12,0.37,"1,259.26","1,292.68","1,565.00",978.00
API,55.10,511.00,530.00,505.00,526.00,520.98,"445,951.00",510.00,"232,330,970.00","2,275",16.00,25.00,3.14,4.95,0.95,482.63,444.93,670.00,255.00
BARUN,54.33,499.80,516.00,490.00,515.40,506.97,"44,601.00",490.00,"22,611,412.00",315,25.40,26.00,5.18,5.31,1.64,520.12,484.25,763.40,181.00
BBC,54.79,"5,250.00","5,618.00","5,165.00","5,488.00","5,419.83",753.00,"5,250.00","4,081,129.00",40,238.00,453.00,4.53,8.77,1.24,"5,593.15","5,672.59","8,208.00","2,753.00"
BFC,57.81,510.00,525.00,501.00,520.00,516.85,"63,273.00",504.00,"32,702,728.60",437,16.00,24.00,3.17,4.79,0.61,489.70,424.78,630.00,143.00
BNT,53.66,"15,961.90","15,961.90","15,100.00","15,636.90","15,251.41",240.00,"15,649.00","3,660,338.00",23,-12.10,861.90,-0.08,5.71,2.47,"11,571.71","11,081.72","17,670.00","8,328.00"
BOKL,54.85,300.00,300.00,290.00,300.00,297.23,"48,560.00",298.00,"14,433,500.50",275,2.00,10.00,0.67,3.45,0.92,340.80,342.51,433.20,240.20
BPCL,58.60,457.00,465.00,448.00,459.00,457.84,"24,014.00",454.00,"10,994,573.10",247,5.00,17.00,1.10,3.79,0.25,516.40,503.03,703.00,380.00
CBBL,66.34,"1,340.00","1,380.00","1,325.00","1,378.00","1,343.86","93,595.00","1,340.00","125,778,942.60",442,38.00,55.00,2.84,4.15,2.48,"1,679.89","1,707.55","2,065.20","1,240.00"
CBL,50.03,250.00,256.70,249.10,255.00,254.00,"86,105.00",254.00,"21,870,695.70",321,1.00,7.60,0.39,3.05,0.39,261.76,262.84,316.00,210.00
CCBL,51.37,250.10,256.00,250.00,253.60,253.96,"75,656.00",253.00,"19,213,633.50",313,0.60,6.00,0.24,2.40,-0.14,253.67,257.71,324.00,212.00
CFCL,64.54,499.00,530.00,491.10,526.00,514.27,"75,690.00",500.00,"38,925,253.90",491,26.00,38.90,5.20,7.92,2.23,545.03,471.99,814.90,183.00
CGH,46.76,"1,468.00","1,468.00","1,441.10","1,464.00","1,454.16","6,493.00","1,445.00","9,441,851.00",125,19.00,26.90,1.31,1.87,0.67,"1,460.13","1,570.63","2,800.00",159.00
CHCL,60.42,514.00,536.00,514.00,535.00,525.39,"43,627.00",520.00,"22,921,230.80",258,15.00,22.00,2.88,4.28,1.80,601.85,626.34,785.00,462.00
CHDC,52.76,870.00,890.00,861.10,882.00,879.85,"13,996.00",872.00,"12,314,332.50",240,10.00,28.90,1.15,3.36,0.24,898.96,-,"1,415.00",416.00
CHL,64.45,447.90,465.00,439.30,460.10,450.13,"26,779.00",440.00,"12,054,149.00",189,20.10,25.70,4.57,5.85,2.17,522.23,477.91,715.00,161.00
CIT,51.22,"3,410.00","3,438.00","3,371.00","3,424.00","3,412.88","13,180.00","3,380.00","44,981,748.80",295,44.00,67.00,1.30,1.99,0.32,"3,477.54","3,613.46","5,029.00","2,625.00"
CLBSL,58.54,"1,140.00","1,180.00","1,125.00","1,173.00","1,150.45","7,129.00","1,137.00","8,201,540.00",76,36.00,55.00,3.17,4.89,1.92,"1,318.16","1,349.47","1,811.00",863.00
CMF1,54.00,9.75,9.86,9.71,9.85,9.83,"8,650.00",9.75,"85,041.70",10,0.10,0.15,1.03,1.54,0.19,11.39,11.46,16.01,9.03
CMF2,54.48,10.00,10.06,10.00,10.06,10.02,"8,180.00",10.06,"81,983.20",6,0.00,0.06,0.00,0.60,0.37,11.75,11.92,16.87,9.04
CORBL,44.18,617.30,665.70,576.30,634.00,620.99,"44,822.00",605.20,"27,833,865.90",678,28.80,89.40,4.76,15.51,2.05,867.21,812.49,"1,155.00",325.00
CZBIL,49.90,302.00,305.00,299.10,302.50,302.51,"83,258.00",300.20,"25,186,253.70",385,2.30,5.90,0.77,1.97,0.00,344.56,345.83,444.00,217.31
DDBL,58.97,"1,270.00","1,337.00","1,270.00","1,334.00","1,301.91","29,513.00","1,271.00","38,423,320.80",343,63.00,67.00,4.96,5.28,2.41,"1,456.85","1,549.66","2,420.00","1,019.00"
DHPL,58.13,320.00,331.00,309.70,330.00,321.64,"46,937.00",314.00,"15,096,778.30",287,16.00,21.30,5.10,6.88,2.53,327.89,291.78,485.20,106.00
EBL,48.65,600.00,604.00,595.70,604.00,599.38,"31,878.00",600.00,"19,107,113.90",190,4.00,8.30,0.67,1.39,0.76,674.34,696.42,864.00,515.00
EDBL,59.92,580.30,586.00,565.00,580.00,574.66,"12,335.00",569.00,"7,088,425.30",79,11.00,21.00,1.93,3.72,0.92,747.94,719.47,"1,195.00",372.00
EIC,55.77,733.00,750.00,711.10,735.00,734.12,"31,797.00",719.90,"23,342,844.90",243,15.10,38.90,2.10,5.47,0.12,705.49,725.16,885.00,526.00
EICPO,56.40,440.00,452.50,434.90,452.50,447.73,"6,011.00",435.00,"2,691,277.30",16,17.50,17.60,4.02,4.05,1.06,434.85,418.96,530.10,277.00
FMDBL,53.29,917.00,944.90,911.00,940.00,931.40,"23,598.00",918.00,"21,979,152.50",213,22.00,33.90,2.40,3.72,0.92,925.84,893.40,"1,365.00",642.00
FOWAD,61.24,"2,150.00","2,193.00","2,107.00","2,185.00","2,155.11","9,310.00","2,138.00","20,064,113.20",152,47.00,86.00,2.20,4.08,1.37,"2,745.76","2,767.55","3,530.00","2,000.00"
GBBL,55.28,600.00,605.00,591.00,602.50,600.16,"96,695.00",593.00,"58,032,508.10",555,9.50,14.00,1.60,2.37,0.39,579.58,532.88,750.00,293.00
GBD80/81,56.04,"1,030.00","1,030.00","1,030.00","1,030.00","1,030.00",25.00,"1,027.00","25,750.00",1,3.00,0.00,0.29,0.00,0.00,"1,044.79",-,"1,085.00","1,000.00"
GBIME,46.95,320.00,326.00,320.00,326.00,323.03,"65,532.00",321.00,"21,168,651.40",541,5.00,6.00,1.56,1.88,0.91,396.92,411.05,522.00,275.00
GBLBS,54.60,"1,040.40","1,050.00","1,009.40","1,043.00","1,032.22","20,917.00","1,020.00","21,590,933.60",194,23.00,40.60,2.25,4.02,1.03,"1,071.62","1,128.48","1,437.00",621.00
GFCL,64.65,707.00,725.00,697.00,721.00,712.05,"33,112.00",708.00,"23,577,342.80",265,13.00,28.00,1.84,4.02,1.24,735.18,644.98,"1,010.00",208.00
GHL,57.97,357.80,363.00,345.00,361.00,357.30,"8,449.00",350.80,"3,018,867.40",105,10.20,18.00,2.91,5.22,1.02,376.12,331.58,555.90,113.00
GIC,57.17,647.00,680.00,640.00,673.00,669.50,"13,405.00",660.00,"8,974,639.90",273,13.00,40.00,1.97,6.25,0.52,635.93,663.82,860.00,485.10
