Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,35.22,872.00,888.90,850.00,888.90,860.64,"1,048.00",875.00,"901,954.40",43,13.90,38.90,1.59,4.58,3.18,"1,296.74","1,377.77","1,870.00",850.00
ADBL,27.64,356.30,356.30,352.00,354.50,353.83,"20,085.00",356.30,"7,106,767.40",228,-1.80,4.30,-0.51,1.22,0.19,424.63,463.84,620.00,352.00
ADBLD83,38.77,980.10,980.10,980.10,980.10,980.10,30.00,990.00,"29,403.00",1,-9.90,0.00,-1.00,0.00,0.00,"1,034.72",-,"1,150.00",955.50
AHPC,29.78,382.00,404.00,378.00,400.00,388.34,"92,398.00",382.00,"35,881,904.50",468,18.00,26.00,4.71,6.88,2.91,476.70,508.12,785.00,293.00
AIL,30.53,590.00,613.00,573.10,613.00,579.11,"4,778.00",598.40,"2,766,967.30",81,14.60,39.90,2.44,6.96,5.53,695.70,722.31,976.00,573.10
AKJCL,32.71,219.00,235.00,209.00,230.30,214.96,"44,947.00",217.00,"9,662,011.10",275,13.30,26.00,6.13,12.44,6.66,295.93,320.60,502.00,163.00
AKPL,30.44,391.60,402.00,379.00,401.00,388.90,"31,493.00",384.00,"12,247,574.50",300,17.00,23.00,4.43,6.07,3.02,523.56,546.29,882.40,341.00
ALBSL,28.57,"1,210.00","1,247.00","1,208.10","1,246.90","1,220.20",644.00,"1,231.00","785,811.60",25,15.90,38.90,1.29,3.22,2.14,"1,438.71","1,558.15","2,101.20","1,176.00"
ALICL,24.98,735.00,735.00,700.00,709.00,709.31,"32,871.00",735.00,"23,315,644.00",324,-26.00,35.00,-3.54,5.00,-0.04,"1,025.57","1,117.00","1,565.00",700.00
API,31.14,277.70,293.60,273.00,290.00,277.76,"55,652.00",277.70,"15,457,764.00",409,12.30,20.60,4.43,7.55,4.22,454.28,471.00,670.00,273.00
BARUN,40.25,393.00,413.90,381.00,402.00,398.11,"17,741.00",393.00,"7,062,824.70",140,9.00,32.90,2.29,8.64,0.97,482.30,506.19,763.40,257.00
BBC,31.91,"3,700.00","3,700.00","3,588.00","3,694.00","3,645.22",867.00,"3,697.80","3,160,410.00",38,-3.80,112.00,-0.10,3.12,1.32,"4,746.25","5,138.50","8,124.30","3,588.00"
BFC,26.39,389.00,405.00,378.00,404.00,386.59,"9,231.00",389.00,"3,568,582.00",105,15.00,27.00,3.86,7.14,4.31,470.62,480.85,630.00,174.00
BNHC,33.40,423.30,423.30,392.30,423.00,402.97,"3,783.00",415.00,"1,524,428.00",67,8.00,31.00,1.93,7.90,4.74,-,-,744.00,246.70
BNT,29.39,"13,887.90","13,933.20","13,887.90","13,933.20","13,896.11",115.00,"13,660.00","1,598,053.00",5,273.20,45.30,2.00,0.33,0.27,"13,694.39","12,599.81","17,670.00","9,010.00"
BOKL,34.30,230.00,233.00,230.00,232.00,231.27,"13,174.00",232.00,"3,046,702.30",108,0.00,3.00,0.00,1.30,0.32,279.36,308.87,433.20,230.00
BPCL,29.36,359.00,361.00,353.10,361.00,355.16,"7,238.00",359.00,"2,570,629.60",112,2.00,7.90,0.56,2.24,1.62,436.01,475.03,703.00,353.10
CBBL,33.69,"1,015.00","1,015.00",988.00,999.00,993.49,"25,690.00","1,013.10","25,522,861.40",567,-14.10,27.00,-1.39,2.73,0.55,"1,346.86","1,492.73","2,065.20",988.00
CBL,31.81,210.00,213.00,210.00,212.20,211.92,"16,229.00",213.50,"3,439,218.60",120,-1.30,3.00,-0.61,1.43,0.13,241.83,249.54,316.00,206.10
CCBL,27.90,207.10,209.00,204.10,209.00,206.66,"31,781.00",207.00,"6,568,000.30",193,2.00,4.90,0.97,2.40,1.12,233.56,242.86,324.00,204.10
CFCL,29.72,300.00,315.00,294.00,315.00,302.32,"12,832.00",304.00,"3,879,334.00",105,11.00,21.00,3.62,7.14,4.03,458.07,504.08,814.90,219.00
