Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,970.00,"1,028.00",947.30,980.00,980.00,0.00,0.00,971.50,"5,507.00",951.50,"5,350,032.20",71,28.50,80.70,3.00,8.52,0.87,"1,026.89","1,033.75","1,284.90",900.00
ADBL,-,307.00,309.90,302.00,307.50,307.50,0.00,0.00,305.15,"46,807.00",304.00,"14,282,934.50",245,3.50,7.90,1.15,2.62,0.77,313.76,304.98,344.90,272.30
AHL,-,552.00,570.00,541.00,565.90,565.90,0.00,0.00,562.55,"18,538.00",552.00,"10,428,545.40",205,13.90,29.00,2.52,5.36,0.59,614.25,632.20,891.00,532.00
AHPC,-,270.00,279.00,268.00,279.00,279.00,0.00,0.00,274.62,"220,235.00",267.00,"60,481,510.80",693,12.00,11.00,4.49,4.10,1.57,284.49,284.57,334.00,242.50
AKJCL,-,245.00,268.40,245.00,268.40,268.40,0.00,0.00,261.35,"1,668,005.00",244.00,"435,933,162.60","4,100",24.40,23.40,10.00,9.55,2.63,199.02,202.09,268.40,172.90
AKPL,-,259.00,264.50,256.50,264.00,264.00,0.00,0.00,261.84,"255,297.00",255.00,"66,847,453.20",794,9.00,8.00,3.53,3.12,0.82,253.51,253.02,306.50,216.10
ALBSL,-,"1,185.00","1,250.00","1,185.00","1,210.00","1,210.00",0.00,0.00,"1,209.43","20,272.00","1,207.90","24,517,467.40",247,2.10,65.00,0.17,5.49,0.05,"1,032.76",959.18,"1,250.00",771.00
ALICL,-,490.00,495.00,488.00,491.50,491.50,0.00,0.00,491.00,"82,218.00",488.00,"40,368,928.70",356,3.50,7.00,0.72,1.43,0.10,480.42,533.36,831.00,430.00
ANLB,-,"6,139.90","6,139.90","6,050.00","6,050.00","6,050.00",0.00,0.00,"6,071.40",245.00,"6,020.00","1,487,491.80",14,30.00,89.90,0.50,1.49,-0.35,"6,021.71","5,810.65","6,800.00","4,673.00"
API,-,299.50,309.50,299.50,308.00,308.00,0.00,0.00,305.06,"603,653.00",298.00,"184,148,587.50","1,517",10.00,10.00,3.36,3.34,0.96,290.52,291.43,335.00,258.80
