Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,38.10,974.00,979.90,827.90,979.90,979.90,0.00,0.00,957.80,"1,703.00",974.00,"1,631,125.80",52,5.90,152.00,0.61,18.36,2.26,981.14,"1,015.51","1,240.00",827.90
ADBL,35.01,297.40,319.00,297.40,316.00,316.00,0.00,0.00,314.35,"20,187.00",313.00,"6,345,818.50",155,3.00,21.60,0.96,7.26,0.52,307.02,312.22,344.90,272.30
AHL,24.09,515.00,575.00,510.00,526.00,526.00,0.00,0.00,518.48,"8,990.00",528.50,"4,661,163.30",102,-2.50,65.00,-0.47,12.75,1.43,564.51,589.45,726.00,461.10
AHPC,30.82,280.00,285.00,280.00,283.00,283.00,0.00,0.00,283.14,"88,438.00",280.00,"25,040,499.70",388,3.00,5.00,1.07,1.79,-0.05,281.94,285.74,334.00,250.10
AKJCL,43.29,405.00,405.00,385.30,396.70,396.70,0.00,0.00,393.27,"665,750.00",389.90,"261,820,602.20",905,6.80,19.70,1.74,5.11,0.86,278.99,254.62,431.80,172.90
AKPL,34.69,270.00,276.00,269.00,273.90,273.90,0.00,0.00,273.52,"166,656.00",268.00,"45,583,147.80",640,5.90,7.00,2.20,2.60,0.14,260.71,261.44,317.00,227.00
ALBSL,37.32,"1,086.00","1,172.00","1,086.00","1,129.50","1,129.50",0.00,0.00,"1,103.23","34,960.00","1,129.00","38,569,049.60",169,0.50,86.00,0.04,7.92,2.33,"1,122.95","1,069.66","1,334.00",771.00
ALICL,37.43,458.00,459.00,451.30,458.00,458.00,0.00,0.00,456.14,"16,224.00",458.00,"7,400,413.70",78,0.00,7.70,0.00,1.71,0.41,467.68,476.77,759.00,430.00
ANLB,29.08,"6,282.00","6,330.00","6,135.00","6,282.00","6,282.00",0.00,0.00,"6,174.09",164.00,"6,282.00","1,012,550.10",15,0.00,195.00,0.00,3.18,1.72,"6,253.80","6,111.94","6,989.00","5,055.20"
API,31.62,339.90,345.00,340.00,341.00,341.00,0.00,0.00,342.57,"206,969.00",339.90,"70,901,168.80",543,1.10,5.00,0.32,1.47,-0.46,305.80,302.50,368.90,258.80
AVYAN,27.70,"1,089.70","1,115.00","1,064.00","1,094.00","1,094.00",0.00,0.00,"1,100.47","3,124.00","1,089.70","3,437,868.90",82,4.30,51.00,0.39,4.79,-0.59,"1,019.33","1,031.84","1,366.00",906.00
BANDIPUR,32.65,801.00,880.00,801.00,847.00,847.00,0.00,0.00,851.44,"35,927.00",843.00,"30,589,860.50",740,4.00,79.00,0.47,9.86,-0.52,0.00,0.00,"1,233.00",285.00
BARUN,28.96,346.00,352.00,346.80,347.60,347.60,0.00,0.00,348.53,"37,471.00",346.00,"13,059,772.50",195,1.60,5.20,0.46,1.50,-0.27,344.77,355.25,589.00,292.10
BBC,31.13,"4,888.80","4,896.00","4,780.10","4,799.00","4,799.00",0.00,0.00,"4,816.07",372.00,"4,888.80","1,791,577.00",23,-89.80,115.90,-1.84,2.42,-0.36,"4,879.71","5,031.16","6,537.00","4,480.00"
BEDC,31.02,406.00,406.00,386.00,387.00,387.00,0.00,0.00,389.04,"36,717.00",386.90,"14,284,293.40",293,0.10,20.00,0.03,5.18,-0.53,530.84,590.14,872.00,380.00
BFC,34.32,454.00,460.00,454.00,460.00,460.00,0.00,0.00,457.34,"7,020.00",454.00,"3,210,525.80",52,6.00,6.00,1.32,1.32,0.58,472.72,481.32,579.90,411.50
BGWT,30.07,735.00,757.00,713.00,740.00,740.00,0.00,0.00,733.26,804.00,735.00,"589,540.90",37,5.00,44.00,0.68,6.17,0.91,768.24,819.84,"1,110.00",710.00
BHCL,32.78,534.00,554.00,534.00,545.00,545.00,0.00,0.00,546.71,"20,413.00",544.00,"11,159,976.50",477,1.00,20.00,0.18,3.75,-0.31,532.37,0.00,699.00,292.10
BHDC,34.25,465.00,475.00,461.60,466.50,466.50,0.00,0.00,462.52,"22,040.00",465.00,"10,193,961.80",128,1.50,13.40,0.32,2.90,0.85,489.81,515.19,706.00,426.00
BHL,29.92,220.90,224.00,218.50,221.80,221.80,0.00,0.00,222.18,"108,387.00",220.90,"24,081,116.40",566,0.90,5.50,0.41,2.52,-0.17,199.09,200.78,264.40,164.00
BHPL,31.91,536.00,547.80,533.20,535.60,535.60,0.00,0.00,536.61,"10,985.00",536.00,"5,894,662.30",85,-0.40,14.60,-0.07,2.74,-0.19,593.82,652.06,"1,308.40",503.10
BJHL,27.72,"1,142.00","1,170.00","1,091.00","1,108.00","1,108.00",0.00,0.00,"1,119.56","19,755.00","1,142.00","22,116,874.90",866,-34.00,79.00,-2.98,7.24,-1.04,0.00,0.00,"1,305.00",270.10
BNHC,29.59,329.00,338.80,326.00,326.00,326.00,0.00,0.00,329.13,"5,446.00",329.00,"1,792,445.40",68,-3.00,12.80,-0.91,3.93,-0.96,422.66,452.52,613.80,313.10
BNT,32.80,"11,790.00","11,945.00","11,790.00","11,800.00","11,800.00",0.00,0.00,"11,854.61",41.00,"11,790.00","486,038.90",5,10.00,155.00,0.08,1.31,-0.46,"11,687.85","11,864.24","13,205.00","10,660.00"
BPCL,27.62,682.00,694.80,678.00,679.00,679.00,0.00,0.00,682.18,"10,000.00",682.00,"6,821,834.30",117,-3.00,16.80,-0.44,2.48,-0.47,729.13,768.03,"1,065.00",420.00
