Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,040.00","1,071.00","1,033.00","1,063.91","1,062.10",1.81,0.00,"1,056.18","4,389.00","1,035.00","4,635,588.50",123,28.91,38.00,2.79,3.68,0.73,"1,083.01","1,075.05","1,491.00",965.00
ADBL,-,281.60,296.00,281.60,293.70,294.00,-0.30,0.00,291.06,"65,159.00",287.28,"18,965,466.80",281,6.42,14.40,2.23,5.11,0.90,291.21,313.35,428.40,256.00
ADBLD83,-,"1,106.94","1,120.00","1,105.40","1,111.48","1,120.00",-8.52,-0.01,"1,113.54",29.00,"1,106.94","32,292.60",4,4.54,14.60,0.41,1.32,-0.19,"1,101.27","1,082.06","1,160.00","1,046.00"
AHL,-,599.00,632.00,599.00,624.81,632.00,-7.19,-0.01,618.40,"4,040.00",609.83,"2,498,319.50",56,14.98,33.00,2.46,5.51,1.03,724.26,713.34,904.00,493.00
AHPC,-,288.00,290.90,285.00,288.04,288.00,0.04,0.00,288.49,"178,085.00",284.40,"51,375,561.10",608,3.64,5.90,1.28,2.07,-0.16,271.69,271.95,349.00,149.00
AKJCL,-,214.00,214.00,208.00,211.53,212.00,-0.47,0.00,211.00,"137,723.00",210.61,"29,059,739.50",369,0.92,6.00,0.44,2.88,0.25,206.12,207.30,274.90,150.90
AKPL,-,260.00,269.00,260.00,267.08,267.00,0.08,0.00,266.35,"204,468.00",262.95,"54,460,768.80",683,4.13,9.00,1.57,3.46,0.27,243.17,245.34,326.00,157.20
ALBSL,-,810.00,842.00,810.00,837.47,842.00,-4.53,-0.01,830.24,"19,732.00",814.39,"16,382,340.50",197,23.08,32.00,2.83,3.95,0.86,838.66,876.47,"1,177.00",771.00
ALICL,-,500.00,503.00,496.00,501.56,501.30,0.26,0.00,501.29,"14,458.00",496.82,"7,247,611.90",102,4.74,7.00,0.95,1.41,0.05,698.37,707.60,831.00,484.80
ANLB,-,"5,465.80","5,593.80","5,465.80","5,547.00","5,500.20",46.80,0.01,"5,506.22",97.00,"5,577.25","534,103.50",6,-30.25,128.00,-0.54,2.34,0.74,"5,324.92","5,185.83","6,735.00","2,300.30"
API,-,294.00,294.00,289.00,293.16,293.50,-0.34,0.00,292.33,"107,688.00",290.46,"31,479,974.00",431,2.70,5.00,0.93,1.73,0.28,284.26,286.08,390.00,164.20
