Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,48.19,"1,540.00","1,570.00","1,450.40","1,465.00","1,471.20","2,826.00","1,540.00","4,157,614.80",74,-75.00,119.60,-4.87,8.25,-0.42,"1,572.61","1,583.05","1,938.00",752.00
ADBL,46.88,528.10,530.00,512.00,515.00,518.11,"53,120.00",528.00,"27,522,253.70",346,-13.00,18.00,-2.46,3.52,-0.60,510.68,485.85,620.00,398.00
AHPC,54.39,528.30,528.30,483.20,488.00,495.40,"369,247.00",518.00,"182,924,155.60","1,855",-30.00,45.10,-5.79,9.33,-1.52,512.68,440.04,785.00,194.00
AIL,50.26,755.10,756.00,732.10,736.00,741.12,"6,036.00",769.00,"4,473,422.50",118,-33.00,23.90,-4.29,3.26,-0.70,813.43,804.74,"1,125.00",504.00
AKJCL,55.49,344.00,344.00,320.70,326.80,328.07,"295,831.00",340.80,"97,054,374.80","1,343",-14.00,23.30,-4.11,7.27,-0.39,320.85,264.17,502.00,110.00
AKPL,61.67,645.00,645.00,605.00,611.50,620.77,"265,901.00",647.00,"165,064,545.80","1,906",-35.50,40.00,-5.49,6.61,-1.52,525.73,461.03,882.40,240.00
ALBSL,51.02,"1,471.00","1,489.00","1,450.00","1,450.00","1,462.35","1,911.00","1,489.60","2,794,547.70",60,-39.60,39.00,-2.66,2.69,-0.85,"1,794.98","1,718.05","2,101.20",830.00
ALICL,56.75,"1,330.00","1,335.00","1,277.00","1,290.00","1,299.51","42,218.00","1,313.00","54,862,854.50",267,-23.00,58.00,-1.75,4.54,-0.74,"1,342.46","1,321.89","1,565.00",757.00
API,58.26,530.00,530.00,497.00,510.00,511.08,"437,634.00",534.00,"223,664,041.60","2,369",-24.00,33.00,-4.49,6.64,-0.21,449.13,405.73,670.00,219.00
BARUN,53.24,502.00,502.00,471.00,482.00,481.57,"34,040.00",508.00,"16,392,630.60",290,-26.00,31.00,-5.12,6.58,0.09,523.09,429.20,763.40,167.00
BBC,49.75,"5,395.00","5,400.00","5,250.00","5,250.00","5,309.19",712.00,"5,500.00","3,780,141.00",42,-250.00,150.00,-4.55,2.86,-1.13,"6,059.00","5,178.17","8,208.00","2,230.00"
BFC,55.86,567.00,570.00,537.00,540.00,547.67,"65,195.00",567.00,"35,705,552.50",577,-27.00,33.00,-4.76,6.15,-1.42,435.77,346.47,630.00,122.00
BNT,48.46,"10,801.00","10,801.00","10,501.00","10,600.00","10,621.25",398.00,"11,017.00","4,227,259.00",24,-417.00,300.00,-3.79,2.86,-0.20,"10,474.07","10,012.22","12,178.00","7,000.00"
BOKL,46.93,338.00,338.00,332.00,334.00,334.27,"46,748.00",338.00,"15,626,533.20",302,-4.00,6.00,-1.18,1.81,-0.08,367.08,347.28,433.20,236.00
BPCL,48.31,536.10,538.00,511.00,515.00,521.57,"33,296.00",536.00,"17,366,101.60",307,-21.00,27.00,-3.92,5.28,-1.28,529.10,488.88,703.00,380.00
CBBL,46.78,"1,755.00","1,755.00","1,711.00","1,718.00","1,725.49","23,902.00","1,760.00","41,242,663.80",363,-42.00,44.00,-2.39,2.57,-0.44,"1,777.33","1,738.05","2,065.20","1,133.00"
CBL,48.42,251.00,255.00,246.00,250.00,250.68,"85,009.00",256.00,"21,310,329.90",346,-6.00,9.00,-2.34,3.66,-0.27,271.89,258.47,316.00,165.00
CCBL,48.70,238.30,240.00,232.00,232.50,235.23,"64,419.00",238.30,"15,153,530.40",407,-5.80,8.00,-2.43,3.45,-1.18,269.21,262.20,324.00,186.00
CFCL,55.71,600.00,605.00,546.90,560.00,573.86,"98,008.00",590.00,"56,242,389.10",657,-30.00,58.10,-5.08,10.62,-2.47,498.33,402.62,814.90,153.00
CGH,48.55,"1,571.10","1,583.00","1,530.80","1,535.20","1,555.16","9,510.00","1,592.10","14,789,562.10",202,-56.90,52.20,-3.57,3.41,-1.30,"1,560.66","1,494.86","2,800.00",159.00
CHCL,53.34,615.00,615.00,597.00,606.00,603.18,"51,551.00",616.00,"31,094,580.00",302,-10.00,18.00,-1.62,3.02,0.47,658.27,638.73,785.00,460.00
CHDC,52.72,937.00,937.00,863.10,875.40,893.46,"28,640.00",935.00,"25,588,817.00",412,-59.60,73.90,-6.37,8.56,-2.06,-,-,"1,415.00",416.00
CHL,51.02,492.00,511.90,467.00,475.00,482.13,"28,966.00",501.90,"13,965,337.10",254,-26.90,44.90,-5.36,9.61,-1.50,498.70,410.57,715.00,150.00
CIT,49.42,"3,465.00","3,465.00","3,371.20","3,400.00","3,401.68","13,670.00","3,465.00","46,500,987.20",276,-65.00,93.80,-1.88,2.78,-0.05,"3,744.95","3,928.26","5,749.00","2,923.00"
CLBSL,45.48,"1,190.00","1,205.00","1,145.00","1,152.00","1,165.96","4,293.00","1,191.00","5,005,446.00",90,-39.00,60.00,-3.27,5.24,-1.21,"1,473.85","1,369.02","1,811.00",692.00
CMF1,53.97,9.77,9.99,9.77,9.90,9.92,"75,819.00",9.96,"752,427.90",29,-0.06,0.22,-0.60,2.25,-0.24,12.27,11.67,16.01,9.09
CMF2,40.93,10.26,10.26,10.00,10.00,10.11,"6,700.00",10.46,"67,716.00",6,-0.46,0.26,-4.40,2.60,-1.07,12.77,12.12,16.87,9.00
CORBL,50.06,831.00,835.00,782.00,787.00,808.82,"5,960.00",840.00,"4,820,585.50",78,-53.00,53.00,-6.31,6.78,-2.77,818.17,764.66,"1,155.00",200.00
CZBIL,56.30,306.00,306.00,295.00,297.00,298.69,"64,444.00",304.50,"19,248,807.70",396,-7.50,11.00,-2.46,3.73,-0.57,373.78,352.20,444.00,222.00
DDBL,47.34,"1,325.00","1,333.00","1,295.00","1,305.00","1,307.36","10,930.00","1,333.00","14,289,430.00",219,-28.00,38.00,-2.10,2.93,-0.18,"1,647.80","1,719.63","2,420.00",993.00
DHPL,50.44,333.30,344.00,321.50,332.00,328.89,"13,533.00",340.10,"4,450,832.70",186,-8.10,22.50,-2.38,7.00,0.94,307.81,246.36,485.20,97.00
EBL,49.21,652.90,659.90,645.10,645.20,650.15,"54,808.00",657.00,"35,633,330.40",368,-11.80,14.80,-1.80,2.29,-0.77,733.66,743.73,864.00,638.00
EDBL,57.07,665.00,668.00,641.00,643.50,655.83,"27,483.00",672.00,"18,024,110.30",96,-28.50,27.00,-4.24,4.21,-1.92,802.81,691.72,"1,195.00",318.00
EIC,50.50,716.00,716.00,679.00,693.00,693.28,"17,855.00",726.10,"12,378,488.40",165,-33.10,37.00,-4.56,5.45,-0.04,747.46,741.38,885.00,501.00
EICPO,40.08,439.80,439.80,431.10,439.70,439.40,237.00,448.70,"104,137.90",6,-9.00,8.70,-2.01,2.02,0.07,427.94,421.24,530.10,241.00
FMDBL,49.01,970.00,970.00,910.00,935.00,936.98,"34,112.00",979.00,"31,962,322.80",255,-44.00,60.00,-4.49,6.59,-0.21,931.13,896.49,"1,365.00",542.00
FOWAD,50.00,"2,964.00","2,990.00","2,865.10","2,879.00","2,916.68","11,349.00","2,965.00","33,101,381.40",211,-86.00,124.90,-2.90,4.36,-1.31,"2,820.30","2,786.73","3,530.00","1,590.00"
GBBL,50.72,625.00,625.00,578.00,595.00,600.51,"143,590.00",621.00,"86,226,920.20","1,057",-26.00,47.00,-4.19,8.13,-0.93,549.87,474.87,750.00,255.00
GBIME,47.18,386.00,387.00,378.00,380.00,381.67,"60,254.00",388.80,"22,997,375.40",588,-8.80,9.00,-2.26,2.38,-0.44,439.90,440.76,522.00,292.00
GBLBS,47.39,"1,077.00","1,080.20","1,030.00","1,060.00","1,053.86","11,620.00","1,095.00","12,245,813.00",169,-35.00,50.20,-3.20,4.87,0.58,"1,182.54","1,156.85","1,437.00",537.00
GFCL,58.68,851.00,851.00,783.00,789.00,804.89,"72,258.00",847.00,"58,159,477.70",698,-58.00,68.00,-6.85,8.68,-2.01,681.86,543.46,"1,010.00",186.00
GHL,53.31,384.00,384.00,357.70,359.00,362.92,"13,158.00",384.00,"4,775,270.80",133,-25.00,26.30,-6.51,7.35,-1.09,348.81,283.48,555.90,100.00
GIC,51.66,642.00,642.00,617.00,628.00,627.09,"8,535.00",655.00,"5,352,223.80",178,-27.00,25.00,-4.12,4.05,0.14,685.63,684.69,860.00,499.00
GILB,46.28,"2,308.00","2,308.00","2,240.10","2,250.00","2,259.00","2,731.00","2,307.90","6,169,319.20",81,-57.90,67.90,-2.51,3.03,-0.40,"2,561.10","2,444.29","3,191.00","1,307.00"
GIMES1,45.64,21.40,21.45,21.10,21.10,21.26,"195,885.00",21.20,"4,163,589.00",80,-0.10,0.35,-0.47,1.66,-0.74,20.47,18.72,25.09,9.95
GLBSL,48.76,"1,470.00","1,470.00","1,435.00","1,435.00","1,441.45","1,760.00","1,471.20","2,536,947.00",23,-36.20,35.00,-2.46,2.44,-0.45,"1,793.66","1,716.43","2,245.00",713.00
GLH,50.04,506.00,508.00,470.50,481.00,484.97,"14,060.00",506.00,"6,818,645.10",244,-25.00,37.50,-4.94,7.97,-0.82,449.30,-,657.00,299.00
GLICL,47.35,619.00,619.00,578.00,594.00,594.52,"20,203.00",618.01,"12,011,034.70",200,-24.01,41.00,-3.89,7.09,-0.09,734.59,742.18,901.00,535.00
GMFBS,44.31,"1,568.00","1,568.00","1,508.00","1,511.00","1,526.97",624.00,"1,568.00","952,827.60",23,-57.00,60.00,-3.64,3.98,-1.06,"1,649.09","1,642.22","1,996.00",820.00
GMFIL,55.59,580.00,580.00,535.00,550.00,549.39,"38,906.00",580.00,"21,374,519.00",218,-30.00,45.00,-5.17,8.41,0.11,513.00,417.57,773.00,179.00
GRDBL,56.55,431.20,434.00,402.00,415.00,413.67,"30,193.00",440.00,"12,489,945.00",259,-25.00,32.00,-5.68,7.96,0.32,380.58,314.95,537.90,129.00
GUFL,55.62,911.00,943.50,870.00,877.10,884.45,"37,197.00",925.00,"32,898,817.50",252,-47.90,73.50,-5.18,8.45,-0.84,"1,039.17",840.85,"1,500.00",165.00
GWFD83,40.16,"1,127.00","1,127.00","1,127.00","1,127.00","1,127.00",25.00,"1,150.00","28,175.00",1,-23.00,0.00,-2.00,0.00,0.00,-,-,"1,242.00","1,050.00"
HDHPC,52.97,353.00,359.00,330.00,341.00,341.08,"103,822.00",360.00,"35,411,352.30",681,-19.00,29.00,-5.28,8.79,-0.02,313.55,256.76,478.90,114.00
HDL,47.77,"7,062.00","7,125.60","6,895.00","6,900.00","6,990.47","16,449.00","7,130.00","114,986,207.40",610,-230.00,230.60,-3.23,3.34,-1.31,"6,041.37","5,463.68","7,938.00","2,170.00"
HGI,48.20,779.00,779.00,706.60,724.00,723.36,"16,007.00",768.00,"11,578,868.50",152,-44.00,72.40,-5.73,10.25,0.09,765.18,743.20,982.00,498.00
HIDCL,48.51,380.00,387.00,361.20,362.00,368.38,"106,724.00",384.90,"39,315,212.50",885,-22.90,25.80,-5.95,7.14,-1.76,442.66,426.89,606.00,229.00
HPPL,53.27,507.10,519.80,472.60,486.00,489.27,"51,243.00",516.00,"25,071,644.10",290,-30.00,47.20,-5.81,9.99,-0.67,499.91,465.21,749.10,206.00
HURJA,49.23,481.00,489.00,459.00,465.00,467.68,"16,429.00",490.00,"7,683,449.40",126,-25.00,30.00,-5.10,6.54,-0.58,439.07,402.68,685.40,182.00
ICFC,59.51,"1,041.80","1,041.80",956.70,956.70,963.12,"134,685.00","1,063.00","129,717,732.20","1,090",-106.30,85.10,-10.00,8.90,-0.67,690.99,564.00,"1,176.80",255.00
ICFCD83,46.07,"1,150.00","1,150.00","1,150.00","1,150.00","1,150.00",25.00,"1,150.00","28,750.00",1,0.00,0.00,0.00,0.00,0.00,"1,176.52",-,"1,274.00","1,080.00"
IGI,49.50,"1,073.00","1,075.00","1,019.00","1,026.00","1,030.97","18,552.00","1,074.00","19,126,645.20",150,-48.00,56.00,-4.47,5.50,-0.48,"1,191.98","1,166.96","1,465.00",528.00
ILBS,47.88,"1,760.00","1,760.00","1,711.00","1,739.00","1,723.09","3,657.00","1,786.00","6,301,347.10",54,-47.00,49.00,-2.63,2.86,0.91,"1,796.48","1,721.24","2,140.00",844.00
JBBL,57.51,575.00,575.00,543.90,549.00,555.05,"260,212.00",575.00,"144,430,721.00","1,542",-26.00,31.10,-4.52,5.72,-1.10,476.49,397.82,649.90,205.00
JBLB,47.13,"4,600.00","4,615.00","4,480.00","4,490.00","4,524.18","14,468.00","4,620.00","65,455,774.50",633,-130.00,135.00,-2.81,3.01,-0.76,-,-,"5,516.90",890.00
JFL,61.42,732.00,736.00,686.00,712.20,712.74,"124,684.00",722.00,"88,867,532.80",927,-9.80,50.00,-1.36,7.29,-0.08,539.67,448.18,836.00,217.00
JLI,51.11,633.00,633.10,601.00,615.00,613.25,"15,904.00",636.00,"9,753,136.50",452,-21.00,32.10,-3.30,5.34,0.28,727.46,-,998.00,360.00
JOSHI,50.82,359.00,359.00,333.00,343.00,348.24,"5,557.00",358.00,"1,935,166.00",93,-15.00,26.00,-4.19,7.81,-1.53,326.00,260.79,507.00,102.00
JSLBB,52.13,"3,500.00","3,500.00","3,250.00","3,303.00","3,302.97","3,581.00","3,450.00","11,827,929.10",114,-147.00,250.00,-4.26,7.69,0.00,"3,433.52","3,699.93","5,500.00","1,380.00"
