Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,057.40","1,080.00","1,040.20","1,075.19","1,080.00",-4.81,0.00,"1,060.84","1,787.00","1,078.91","1,895,715.70",46,-3.72,39.80,-0.34,3.83,1.33,"1,089.57","1,087.41","1,491.00",894.10
ADBL,-,293.00,300.00,291.80,299.60,300.00,-0.40,0.00,296.94,"49,484.00",294.44,"14,693,755.40",249,5.16,8.20,1.75,2.81,0.89,301.01,325.31,428.40,249.90
ADBLD83,-,"1,085.00","1,085.00","1,085.00","1,085.00","1,085.00",0.00,0.00,"1,085.00",13.00,"1,091.00","14,105.00",2,-6.00,0.00,-0.55,0.00,0.00,"1,098.82","1,073.99","1,160.00","1,046.00"
AHL,-,677.00,690.00,645.00,652.42,662.00,-9.58,-0.01,672.65,"11,680.00",664.11,"7,856,571.90",50,-11.69,45.00,-1.76,6.98,-3.10,743.15,722.78,904.00,446.20
AHPC,-,280.00,292.70,279.50,290.73,289.80,0.93,0.00,287.77,"444,839.00",278.94,"128,011,890.30","1,206",11.79,13.20,4.23,4.72,1.02,266.80,273.30,349.00,149.00
AKJCL,-,202.50,210.00,202.50,208.23,208.00,0.23,0.00,207.68,"134,788.00",206.60,"27,993,230.30",409,1.63,7.50,0.79,3.70,0.26,205.98,210.07,274.90,150.90
AKPL,-,240.00,257.50,238.70,254.98,256.50,-1.52,-0.01,251.61,"613,097.00",240.80,"154,262,002.10","1,283",14.18,18.80,5.89,7.88,1.32,239.22,246.05,326.00,157.20
ALBSL,-,833.00,833.00,805.10,819.64,825.00,-5.36,-0.01,816.12,"5,173.00",817.94,"4,221,793.20",88,1.70,27.90,0.21,3.47,0.43,847.04,910.95,"1,177.00",771.00
ALICL,-,715.00,715.00,694.00,696.44,699.00,-2.56,0.00,699.55,"238,361.00",710.33,"166,744,826.30","1,388",-13.89,21.00,-1.96,3.03,-0.45,740.98,738.88,831.00,542.10
ANLB,-,"5,437.30","5,498.00","5,345.40","5,485.52","5,485.00",0.52,0.00,"5,398.08",337.00,"5,437.30","1,819,151.90",21,48.22,152.60,0.89,2.85,1.59,"5,232.55","5,013.00","6,735.00","2,200.20"
API,-,289.00,299.90,289.00,296.47,296.00,0.47,0.00,295.53,"230,582.00",291.46,"68,142,832.50",753,5.01,10.90,1.72,3.77,0.32,280.30,291.39,390.00,163.80
AVYAN,-,"1,019.00","1,039.00","1,005.00","1,032.88","1,033.00",-0.12,0.00,"1,026.99","3,249.00","1,019.06","3,336,703.70",66,13.82,34.00,1.36,3.38,0.57,"1,077.18","1,035.18","1,306.80",804.40
BARUN,-,518.90,523.80,514.00,518.95,519.00,-0.05,0.00,518.45,"91,686.00",510.59,"47,534,856.70",578,8.36,9.80,1.64,1.91,0.10,484.79,446.72,589.00,230.30
BBC,-,"5,576.00","5,765.00","5,576.00","5,681.95","5,699.00",-17.05,0.00,"5,647.58",523.00,"5,680.90","2,953,686.00",47,1.05,189.00,0.02,3.39,0.60,"5,772.51","5,312.63","7,247.00","3,684.80"
BEDC,-,755.50,814.70,751.00,808.48,755.10,53.38,0.07,783.86,"115,485.00",740.70,"90,524,396.00",771,67.78,63.70,9.15,8.48,3.04,753.00,663.12,"1,080.00",373.00
BFC,-,483.10,490.00,476.00,485.09,485.00,0.09,0.00,483.16,"14,871.00",485.33,"7,185,073.20",124,-0.24,14.00,-0.05,2.94,0.40,618.83,623.88,951.60,396.90
BGWT,-,920.10,940.40,912.00,933.63,922.00,11.63,0.01,923.62,"3,854.00",923.20,"3,559,635.00",65,10.43,28.40,1.13,3.11,1.07,"1,032.31","1,009.14","1,361.70",700.00
BHDC,-,456.70,462.00,453.00,455.47,455.10,0.37,0.00,455.68,"3,518.00",456.69,"1,603,069.70",93,-1.22,9.00,-0.27,1.99,-0.05,622.96,625.27,829.70,452.10
BHL,-,218.00,218.00,213.00,214.52,214.80,-0.28,0.00,214.14,"484,935.00",215.60,"103,842,926.70","1,257",-1.08,5.00,-0.50,2.35,0.18,323.71,360.96,520.00,211.70
