Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,121.10","1,136.00","1,099.70","1,100.00","1,118.66","5,643.00","1,140.00","6,312,584.90",120,-40.00,36.30,-3.51,3.30,-1.70,"1,089.91","1,111.75","1,491.00",628.10
ADBL,-,299.80,299.80,291.00,292.00,293.49,"26,267.00",294.20,"7,709,102.50",198,-2.20,8.80,-0.75,3.02,-0.51,334.85,329.12,428.40,223.00
AHL,-,755.00,755.00,705.60,734.00,724.74,"10,469.00",744.00,"7,587,317.30",124,-10.00,49.40,-1.34,7.00,1.26,730.82,685.39,904.00,410.10
AHPC,-,260.00,266.20,257.30,261.00,260.51,"200,500.00",263.00,"52,231,831.00",588,-2.00,8.90,-0.76,3.46,0.19,270.20,247.79,349.00,149.00
AKJCL,-,214.00,216.00,207.10,207.90,209.82,"231,008.00",214.00,"48,469,688.50",749,-6.10,8.90,-2.85,4.30,-0.92,208.65,210.16,274.90,150.90
AKPL,-,238.00,238.00,230.80,232.00,232.86,"191,397.00",235.50,"44,568,717.40",560,-3.50,7.20,-1.49,3.12,-0.37,245.76,231.36,326.00,157.20
ALBSL,-,872.20,888.00,865.40,865.40,875.80,"3,310.00",890.00,"2,898,902.60",71,-24.60,22.60,-2.76,2.61,-1.20,930.51,967.85,"1,177.00",661.00
ALICL,-,755.20,770.00,755.00,764.80,763.78,"20,276.00",769.00,"15,486,398.10",125,-4.20,15.00,-0.55,1.99,0.13,736.91,708.88,831.00,523.00
ANLB,-,"5,080.00","5,180.00","5,000.10","5,178.00","5,104.67",941.00,"5,152.00","4,803,497.30",53,26.00,179.90,0.50,3.60,1.42,"5,060.39","4,273.14","6,735.00","1,894.00"
API,-,283.00,286.00,279.70,280.00,282.91,"226,840.00",286.00,"64,176,134.80",689,-6.00,6.30,-2.10,2.25,-1.04,288.58,266.54,390.00,162.00
AVYAN,-,"1,139.00","1,139.00","1,088.90","1,088.90","1,104.36","8,914.00","1,119.90","9,844,233.90",135,-31.00,50.10,-2.77,4.60,-1.42,"1,035.44","1,021.47","1,306.80",612.00
BARUN,-,538.10,550.00,518.80,530.00,533.00,"261,679.00",540.00,"139,474,365.50",908,-10.00,31.20,-1.85,6.01,-0.57,416.39,386.10,550.00,211.00
BBC,-,"5,489.90","5,489.90","5,300.00","5,300.00","5,346.71",943.00,"5,401.00","5,041,944.00",60,-101.00,189.90,-1.87,3.58,-0.88,"5,169.47","4,869.84","7,247.00","3,631.00"
BEDC,-,804.00,830.00,789.20,799.00,813.23,"35,598.00",820.00,"28,949,394.40",340,-21.00,40.80,-2.56,5.17,-1.78,635.48,574.61,"1,080.00",337.20
BFC,-,615.00,616.00,598.00,601.00,604.30,"39,042.00",610.10,"23,593,245.00",287,-9.10,18.00,-1.49,3.01,-0.55,659.78,615.74,951.60,330.00
BGWT,-,"1,049.00","1,070.00","1,010.10","1,028.00","1,025.46","6,010.00","1,049.40","6,163,028.80",125,-21.40,59.90,-2.04,5.93,0.25,"1,016.96","1,007.76","1,361.70",577.10
BHDC,-,640.00,650.00,628.00,635.00,634.30,"7,652.00",640.00,"4,853,696.80",111,-5.00,22.00,-0.78,3.50,0.11,652.04,640.80,829.70,443.00
BHL,-,350.00,353.00,340.00,343.00,343.77,"8,072.00",353.90,"2,774,876.00",106,-10.90,13.00,-3.08,3.82,-0.22,396.31,394.50,520.00,312.70
