Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,48.01,"1,417.00","1,460.00","1,404.00","1,415.00","1,432.03","9,463.00","1,445.00","13,551,331.60",181,-30.00,56.00,-2.08,3.99,-1.20,"1,464.25","1,510.82","1,938.00","1,077.00"
ADBL,57.85,420.00,425.00,415.00,419.90,420.97,"51,430.00",422.00,"21,650,239.00",437,-2.10,10.00,-0.50,2.41,-0.25,506.99,491.64,620.00,398.00
ADBLD83,64.77,"1,069.20","1,069.20",994.70,"1,000.00",998.01,"1,375.00","1,091.00","1,372,259.50",13,-91.00,74.50,-8.34,7.49,0.20,"1,054.08",-,"1,150.00",994.70
AHPC,53.93,520.00,528.00,501.20,508.00,515.00,"206,565.00",514.00,"106,380,267.30","1,302",-6.00,26.80,-1.17,5.35,-1.38,520.23,488.46,785.00,230.00
AIL,51.01,751.00,751.00,723.30,735.00,741.16,"6,441.00",736.30,"4,773,823.70",137,-1.30,27.70,-0.18,3.83,-0.84,746.88,782.64,"1,125.00",588.80
AKJCL,52.34,313.90,321.00,308.00,313.00,315.22,"100,632.00",314.00,"31,721,285.20",697,-1.00,13.00,-0.32,4.22,-0.71,340.19,309.57,502.00,130.00
AKPL,53.67,558.00,571.00,540.00,553.00,558.94,"155,695.00",558.00,"87,023,713.30","1,090",-5.00,31.00,-0.90,5.74,-1.07,575.52,525.66,882.40,284.00
ALBSL,53.20,"1,572.00","1,656.00","1,572.00","1,610.00","1,612.10","5,783.00","1,571.00","9,322,786.10",135,39.00,84.00,2.48,5.34,-0.13,"1,639.95","1,694.72","2,101.20","1,176.00"
ALICL,53.68,"1,330.00","1,350.00","1,309.90","1,322.00","1,328.93","202,758.00","1,305.00","269,451,417.70","1,903",17.00,40.10,1.30,3.06,-0.52,"1,256.54","1,296.08","1,565.00",978.00
API,53.37,520.00,532.90,512.20,520.00,522.86,"436,548.00",523.00,"228,255,617.90","2,076",-3.00,20.70,-0.57,4.04,-0.55,491.58,453.31,670.00,267.00
BARUN,51.48,535.00,560.00,525.10,538.00,536.15,"29,487.00",539.00,"15,809,378.20",288,-1.00,34.90,-0.19,6.65,0.34,520.83,498.31,763.40,215.00
BBC,52.72,"5,095.00","5,200.00","4,993.00","5,100.00","5,051.87",387.00,"5,000.00","1,955,075.00",26,100.00,207.00,2.00,4.15,0.94,"5,556.04","5,760.20","8,208.00","2,850.00"
BFC,51.49,510.00,527.20,505.00,509.00,515.83,"41,230.00",514.00,"21,267,606.40",344,-5.00,22.20,-0.97,4.40,-1.34,497.86,440.83,630.00,151.00
BNHC,69.20,390.50,421.10,390.50,421.10,420.97,"5,584.00",382.90,"2,350,671.40",39,38.20,30.60,9.98,7.84,0.03,-,-,421.10,246.70
BNT,46.77,"14,500.00","14,660.00","14,200.00","14,200.00","14,421.79",710.00,"14,400.00","10,239,470.00",42,-200.00,460.00,-1.39,3.24,-1.56,"11,849.07","11,324.59","17,670.00","8,328.00"
BOKL,50.95,305.80,305.80,288.30,296.00,296.45,"44,713.00",299.90,"13,255,283.70",361,-3.90,17.50,-1.30,6.07,-0.15,335.69,342.66,433.20,240.20
