Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,47.21,860.00,865.00,847.00,848.00,857.14,"1,691.00",859.80,"1,449,416.00",43,-11.80,18.00,-1.37,2.13,-1.08,955.94,"1,091.01","1,700.00",744.00
ADBL,45.94,323.00,330.00,323.00,330.00,328.08,"27,475.00",323.00,"9,014,062.30",264,7.00,7.00,2.17,2.17,0.58,348.85,375.66,595.00,298.00
AHPC,44.41,369.00,373.00,358.00,360.00,365.45,"57,525.00",369.00,"21,022,454.40",295,-9.00,15.00,-2.44,4.19,-1.51,400.46,431.43,785.00,310.00
AKJCL,47.55,225.00,233.80,220.10,220.10,226.54,"72,057.00",224.90,"16,323,630.80",443,-4.80,13.70,-2.13,6.22,-2.92,231.12,254.94,466.00,162.00
AKPL,47.09,465.00,465.00,453.00,455.00,457.65,"69,966.00",458.00,"32,019,629.00",315,-3.00,12.00,-0.66,2.65,-0.58,454.59,483.05,860.00,369.20
ALBSL,41.69,"1,221.00","1,221.00","1,187.00","1,220.00","1,210.01","1,010.00","1,197.90","1,222,105.50",29,22.10,34.00,1.84,2.86,0.82,"1,291.69","1,358.19","2,001.00","1,136.80"
ALICL,43.41,613.00,614.00,593.00,600.00,601.67,"27,608.00",602.00,"16,610,941.30",140,-2.00,21.00,-0.33,3.54,-0.28,674.28,809.01,"1,505.00",484.00
API,47.59,278.40,278.60,273.00,275.00,275.43,"363,159.00",273.00,"100,025,702.50","1,277",2.00,5.60,0.73,2.05,-0.16,303.23,366.18,613.00,217.60
BARUN,43.38,288.00,299.00,284.70,288.00,289.82,"11,085.00",284.00,"3,212,648.80",122,4.00,14.30,1.41,5.02,-0.63,414.44,442.66,703.80,274.00
BBC,39.91,"3,700.00","3,700.00","3,631.10","3,631.10","3,649.95",75.00,"3,680.00","273,746.50",4,-48.90,68.90,-1.33,1.90,-0.52,"3,847.20","4,203.61","6,630.00","3,195.00"
BFC,44.23,411.00,420.00,400.00,405.00,410.74,"18,957.00",406.50,"7,786,464.00",155,-1.50,20.00,-0.37,5.00,-1.42,398.07,425.92,630.00,298.00
BHDC,36.83,498.70,505.00,475.00,476.00,483.94,"15,918.00",489.00,"7,703,424.70",384,-13.00,30.00,-2.66,6.32,-1.67,-,-,520.00,334.00
BHL,41.53,354.90,369.20,341.10,349.00,353.43,"22,050.00",362.00,"7,793,217.60",430,-13.00,28.10,-3.59,8.24,-1.27,-,-,397.00,104.70
BNHC,47.89,429.80,438.60,425.00,438.60,429.25,"4,169.00",438.50,"1,789,551.50",81,0.10,13.60,0.02,3.20,2.13,462.13,-,744.00,246.70
