Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,708.10,722.00,703.00,721.90,709.36,"7,137.00",720.00,"5,062,723.00",70,1.90,19.00,0.26,2.70,1.74,585.43,594.99,783.20,500.10
ADBL,-,234.70,234.70,228.40,230.00,229.88,"17,792.00",230.10,"4,089,951.50",134,-0.10,6.30,-0.04,2.76,0.05,244.20,245.46,275.00,223.00
ADBLD83,-,"1,035.00","1,035.00","1,035.00","1,035.00","1,035.00",25.00,"1,030.00","25,875.00",1,5.00,0.00,0.49,0.00,0.00,992.73,984.77,"1,144.00",900.00
AHL,-,464.00,464.00,444.10,455.00,452.46,"7,365.00",455.10,"3,332,336.50",138,-0.10,19.90,-0.02,4.48,0.56,388.07,368.63,504.00,273.10
AHPC,-,179.00,179.00,174.00,177.30,176.38,"24,520.00",176.30,"4,324,743.80",194,1.00,5.00,0.57,2.87,0.52,216.11,224.89,316.00,174.00
AKJCL,-,213.00,220.00,213.00,216.10,216.13,"22,814.00",215.00,"4,930,745.60",136,1.10,7.00,0.51,3.29,-0.01,191.82,188.22,250.00,141.30
AKPL,-,178.50,179.90,176.40,177.60,177.49,"48,619.00",178.50,"8,629,490.00",237,-0.90,3.50,-0.50,1.98,0.06,183.47,202.68,417.00,152.40
ALBSL,-,711.00,729.00,710.00,712.20,721.03,"6,239.00",725.00,"4,498,523.20",94,-12.80,19.00,-1.77,2.68,-1.24,676.18,701.78,903.10,543.00
ALICL,-,550.70,562.00,550.70,562.00,558.42,"10,859.00",559.90,"6,063,934.30",100,2.10,11.30,0.38,2.05,0.64,639.97,664.98,812.00,517.50
ANLB,-,"1,979.00","2,019.00","1,973.60","1,982.00","1,992.16","1,465.00","1,980.00","2,918,513.00",33,2.00,45.40,0.10,2.30,-0.51,"1,855.45","1,981.87","2,651.00",403.80
API,-,183.00,183.00,177.90,178.50,178.58,"82,530.00",179.50,"14,738,403.50",387,-1.00,5.10,-0.56,2.87,-0.05,182.74,188.70,268.20,154.70
AVYAN,-,633.00,665.00,633.00,649.90,644.00,"7,507.00",642.20,"4,834,526.70",139,7.70,32.00,1.20,5.06,0.91,615.98,640.32,807.80,549.00
BARUN,-,241.00,245.00,237.20,244.00,241.07,"21,517.00",237.90,"5,187,163.10",84,6.10,7.80,2.56,3.29,1.20,238.78,238.02,299.00,191.10
BBC,-,"3,772.50","3,830.00","3,772.00","3,830.00","3,782.59",56.00,"3,839.90","211,825.00",4,-9.90,58.00,-0.26,1.54,1.24,"3,764.93","3,763.75","4,539.00","3,050.00"
BEDC,-,350.10,376.30,350.10,366.00,364.23,"29,424.00",355.00,"10,716,959.90",291,11.00,26.20,3.10,7.48,0.48,286.71,264.12,412.90,170.00
BFC,-,336.00,348.00,336.00,341.90,341.32,"10,992.00",342.00,"3,751,787.70",75,-0.10,12.00,-0.03,3.57,0.17,319.38,322.86,377.00,284.00
BGWT,-,607.00,616.70,603.00,615.00,613.03,"6,507.00",618.00,"3,988,962.30",91,-3.00,13.70,-0.49,2.27,0.32,0.00,0.00,710.00,352.00
BHDC,-,460.00,472.20,451.50,469.00,458.87,"1,100.00",465.00,"504,762.00",67,4.00,20.70,0.86,4.58,2.16,409.39,390.78,523.00,286.50
BHL,-,362.00,373.00,361.40,364.00,367.43,"21,472.00",369.00,"7,889,409.50",201,-5.00,11.60,-1.36,3.21,-0.94,277.29,267.32,394.00,192.70
BHPL,-,475.10,485.50,475.10,479.20,483.75,"1,793.00",483.00,"867,367.00",32,-3.80,10.40,-0.79,2.19,-0.95,451.79,450.28,569.50,304.10
BNHC,-,473.00,493.60,473.00,490.00,481.31,"24,760.00",480.10,"11,917,226.50",177,9.90,20.60,2.06,4.36,1.77,391.94,370.06,617.00,270.10
BNL,-,"18,500.00","18,727.20","18,300.00","18,300.00","18,422.44",89.00,"18,360.00","1,639,597.00",8,-60.00,427.20,-0.33,2.33,-0.67,0.00,0.00,"23,765.60","2,266.60"
BNT,-,"13,330.00","13,496.00","13,100.00","13,100.00","13,215.52",452.00,"13,186.00","5,973,416.00",40,-86.00,396.00,-0.65,3.02,-0.88,"12,903.86","13,228.82","17,508.00","10,500.00"
BPCL,-,301.10,306.50,301.10,305.00,303.67,"4,274.00",304.00,"1,297,880.50",68,1.00,5.40,0.33,1.79,0.44,307.20,312.02,365.00,292.10
C30MF,-,9.12,9.20,9.12,9.20,9.20,"5,300.00",9.30,"48,737.00",8,-0.10,0.08,-1.08,0.88,0.05,8.37,0.00,10.00,7.61
CBBL,-,845.00,847.00,830.50,835.00,835.41,"8,876.00",839.00,"7,415,123.10",165,-4.00,16.50,-0.48,1.99,-0.05,887.51,912.02,"1,052.50",756.00
CBLD88,-,"1,015.00","1,015.00","1,015.00","1,015.00","1,015.00",25.00,"1,008.00","25,375.00",1,7.00,0.00,0.69,0.00,0.00,956.73,933.41,"1,024.00",824.30
CFCL,-,344.00,351.00,339.00,347.00,345.98,"11,858.00",345.00,"4,102,666.80",64,2.00,12.00,0.58,3.54,0.29,335.85,343.25,423.00,275.50
CGH,-,825.00,827.00,814.10,818.20,818.30,"9,133.00",820.10,"7,473,574.60",133,-1.90,12.90,-0.23,1.58,-0.01,996.15,"1,097.27","1,520.00",796.20
CHCL,-,457.30,463.00,456.50,462.00,459.42,"24,217.00",458.60,"11,125,868.20",175,3.40,6.50,0.74,1.42,0.56,487.29,498.21,594.00,452.10
CHDC,-,911.60,938.00,900.10,938.00,911.34,"10,713.00",920.00,"9,763,205.30",173,18.00,37.90,1.96,4.21,2.84,976.85,974.99,"1,217.20",681.20
