Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,21.41,930.00,930.00,918.00,920.00,920.00,0.00,0.00,918.02,423.00,930.00,"388,321.10",9,-10.00,12.00,-1.08,1.31,0.22,964.18,966.18,"1,175.00",827.90
ADBL,28.70,304.00,325.00,304.00,308.80,308.80,0.00,0.00,309.60,"143,216.00",320.00,"44,339,877.65",610,-11.20,21.00,-3.50,6.91,-0.26,311.16,308.45,344.90,285.20
AHL,24.10,410.40,420.00,410.40,413.10,413.10,0.00,0.00,414.51,248.00,415.00,"102,799.50",15,-1.90,9.60,-0.46,2.34,-0.34,494.24,523.74,699.00,405.00
AHPC,27.51,270.00,270.00,267.30,268.00,268.00,0.00,0.00,268.15,"28,461.00",267.90,"7,631,951.90",136,0.10,2.70,0.04,1.01,-0.06,280.55,278.63,323.30,250.10
AKJCL,37.50,385.40,385.40,370.00,374.00,374.00,0.00,0.00,375.65,"707,966.00",367.10,"265,944,335.90","1,499",6.90,15.40,1.88,4.16,-0.44,378.56,321.35,461.40,172.90
AKPL,35.34,263.90,263.90,257.00,258.00,258.00,0.00,0.00,258.26,"61,982.00",260.70,"16,007,643.20",144,-2.70,6.90,-1.04,2.68,-0.10,270.04,262.77,317.00,227.50
ALBSL,25.82,"1,066.00","1,107.00","1,066.00","1,085.00","1,085.00",0.00,0.00,"1,085.83","4,393.00","1,102.00","4,770,034.20",62,-17.00,41.00,-1.54,3.85,-0.08,"1,122.33","1,120.20","1,334.00",930.00
ALICL,24.34,423.00,429.80,422.00,424.80,424.80,0.00,0.00,423.09,"6,022.00",425.10,"2,547,833.30",87,-0.30,7.80,-0.07,1.85,0.40,452.49,458.45,509.00,413.40
ANLB,32.60,"5,400.00","5,560.00","5,400.00","5,524.00","5,524.00",0.00,0.00,"5,469.44","1,194.00","5,544.00","6,530,505.70",33,-20.00,160.00,-0.36,2.96,0.99,"6,175.05","6,166.29","7,560.00","5,400.00"
APHL,31.07,830.00,855.00,825.00,828.00,828.00,0.00,0.00,830.56,"10,218.00",830.30,"8,486,689.50",242,-2.30,30.00,-0.28,3.64,-0.31,0.00,0.00,"1,053.40",299.70
API,21.77,331.20,334.00,330.20,331.90,331.90,0.00,0.00,332.29,"102,691.00",332.00,"34,123,576.60",294,-0.10,3.80,-0.03,1.15,-0.12,337.16,320.86,370.00,258.80
AVYAN,42.40,"1,055.70","1,055.70","1,030.00","1,042.00","1,042.00",0.00,0.00,"1,042.67","4,987.00","1,025.00","5,199,788.90",75,17.00,25.70,1.66,2.50,-0.06,"1,082.99","1,044.96","1,366.00",906.00
BANDIPUR,20.88,709.00,710.00,685.00,697.00,697.00,0.00,0.00,699.39,"28,780.00",709.90,"20,128,570.30",335,-12.90,25.00,-1.82,3.65,-0.34,843.04,0.00,"1,233.00",285.00
BARUN,27.63,318.00,326.00,318.00,322.70,322.70,0.00,0.00,323.55,"28,888.00",324.00,"9,346,775.70",93,-1.30,8.00,-0.40,2.52,-0.26,345.86,341.98,407.10,292.10
BBC,29.48,"4,300.00","4,319.90","4,165.00","4,278.00","4,278.00",0.00,0.00,"4,227.09",505.00,"4,250.00","2,134,680.10",39,28.00,154.90,0.66,3.72,1.19,"4,619.47","4,708.23","5,942.00","3,825.00"
BEDC,39.09,318.10,325.00,318.10,322.00,322.00,0.00,0.00,322.31,"13,876.00",322.50,"4,472,346.50",99,-0.50,6.90,-0.16,2.17,-0.10,408.69,458.04,775.00,303.10
BFC,27.25,513.90,513.90,501.10,502.00,502.00,0.00,0.00,504.32,"25,711.00",506.00,"12,966,476.80",148,-4.00,12.80,-0.79,2.55,-0.46,486.90,482.66,562.00,411.50
BGWT,20.50,573.00,573.00,551.00,557.00,557.00,0.00,0.00,555.12,983.00,573.00,"545,678.60",24,-16.00,22.00,-2.79,3.99,0.34,680.48,711.04,946.80,516.10
BHCL,33.52,492.10,505.00,490.00,494.00,494.00,0.00,0.00,498.28,"15,068.00",492.10,"7,508,153.10",233,1.90,15.00,0.39,3.06,-0.87,549.65,537.42,699.00,292.10
BHDC,27.84,424.70,431.80,424.60,429.50,429.50,0.00,0.00,426.62,"7,379.00",428.50,"3,148,055.80",57,1.00,7.20,0.23,1.70,0.67,463.69,471.30,620.00,412.00
BHL,24.39,211.00,214.00,209.50,210.00,210.00,0.00,0.00,210.15,"71,067.00",211.00,"14,934,947.60",283,-1.00,4.50,-0.47,2.15,-0.07,218.38,206.39,264.40,164.00
BHPL,40.06,521.00,521.00,487.00,499.00,499.00,0.00,0.00,491.90,"5,470.00",497.00,"2,690,700.20",73,2.00,34.00,0.40,6.98,1.42,533.86,556.69,820.00,449.00
