Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,37.81,"1,035.00","1,035.00","1,014.30","1,021.20","1,022.71","1,490.00","1,025.00","1,523,844.30",37,-3.80,20.70,-0.37,2.04,-0.15,"1,118.55","1,046.15","1,491.00",585.00
ADBL,36.50,297.00,297.00,290.50,293.90,292.25,"38,612.00",296.30,"11,284,248.10",301,-2.40,6.50,-0.81,2.24,0.56,352.88,318.39,428.40,223.00
ADBLD83,40.18,"1,105.00","1,105.00","1,100.00","1,100.00","1,100.14","1,707.00","1,149.90","1,877,939.00",4,-49.90,5.00,-4.34,0.45,-0.01,"1,078.02","1,053.98","1,160.00",966.00
AHL,47.36,772.00,772.00,750.00,750.60,758.91,"17,174.00",772.00,"13,033,509.60",149,-21.40,22.00,-2.77,2.93,-1.11,685.71,612.74,904.00,392.30
AHPC,32.98,249.00,252.00,248.20,248.80,249.51,"117,404.00",251.00,"29,293,318.00",376,-2.20,3.80,-0.88,1.53,-0.28,261.48,227.97,349.00,149.00
AKJCL,30.13,200.00,200.00,196.20,196.50,197.47,"91,436.00",199.00,"18,055,876.40",355,-2.50,3.80,-1.26,1.94,-0.49,212.04,210.87,274.90,150.90
AKPL,31.35,235.00,238.00,232.30,234.00,234.33,"106,370.00",235.00,"24,926,184.80",281,-1.00,5.70,-0.43,2.45,-0.14,242.90,217.58,326.00,157.20
ALBSL,45.93,795.00,824.00,795.00,804.00,802.50,"3,701.00",808.00,"2,970,040.60",69,-4.00,29.00,-0.50,3.65,0.19,986.96,951.64,"1,177.00",616.90
ALICL,32.47,717.00,719.10,707.50,707.50,714.71,"22,283.00",726.00,"15,925,963.80",105,-18.50,11.60,-2.55,1.64,-1.02,721.27,668.67,825.00,523.00
ANLB,25.66,"6,124.90","6,124.90","5,624.90","5,624.90","5,702.28",168.00,"6,249.80","957,983.60",14,-624.90,500.00,-10.00,8.89,-1.38,"4,430.36","3,684.03","6,735.00","1,749.00"
API,29.02,259.00,265.70,259.00,265.00,262.86,"113,713.00",264.00,"29,890,668.90",428,1.00,6.70,0.38,2.59,0.81,281.69,244.81,390.00,162.00
AVYAN,39.92,994.00,"1,014.00",994.00,996.10,"1,002.72","4,747.00",994.00,"4,759,899.60",88,2.10,20.00,0.21,2.01,-0.66,"1,002.52",945.73,"1,195.00",580.00
BARUN,37.71,425.20,425.20,414.00,414.00,415.38,"35,586.00",417.00,"14,781,548.20",208,-3.00,11.20,-0.72,2.71,-0.33,378.93,336.76,472.00,211.00
BBC,36.08,"5,660.00","5,824.00","5,625.00","5,629.00","5,648.56","1,243.00","5,739.00","7,021,159.00",42,-110.00,199.00,-1.92,3.54,-0.35,"4,829.19","4,490.99","7,247.00","3,525.00"
BEDC,27.92,723.50,750.00,705.60,742.50,725.70,"51,602.00",738.20,"37,447,700.50",326,4.30,44.40,0.58,6.29,2.26,528.56,481.30,819.60,317.50
BFC,34.87,660.00,680.00,637.00,637.00,650.91,"93,045.00",656.60,"60,563,850.20",649,-19.60,43.00,-2.99,6.75,-2.18,643.25,564.82,951.60,310.00
BGWT,46.84,"1,058.40","1,090.00","1,058.40","1,070.00","1,064.00","17,089.00","1,080.00","18,182,702.00",248,-10.00,31.60,-0.93,2.99,0.56,975.63,907.98,"1,361.70",548.00
BHDC,29.98,697.00,697.00,663.00,665.00,669.51,"21,831.00",684.00,"14,616,056.70",199,-19.00,34.00,-2.78,5.13,-0.68,634.40,599.63,829.70,426.00
BHL,22.73,355.00,369.20,355.00,358.00,359.75,"8,199.00",359.10,"2,949,568.90",96,-1.10,14.20,-0.31,4.00,-0.49,410.80,387.20,520.00,290.00
BHPL,45.46,890.00,960.30,870.30,960.30,927.63,"49,360.00",873.00,"45,787,703.40",444,87.30,90.00,10.00,10.34,3.40,727.05,674.49,960.30,435.20
BNHC,30.96,480.70,490.00,475.00,475.00,479.85,"14,064.00",490.00,"6,748,547.30",129,-15.00,15.00,-3.06,3.16,-1.02,542.02,546.70,742.00,380.30
BNL,30.02,"14,900.00","14,960.00","14,900.00","14,900.00","14,922.00",50.00,"15,080.00","746,100.00",5,-180.00,60.00,-1.19,0.40,-0.15,"16,932.77","16,463.73","23,765.60","6,360.20"
BNT,26.32,"13,250.00","13,250.00","13,200.00","13,200.00","13,230.00",25.00,"13,515.00","330,750.00",2,-315.00,50.00,-2.33,0.38,-0.23,"14,593.54","14,003.47","18,100.00","11,700.00"
BPCL,32.27,400.00,400.00,392.00,395.60,396.03,"9,603.00",400.00,"3,803,106.40",70,-4.40,8.00,-1.10,2.04,-0.11,421.14,378.92,536.50,284.40
C30MF,35.53,9.35,9.35,9.17,9.17,9.26,410.00,9.38,"3,797.50",3,-0.21,0.18,-2.24,1.96,-1.01,9.72,9.41,10.92,8.11
CBBL,38.39,850.00,857.00,845.00,849.00,849.53,"5,382.00",856.00,"4,572,171.40",104,-7.00,12.00,-0.82,1.42,-0.06,965.08,922.22,"1,155.00",800.00
CBLD88,35.11,"1,151.00","1,151.00","1,125.00","1,125.00","1,147.61","10,670.00","1,170.00","12,244,997.50",4,-45.00,26.00,-3.85,2.31,-2.01,"1,088.86","1,062.46","1,200.00",941.00
CCBD88,26.09,"1,132.00","1,132.00","1,132.00","1,132.00","1,136.62",33.00,"1,125.00","37,508.40",3,29.60,0.00,2.63,0.00,-0.41,"1,105.35","1,069.21","1,250.00",952.00
CFCL,40.75,607.00,615.00,590.00,595.00,599.82,"35,065.00",606.00,"21,032,516.40",266,-11.00,25.00,-1.82,4.24,-0.81,631.91,556.19,820.00,318.00
CGH,33.19,892.00,899.00,876.60,883.00,884.43,"30,472.00",892.00,"26,950,424.80",311,-9.00,22.40,-1.01,2.56,-0.16,985.15,930.94,"1,360.00",760.00
CHCL,43.01,500.00,513.10,500.00,501.40,511.12,"124,943.00",504.00,"63,861,207.10",179,-2.60,13.10,-0.52,2.62,-1.94,566.98,524.89,697.00,426.30
CHDC,33.61,"1,570.00","1,678.00","1,570.00","1,629.00","1,611.52","57,993.00","1,594.00","93,457,026.40",478,35.00,108.00,2.20,6.88,1.07,"1,666.67","1,404.52","2,370.00",627.00
CHL,43.89,420.00,428.00,407.70,415.90,413.58,"36,898.00",420.00,"15,260,298.20",219,-4.10,20.30,-0.98,4.98,0.56,374.80,355.78,447.00,270.00
