Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,982.00,"1,001.00",975.70,978.50,978.50,0.00,0.00,981.13,792.00,985.00,"777,057.00",27,-6.50,25.30,-0.66,2.59,-0.27,"1,054.32","1,078.27","1,284.90",950.00
ADBL,-,315.00,315.00,312.00,312.80,312.80,0.00,0.00,312.45,"22,061.00",314.50,"6,893,003.70",113,-1.70,3.00,-0.54,0.96,0.11,309.46,303.47,367.20,272.30
ADBLD83,-,"1,120.00","1,120.00","1,100.00","1,100.00","1,100.00",0.00,0.00,"1,110.00",200.00,"1,130.00","222,000.00",2,-30.00,20.00,-2.65,1.82,-0.91,"1,102.93","1,100.88","1,160.00","1,046.00"
AHL,-,619.00,619.00,593.50,603.00,603.00,0.00,0.00,596.54,"3,264.00",607.50,"1,947,103.50",54,-4.50,25.50,-0.74,4.30,1.07,637.13,678.38,891.00,577.40
AHPC,-,281.00,283.00,277.40,281.00,281.00,0.00,0.00,279.20,"61,261.00",281.00,"17,104,208.60",213,0.00,5.60,0.00,2.02,0.64,290.70,282.07,334.00,239.30
AKJCL,-,191.00,191.00,187.00,187.10,187.10,0.00,0.00,188.52,"17,456.00",188.10,"3,290,810.60",88,-1.00,4.00,-0.53,2.14,-0.76,203.83,204.87,233.50,172.90
AKPL,-,243.00,245.50,239.00,241.00,241.00,0.00,0.00,240.57,"40,773.00",243.00,"9,808,809.60",160,-2.00,6.50,-0.82,2.72,0.18,258.47,250.64,306.50,216.10
ALBSL,-,"1,018.30","1,040.00","1,018.00","1,038.90","1,038.90",0.00,0.00,"1,028.88","33,441.00","1,039.00","34,406,731.20",218,-0.10,22.00,-0.01,2.16,0.96,918.08,901.22,"1,080.00",771.00
ALICL,-,442.00,459.10,442.00,451.00,451.00,0.00,0.00,450.23,"55,285.00",451.00,"24,891,218.90",257,0.00,17.10,0.00,3.87,0.17,522.26,600.26,831.00,430.00
ANLB,-,"6,074.50","6,139.90","6,074.50","6,139.90","6,139.90",0.00,0.00,"6,086.73",41.00,"6,174.80","249,556.00",5,-34.90,65.40,-0.57,1.08,0.87,"5,778.73","5,556.09","6,800.00","4,673.00"
API,-,283.90,285.00,278.70,281.50,281.50,0.00,0.00,280.08,"71,908.00",282.00,"20,140,063.60",206,-0.50,6.30,-0.18,2.26,0.50,293.63,289.61,335.00,246.20
AVYAN,-,989.00,989.00,954.60,977.90,977.90,0.00,0.00,967.49,650.00,970.00,"628,867.50",34,7.90,34.40,0.81,3.60,1.06,"1,030.06","1,056.33","1,306.80",906.00
BANDIPUR,-,514.40,555.00,514.40,555.00,555.00,0.00,0.00,554.23,"2,360.00",504.60,"1,307,985.00",236,50.40,40.60,9.99,7.89,0.14,0.00,0.00,555.00,285.00
BARUN,-,349.00,372.00,341.90,344.90,344.90,0.00,0.00,350.51,"781,840.00",347.90,"274,044,421.30","1,872",-3.00,30.10,-0.86,8.80,-1.63,389.96,431.47,589.00,292.10
BBC,-,"4,994.00","4,994.00","4,857.00","4,914.60","4,914.60",0.00,0.00,"4,907.47",333.00,"4,898.00","1,634,186.50",27,16.60,137.00,0.34,2.82,0.15,"5,338.07","5,458.83","7,247.00","4,127.50"
