Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,029.00","1,067.40","1,001.10","1,045.00","1,045.00",0.00,0.00,"1,022.08","7,363.00","1,050.00","7,525,610.30",100,-5.00,66.30,-0.48,6.62,2.19,988.01,"1,020.47","1,240.00",900.00
ADBL,-,320.00,320.00,309.20,309.50,309.50,0.00,0.00,311.32,"53,170.00",316.00,"16,553,101.40",329,-6.50,10.80,-2.06,3.49,-0.59,307.47,309.49,344.90,272.30
AHL,-,505.00,505.00,490.00,493.00,493.00,0.00,0.00,494.28,"10,336.00",504.00,"5,108,861.00",130,-11.00,15.00,-2.18,3.06,-0.26,580.07,597.72,751.70,462.60
AHPC,-,298.00,298.00,284.00,285.00,285.00,0.00,0.00,289.01,"409,553.00",298.00,"118,363,572.10","1,396",-13.00,14.00,-4.36,4.93,-1.41,281.75,286.54,334.00,246.00
AKJCL,-,388.00,396.00,370.00,377.00,377.00,0.00,0.00,380.06,"1,114,099.00",395.50,"423,429,565.50","1,476",-18.50,26.00,-4.68,7.03,-0.81,251.21,237.72,431.80,172.90
AKPL,-,282.00,285.00,270.00,272.00,272.00,0.00,0.00,275.89,"449,822.00",285.00,"124,099,466.10","1,252",-13.00,15.00,-4.56,5.56,-1.43,257.79,261.13,317.00,221.20
ALBSL,-,"1,200.00","1,224.00","1,156.10","1,181.00","1,181.00",0.00,0.00,"1,174.76","43,866.00","1,224.00","51,531,871.20",316,-43.00,67.90,-3.51,5.87,0.53,"1,105.59","1,035.83","1,334.00",771.00
ALICL,-,467.00,472.00,458.00,467.90,467.90,0.00,0.00,464.44,"53,051.00",470.00,"24,639,161.20",247,-2.10,14.00,-0.45,3.06,0.74,469.23,480.29,779.00,430.00
ANLB,-,"6,381.00","6,474.90","6,303.00","6,316.00","6,316.00",0.00,0.00,"6,373.18",694.00,"6,381.00","4,422,988.20",35,-65.00,171.90,-1.02,2.73,-0.91,"6,219.23","6,031.76","6,800.00","4,995.00"
API,-,356.10,358.50,343.10,350.00,350.00,0.00,0.00,350.41,"1,304,796.00",358.10,"457,216,511.30","2,393",-8.10,15.40,-2.26,4.49,-0.12,297.41,298.08,368.90,258.80
AVYAN,-,"1,186.80","1,283.00","1,137.00","1,221.00","1,221.00",0.00,0.00,"1,194.02","23,730.00","1,211.00","28,334,029.50",291,10.00,146.00,0.83,12.84,2.21,999.65,"1,019.33","1,366.00",906.00
BANDIPUR,-,920.00,920.00,875.00,878.00,878.00,0.00,0.00,894.33,"75,225.00",922.10,"67,275,602.80","1,003",-44.10,45.00,-4.78,5.14,-1.86,0.00,0.00,"1,233.00",285.00
BARUN,-,361.00,362.00,345.00,346.10,346.10,0.00,0.00,351.51,"145,292.00",360.00,"51,071,430.50",761,-13.90,17.00,-3.86,4.93,-1.56,340.41,355.94,589.00,292.10
BBC,-,"5,100.00","5,197.00","4,850.00","4,886.00","4,886.00",0.00,0.00,"4,987.06",853.00,"5,100.00","4,253,961.00",54,-214.00,347.00,-4.20,7.15,-2.07,"4,893.63","5,085.56","6,661.60","4,480.00"
BEDC,-,500.00,515.00,488.10,493.10,493.10,0.00,0.00,493.74,"13,072.00",509.00,"6,454,224.90",123,-15.90,26.90,-3.12,5.51,-0.13,561.46,613.96,872.00,482.00
BFC,-,487.00,488.00,461.00,467.00,467.00,0.00,0.00,470.16,"23,278.00",480.00,"10,944,500.40",166,-13.00,27.00,-2.71,5.86,-0.68,472.15,482.55,594.90,411.50
BGWT,-,755.00,755.00,740.20,755.00,755.00,0.00,0.00,745.46,"5,326.00",751.20,"3,970,340.20",81,3.80,14.80,0.51,2.00,1.26,786.95,836.39,"1,110.00",730.70
BHCL,-,586.00,586.00,564.50,565.10,565.10,0.00,0.00,570.62,"37,302.00",586.00,"21,285,228.20",451,-20.90,21.50,-3.57,3.81,-0.98,518.82,0.00,699.00,292.10
BHDC,-,481.00,486.50,465.00,469.00,469.00,0.00,0.00,472.72,"51,469.00",485.50,"24,330,585.60",351,-16.50,21.50,-3.40,4.62,-0.79,503.99,514.94,706.00,426.00
BHL,-,231.00,232.00,217.10,218.00,218.00,0.00,0.00,223.62,"566,393.00",230.50,"126,657,117.00","1,961",-12.50,14.90,-5.42,6.86,-2.58,193.81,199.46,340.00,164.00
BHPL,-,567.00,570.00,550.00,558.00,558.00,0.00,0.00,559.20,"26,918.00",575.00,"15,052,540.30",214,-17.00,20.00,-2.96,3.64,-0.22,617.37,672.21,"1,308.40",503.10
BJHL,-,590.10,636.40,590.10,636.40,636.40,0.00,0.00,634.68,660.00,578.60,"418,888.00",66,57.80,46.30,9.99,7.85,0.27,0.00,0.00,636.40,270.10
BNHC,-,363.00,363.00,345.00,350.00,350.00,0.00,0.00,352.25,"15,310.00",365.00,"5,393,008.10",150,-15.00,18.00,-4.11,5.22,-0.64,442.14,467.87,613.80,313.10
BNL,-,"15,549.00","15,549.00","15,200.00","15,200.00","15,200.00",0.00,0.00,"15,349.67",30.00,"15,300.00","460,490.00",3,-100.00,349.00,-0.65,2.30,-0.98,"16,012.74","16,616.19","19,142.50","14,635.80"
BNT,-,"12,100.00","12,100.00","11,580.00","11,580.00","11,580.00",0.00,0.00,"11,884.54",256.00,"12,000.00","3,042,441.00",12,-420.00,520.00,-3.50,4.49,-2.63,"11,655.79","11,941.06","13,550.00","10,660.00"
BPCL,-,704.00,718.00,680.00,698.70,698.70,0.00,0.00,696.92,"123,208.00",718.00,"85,866,304.30",591,-19.30,38.00,-2.69,5.59,0.25,737.89,777.16,"1,065.00",393.00
BUNGAL,-,620.00,634.90,605.70,611.00,611.00,0.00,0.00,619.57,"19,951.00",626.00,"12,361,130.70",383,-15.00,29.20,-2.40,4.82,-1.40,0.00,0.00,822.00,302.40
C30MF,-,10.10,10.11,10.00,10.10,10.10,0.00,0.00,10.03,"305,915.00",10.17,"3,069,025.50",40,-0.07,0.11,-0.69,1.10,0.67,9.48,9.65,10.71,8.70
CBBL,-,933.00,943.00,916.50,920.00,920.00,0.00,0.00,926.38,"37,094.00",933.00,"34,363,133.30",454,-13.00,26.50,-1.39,2.89,-0.69,974.77,982.76,"1,144.80",822.00
CCBD88,-,"1,272.00","1,297.40","1,272.00","1,290.00","1,290.00",0.00,0.00,"1,291.93",300.00,"1,248.00","387,580.00",6,42.00,25.40,3.37,2.00,-0.15,"1,187.90","1,173.36","1,297.40","1,115.00"
CFCL,-,535.00,540.00,522.00,529.80,529.80,0.00,0.00,530.41,"29,560.00",541.90,"15,678,887.70",138,-12.10,18.00,-2.23,3.45,-0.11,509.78,515.77,651.00,445.10
CGH,-,840.00,856.00,816.10,820.10,820.10,0.00,0.00,826.20,"57,180.00",840.00,"47,241,950.50",428,-19.90,39.90,-2.37,4.89,-0.74,875.81,916.55,"1,150.00",800.20
CHCL,-,499.10,508.70,491.10,493.00,493.00,0.00,0.00,495.22,"52,270.00",507.40,"25,885,207.20",373,-14.40,17.60,-2.84,3.58,-0.45,487.91,504.65,599.60,456.00
CHDC,-,"2,500.00","2,500.00","2,394.00","2,398.00","2,398.00",0.00,0.00,"2,420.54","35,370.00","2,484.00","85,614,438.70",398,-86.00,106.00,-3.46,4.43,-0.94,"2,364.38","2,463.39","2,997.90","1,990.00"
CHL,-,300.20,302.00,287.00,290.00,290.00,0.00,0.00,292.60,"96,989.00",303.00,"28,379,153.80",352,-13.00,15.00,-4.29,5.23,-0.90,269.59,284.70,524.20,223.40
CIT,-,"1,824.00","1,824.00","1,780.00","1,800.00","1,800.00",0.00,0.00,"1,799.46","17,849.00","1,824.00","32,118,484.30",387,-24.00,44.00,-1.32,2.47,0.03,"1,828.18","1,867.11","2,168.00","1,730.80"
CITY,-,499.00,499.00,473.00,477.00,477.00,0.00,0.00,481.89,"35,261.00",491.00,"16,991,884.40",177,-14.00,26.00,-2.85,5.50,-1.02,513.31,612.77,998.40,461.00
CIZBD90,-,"1,250.00","1,250.00","1,250.00","1,250.00","1,250.00",0.00,0.00,"1,250.00",75.00,"1,250.00","93,750.00",2,0.00,0.00,0.00,0.00,0.00,"1,172.97","1,133.15","1,303.00","1,120.00"
CKHL,-,685.00,698.50,660.90,697.00,697.00,0.00,0.00,687.37,"6,180.00",698.00,"4,247,920.90",64,-1.00,37.60,-0.14,5.69,1.38,660.23,660.69,804.00,550.00
CLI,-,475.00,480.00,466.00,470.50,470.50,0.00,0.00,471.35,"33,633.00",479.90,"15,853,063.80",353,-9.40,14.00,-1.96,3.00,-0.18,472.96,475.30,540.00,411.00
CMF2,-,10.27,10.27,10.13,10.13,10.13,0.00,0.00,10.13,"14,350.00",10.47,"145,425.50",3,-0.34,0.14,-3.25,1.38,-0.04,9.61,9.67,10.86,8.64
CORBL,-,"1,938.00","1,938.00","1,794.00","1,830.70","1,830.70",0.00,0.00,"1,833.88","5,662.00","1,900.00","10,383,443.60",146,-69.30,144.00,-3.65,8.03,-0.17,"1,747.10","1,899.13","2,800.00","1,431.00"
