Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,626.00,628.00,616.20,618.90,619.77,"1,718.00",626.50,"1,064,760.40",43,-7.60,11.80,-1.21,1.91,-0.14,567.88,582.05,755.00,500.10
ADBL,-,233.00,235.90,230.00,230.60,230.74,"48,129.00",236.70,"11,105,439.70",209,-6.10,5.90,-2.58,2.57,-0.06,250.30,245.26,307.70,224.00
AHL,-,458.00,467.50,450.00,457.50,457.22,"11,769.00",467.10,"5,381,031.30",182,-9.60,17.50,-2.06,3.89,0.06,359.09,355.52,504.00,273.10
AHPC,-,197.10,200.00,191.10,193.00,194.32,"74,600.00",197.00,"14,496,309.20",457,-4.00,8.90,-2.03,4.66,-0.68,222.13,239.79,316.00,190.00
AKJCL,-,238.60,250.00,235.00,241.90,243.35,"254,376.00",234.00,"61,902,941.70","1,165",7.90,15.00,3.38,6.38,-0.60,178.63,186.72,250.00,141.30
AKPL,-,189.00,191.80,185.00,186.50,186.87,"110,647.00",189.00,"20,676,911.50",581,-2.50,6.80,-1.32,3.68,-0.20,184.19,228.95,422.00,152.40
ALBSL,-,670.00,725.10,657.10,710.50,668.99,"2,536.00",670.00,"1,696,551.30",123,40.50,68.00,6.04,10.35,5.84,684.72,704.08,"1,000.00",543.00
ALICL,-,680.00,680.00,664.00,664.60,668.75,"68,527.00",667.00,"45,827,517.20",469,-2.40,16.00,-0.36,2.41,-0.62,664.71,666.22,812.00,517.50
ANLB,-,"1,845.00","1,845.00","1,805.00","1,805.00","1,812.14",350.00,"1,845.00","634,250.00",26,-40.00,40.00,-2.17,2.22,-0.40,"1,869.67","1,907.42","2,651.00",403.80
API,-,195.20,197.00,189.00,190.00,191.12,"182,646.00",195.20,"34,906,782.30",875,-5.20,8.00,-2.66,4.23,-0.59,181.19,196.21,269.00,154.70
AVYAN,-,590.00,607.00,588.00,600.00,600.82,"3,346.00",598.00,"2,010,332.50",114,2.00,19.00,0.33,3.23,-0.14,623.19,638.75,807.80,549.00
