Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,035.00","1,070.00","1,030.00","1,039.22","1,037.00",2.22,0.00,"1,044.02","1,330.00","1,046.21","1,388,551.50",35,-6.99,40.00,-0.67,3.88,-0.46,"1,094.70","1,116.01","1,491.00",742.10
ADBL,-,280.40,282.80,280.00,282.06,282.00,0.06,0.00,281.76,"22,512.00",281.27,"6,342,921.20",167,0.79,2.80,0.28,1.00,0.11,314.51,332.57,428.40,226.10
ADBLD83,-,"1,111.00","1,111.00","1,111.00","1,100.00","1,111.00",-11.00,-0.01,"1,100.00",18.00,"1,111.00","19,800.00",4,-11.00,0.00,-0.99,0.00,0.00,"1,096.43","1,071.21","1,160.00","1,049.00"
AHL,-,700.00,718.00,700.00,703.81,703.00,0.81,0.00,707.35,"1,642.00",709.20,"1,161,475.00",37,-5.39,18.00,-0.76,2.57,-0.50,744.88,722.19,904.00,426.10
AHPC,-,290.00,298.00,281.40,284.36,282.40,1.96,0.01,291.47,"858,538.00",287.11,"250,242,011.20","2,115",-2.75,16.60,-0.96,5.90,-2.50,265.03,265.27,349.00,149.00
AKJCL,-,209.70,215.90,205.60,206.88,206.50,0.38,0.00,210.78,"325,469.00",205.67,"68,603,569.70",879,1.21,10.30,0.59,5.01,-1.89,206.59,209.20,274.90,150.90
AKPL,-,238.40,249.00,238.00,240.81,240.90,-0.09,0.00,243.53,"457,733.00",235.85,"111,471,304.50","1,269",4.96,11.00,2.10,4.62,-1.13,241.27,242.40,326.00,157.20
ALBSL,-,806.95,819.60,793.00,795.43,809.00,-13.57,-0.02,797.24,"7,554.00",806.95,"6,022,332.60",99,-11.52,26.60,-1.43,3.35,-0.23,877.63,940.73,"1,177.00",720.00
ALICL,-,730.00,732.00,721.00,721.60,721.10,0.50,0.00,724.47,"27,064.00",721.45,"19,607,136.40",108,0.15,11.00,0.02,1.53,-0.40,744.03,737.51,831.00,523.00
ANLB,-,"5,285.00","5,349.00","5,280.00","5,300.11","5,300.10",0.01,0.00,"5,298.58",908.00,"5,320.12","4,811,106.40",45,-20.01,69.00,-0.38,1.31,0.03,"5,134.74","4,736.09","6,735.00","1,910.00"
API,-,294.90,300.00,286.60,287.51,288.70,-1.19,0.00,293.68,"346,763.00",292.34,"101,838,746.00","1,022",-4.83,13.40,-1.65,4.68,-2.15,279.65,284.40,390.00,162.00
