Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,33.14,785.00,799.90,776.10,798.00,785.12,894.00,785.10,"701,894.20",28,12.90,23.80,1.64,3.07,1.61,911.06,"1,067.91","1,660.00",744.00
ADBL,26.78,320.00,323.00,318.00,321.00,319.78,"12,572.00",320.70,"4,020,241.30",184,0.30,5.00,0.09,1.57,0.38,343.20,369.38,560.00,298.00
ADLB,39.78,283.30,283.30,283.30,283.30,279.55,20.00,277.80,"5,590.90",4,5.50,0.00,1.98,0.00,1.33,-,-,283.30,256.80
AHPC,25.61,333.00,340.00,330.10,335.80,334.62,"66,312.00",333.00,"22,189,519.00",227,2.80,9.90,0.84,3.00,0.35,387.67,428.48,760.00,310.00
AKJCL,23.98,207.00,208.00,200.10,206.50,204.21,"39,328.00",204.00,"8,031,187.10",197,2.50,7.90,1.23,3.95,1.11,224.10,251.25,440.00,162.00
AKPL,25.30,439.00,447.00,433.10,443.00,439.64,"87,080.00",441.90,"38,283,477.20",444,1.10,13.90,0.25,3.21,0.76,450.68,480.21,695.60,369.20
ALBSL,31.52,"1,173.00","1,173.00","1,130.00","1,163.90","1,147.99","3,988.00","1,177.00","4,578,188.30",53,-13.10,43.00,-1.11,3.81,1.37,"1,272.21","1,353.91","1,901.00","1,130.00"
ALICL,30.94,564.00,568.00,547.80,556.00,556.94,"26,747.00",555.00,"14,896,474.00",175,1.00,20.20,0.18,3.69,-0.17,650.37,781.80,"1,423.00",484.00
API,27.90,246.00,260.00,242.00,252.00,248.91,"112,830.00",246.00,"28,084,078.10",513,6.00,18.00,2.44,7.44,1.23,283.82,357.25,578.00,217.60
BARUN,27.82,246.10,254.00,242.00,254.00,246.59,"7,188.00",251.10,"1,772,464.90",94,2.90,12.00,1.15,4.96,2.92,394.75,434.46,680.00,242.00
BBC,33.73,"3,439.80","3,439.80","3,361.40","3,370.00","3,372.93",525.00,"3,430.00","1,770,790.00",26,-60.00,78.40,-1.75,2.33,-0.09,"3,769.99","4,143.27","6,393.00","3,195.00"
BFC,26.85,372.00,372.50,363.00,370.00,367.10,"7,023.00",369.90,"2,578,144.40",88,0.10,9.50,0.03,2.62,0.78,392.19,422.42,615.00,298.00
BHDC,25.10,406.10,433.00,400.70,429.00,417.50,"5,130.00",414.00,"2,141,765.00",245,15.00,32.30,3.62,8.06,2.68,-,-,520.00,334.00
BHL,26.09,303.10,321.40,300.10,318.00,306.96,"11,402.00",307.50,"3,499,902.20",226,10.50,21.30,3.41,7.10,3.47,-,-,397.00,104.70
BNHC,27.21,385.90,409.00,378.30,406.90,391.30,"1,711.00",393.70,"669,507.00",57,13.20,30.70,3.35,8.12,3.83,440.03,-,744.00,246.70
BNT,31.23,"13,290.00","13,290.00","13,290.00","13,290.00","13,290.00",20.00,"13,200.00","265,800.00",1,90.00,0.00,0.68,0.00,0.00,"13,537.31","13,778.85","17,670.00","9,750.00"
BPCL,34.93,309.00,315.00,309.00,313.00,312.13,"7,496.00",314.00,"2,339,750.90",72,-1.00,6.00,-0.32,1.94,0.28,346.22,376.41,610.00,294.00
CBBL,28.44,"1,011.00","1,034.00","1,011.00","1,034.00","1,024.69","5,457.00","1,030.90","5,591,726.50",151,3.10,23.00,0.30,2.27,0.90,"1,058.47","1,140.95","1,912.50",882.00
CFCL,24.71,328.00,338.00,323.00,331.00,329.02,"15,147.00",325.00,"4,983,651.90",101,6.00,15.00,1.85,4.64,0.60,331.91,375.44,772.00,237.00
CGH,30.37,"1,001.10","1,019.90",995.00,"1,019.90","1,007.22","1,208.00","1,005.00","1,216,727.00",35,14.90,24.90,1.48,2.50,1.24,"1,139.05","1,228.24","1,737.00",900.20
CHCL,32.35,390.00,390.00,377.40,382.00,382.42,"42,280.00",383.00,"16,168,826.90",114,-1.00,12.60,-0.26,3.34,-0.11,419.78,449.73,668.00,347.90
CHDC,31.46,680.00,690.00,670.00,689.00,676.92,"10,395.00",681.00,"7,036,585.50",108,8.00,20.00,1.17,2.99,1.75,754.92,811.19,"1,247.00",630.00
CHL,25.30,233.00,240.80,229.00,238.00,234.33,"8,253.00",236.10,"1,933,915.50",71,1.90,11.80,0.80,5.15,1.54,301.97,357.63,663.00,207.00
CIT,34.36,"1,999.00","2,029.00","1,990.00","1,996.00","1,997.76","7,628.00","1,999.50","15,238,883.30",211,-3.50,39.00,-0.18,1.96,-0.09,"2,615.38","2,823.66","3,860.00","1,990.00"
CLBSL,42.72,888.40,888.40,860.00,883.00,874.72,"1,070.00",906.50,"935,954.00",27,-23.50,28.40,-2.59,3.30,0.94,841.99,909.01,"1,570.00",662.50
CMF1,35.43,7.94,8.00,7.94,8.00,7.99,600.00,8.10,"4,794.00",2,-0.10,0.06,-1.23,0.76,0.13,8.79,9.13,16.00,7.80
CORBL,28.91,295.00,305.00,286.70,293.00,296.81,"4,742.00",292.50,"1,407,493.00",49,0.50,18.30,0.17,6.38,-1.30,366.17,459.37,"1,151.00",211.30
CZBIL,31.58,196.00,198.00,194.20,196.00,195.93,"27,151.00",196.40,"5,319,761.00",179,-0.40,3.80,-0.20,1.96,0.03,224.57,244.90,420.00,194.00
DDBL,23.47,975.00,988.00,962.10,980.00,975.47,"2,015.00",980.00,"1,965,579.50",60,0.00,25.90,0.00,2.69,0.46,"1,018.96","1,085.55","1,857.10",876.00
