Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,523.00,551.40,523.00,535.00,532.46,322.00,530.00,"171,452.00",18,5.00,28.40,0.94,5.43,0.47,587.00,619.51,906.70,520.10
ADBL,-,252.00,253.90,249.00,251.00,250.57,"8,118.00",248.00,"2,034,157.90",89,3.00,4.90,1.21,1.97,0.17,244.23,255.76,355.80,224.00
AHL,-,321.00,333.50,318.50,322.00,323.50,"3,664.00",321.70,"1,185,320.00",74,0.30,15.00,0.09,4.71,-0.47,340.97,0.00,480.90,273.10
AHPC,-,214.00,217.90,210.30,211.20,212.98,"21,506.00",210.00,"4,580,352.40",83,1.20,7.60,0.57,3.61,-0.84,253.44,271.44,364.00,190.00
AKJCL,-,150.00,154.00,148.90,149.10,150.99,"13,071.00",148.10,"1,973,543.00",61,1.00,5.10,0.68,3.43,-1.27,187.96,202.04,262.00,144.10
AKPL,-,171.00,182.00,171.00,177.80,178.40,"53,258.00",168.80,"9,501,168.20",319,9.00,11.00,5.33,6.43,-0.34,273.37,317.16,460.90,152.40
ALBSL,-,650.00,666.00,641.00,660.00,654.19,"1,534.00",651.00,"1,003,532.90",62,9.00,25.00,1.38,3.90,0.88,722.73,767.19,"1,158.90",641.00
ALICL,-,627.00,638.00,620.00,627.00,626.50,"8,581.00",625.00,"5,376,038.30",95,2.00,18.00,0.32,2.90,0.08,661.84,657.47,812.00,428.00
ANLB,-,"1,850.00","1,886.50","1,850.00","1,866.00","1,869.71",200.00,"1,850.00","373,941.00",16,16.00,36.50,0.86,1.97,-0.20,0.00,0.00,"2,651.00",403.80
API,-,168.00,174.60,168.00,172.20,171.89,"42,181.00",167.50,"7,250,361.30",279,4.70,6.60,2.81,3.93,0.18,209.41,229.09,315.00,165.00
AVYAN,-,593.10,601.00,588.00,588.00,594.34,"1,315.00",581.50,"781,562.00",58,6.50,13.00,1.12,2.21,-1.08,654.11,657.57,963.00,549.00
BARUN,-,213.00,217.20,213.00,213.00,214.77,"3,622.00",212.00,"777,884.00",38,1.00,4.20,0.47,1.97,-0.83,238.47,247.40,300.00,190.30
BBC,-,"3,621.00","3,621.00","3,495.00","3,500.00","3,518.56",490.00,"3,550.00","1,724,093.00",27,-50.00,126.00,-1.41,3.61,-0.53,"3,587.45","3,496.61","4,539.00","3,050.00"
BEDC,-,203.50,217.00,203.50,208.00,209.06,"5,415.00",205.00,"1,132,039.00",138,3.00,13.50,1.46,6.63,-0.51,0.00,0.00,326.30,170.00
BFC,-,298.00,306.00,295.00,299.80,298.86,"6,120.00",295.30,"1,829,025.00",47,4.50,11.00,1.52,3.73,0.31,318.26,323.66,406.00,287.00
BGWT,-,362.00,387.00,356.00,360.10,363.17,"24,008.00",362.50,"8,718,952.20","1,407",-2.40,31.00,-0.66,8.71,-0.85,0.00,0.00,436.90,356.00
BHDC,-,337.00,343.00,315.00,340.00,329.12,"1,542.00",331.30,"507,505.00",88,8.70,28.00,2.63,8.89,3.20,366.87,384.79,468.90,286.50
BHL,-,203.00,214.00,203.00,210.00,208.90,"4,460.00",207.00,"931,707.50",87,3.00,11.00,1.45,5.42,0.52,259.11,284.80,394.70,192.70
BHPL,-,437.50,445.00,420.00,428.00,432.73,"6,336.00",429.00,"2,741,770.20",64,-1.00,25.00,-0.23,5.95,-1.10,447.55,474.76,677.20,194.30
BNHC,-,329.80,334.90,320.00,327.00,325.56,"2,853.00",325.00,"928,822.70",41,2.00,14.90,0.62,4.66,0.44,344.97,372.07,484.70,270.10
BNT,-,"13,100.00","13,100.00","12,951.00","12,951.00","13,001.08",130.00,"13,000.00","1,690,140.00",7,-49.00,149.00,-0.38,1.15,-0.39,"13,125.36","13,094.32","16,200.00","11,152.00"
BOKD86,-,783.00,783.00,783.00,783.00,783.00,25.00,772.00,"19,575.00",1,11.00,0.00,1.42,0.00,0.00,777.91,0.00,859.40,738.50
BPCL,-,294.40,301.90,294.40,296.30,298.10,"3,066.00",294.50,"913,987.70",42,1.80,7.50,0.61,2.55,-0.61,318.28,319.57,368.50,290.10
BPW,-,889.60,907.00,885.00,885.00,895.08,111.00,872.20,"99,354.00",7,12.80,22.00,1.47,2.49,-1.14,0.00,0.00,"1,710.00",233.10
C30MF,-,7.97,8.00,7.97,7.97,7.98,400.00,7.90,"3,191.00",4,0.07,0.03,0.89,0.38,-0.09,0.00,0.00,10.00,7.83
CBBL,-,921.00,921.00,907.00,917.00,913.74,"4,292.00",903.00,"3,921,770.30",110,14.00,14.00,1.55,1.54,0.36,918.17,941.70,"1,303.00",727.00
CBLD88,-,915.00,915.00,915.00,915.00,915.00,50.00,908.80,"45,750.00",1,6.20,0.00,0.68,0.00,0.00,884.12,875.55,"1,024.00",813.00
CFCL,-,314.10,326.00,311.00,312.00,314.98,"7,297.00",308.00,"2,298,400.60",61,4.00,15.00,1.30,4.82,-0.95,334.43,331.15,423.00,275.50
CGH,-,"1,075.00","1,075.00","1,050.00","1,066.00","1,059.66","1,863.00","1,054.00","1,974,139.00",60,12.00,25.00,1.14,2.38,0.60,"1,214.25","1,214.90","1,520.00",945.00
CHCL,-,475.00,475.00,465.00,472.00,469.86,"5,650.00",469.00,"2,654,686.30",61,3.00,10.00,0.64,2.15,0.45,505.79,492.34,594.00,350.10
CHDC,-,933.10,967.00,930.00,950.00,939.97,"3,265.00",940.00,"3,069,000.00",97,10.00,37.00,1.06,3.98,1.06,907.25,852.23,"1,103.00",590.00
CHL,-,207.00,215.00,203.20,206.00,207.34,"2,536.00",203.00,"525,809.50",25,3.00,11.80,1.48,5.81,-0.65,258.24,279.41,370.00,193.10
CIT,-,"1,869.00","1,925.00","1,864.00","1,865.00","1,871.40","5,290.00","1,852.30","9,899,679.60",196,12.70,61.00,0.69,3.27,-0.34,"2,121.20","2,097.22","2,704.00","1,790.00"
CITY,-,553.20,574.30,540.40,549.00,555.39,"11,098.00",563.80,"6,163,769.10",155,-14.80,33.90,-2.63,6.27,-1.16,0.00,0.00,782.50,111.10
CLI,-,395.00,407.00,394.20,399.00,397.77,"41,125.00",393.10,"16,358,464.30","2,950",5.90,12.80,1.50,3.25,0.31,0.00,0.00,508.00,390.60
CMF1,-,8.25,8.25,8.25,8.25,8.25,125.00,8.15,"1,031.25",1,0.10,0.00,1.23,0.00,0.00,7.94,8.00,9.40,6.75
CMF2,-,7.00,7.11,7.00,7.11,7.02,"1,200.00",7.12,"8,422.00",2,-0.01,0.11,-0.14,1.57,1.29,8.22,8.18,10.39,6.92
CORBL,-,316.00,333.90,312.50,316.00,315.59,770.00,315.00,"243,007.00",15,1.00,21.40,0.32,6.85,0.13,320.20,317.81,400.00,250.00
CYCL,-,"1,020.00","1,024.00","1,000.00","1,015.20","1,015.57","1,499.00","1,004.00","1,522,340.60",65,11.20,24.00,1.12,2.40,-0.04,"1,481.18",0.00,"2,734.80",979.00
CZBIL,-,174.00,177.00,170.60,177.00,172.64,"34,012.00",172.00,"5,871,938.10",168,5.00,6.40,2.91,3.75,2.46,178.45,180.84,224.00,165.00
DDBL,-,730.40,730.40,710.00,710.00,718.84,"2,766.00",716.10,"1,988,316.30",54,-6.10,20.40,-0.85,2.87,-1.25,732.68,756.25,"1,178.00",606.70
DHPL,-,144.50,148.50,142.20,144.00,144.17,"10,339.00",142.00,"1,490,540.50",77,2.00,6.30,1.41,4.43,-0.12,179.28,196.23,262.00,135.40
DLBS,-,595.00,606.90,583.70,600.00,600.98,393.00,595.00,"236,186.80",22,5.00,23.20,0.84,3.97,-0.16,716.06,810.67,"1,662.00",177.70
DOLTI,-,207.00,215.30,202.90,203.00,204.62,"7,926.00",205.00,"1,621,807.20",132,-2.00,12.40,-0.98,6.11,-0.80,0.00,0.00,311.00,177.40
DORDI,-,205.00,210.00,205.00,209.00,207.59,"1,725.00",206.30,"358,089.00",98,2.70,5.00,1.31,2.44,0.68,245.47,266.29,351.90,191.60
EBL,-,450.00,459.50,450.00,459.00,456.41,"23,533.00",453.00,"10,740,631.80",132,6.00,9.50,1.32,2.11,0.56,561.11,543.77,633.00,421.50
EBLD86,-,800.00,800.00,800.00,800.00,800.00,25.00,800.00,"20,000.00",1,0.00,0.00,0.00,0.00,0.00,785.50,0.00,855.00,725.00
EDBL,-,318.00,318.00,310.00,310.00,313.55,"6,542.00",313.20,"2,051,213.60",38,-3.20,8.00,-1.02,2.58,-1.14,309.13,315.70,396.00,266.40
EHPL,-,336.60,343.00,320.00,328.00,332.68,"3,675.00",330.00,"1,222,607.50",50,-2.00,23.00,-0.61,7.19,-1.43,338.70,373.48,508.00,216.00
