Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,222.10","1,309.60","1,210.30","1,284.00","1,249.52","19,338.00","1,247.00","24,163,194.50",351,37.00,99.30,2.97,8.20,2.69,876.58,770.68,"1,491.00",500.10
ADBL,-,384.50,384.50,362.00,377.00,370.82,"230,971.00",377.00,"85,649,042.00","1,122",0.00,22.50,0.00,6.22,1.64,255.31,252.41,400.00,223.00
ADBLD83,-,"1,080.00","1,081.00","1,080.00","1,081.00","1,080.65",155.00,"1,080.00","167,500.00",3,1.00,1.00,0.09,0.09,0.03,"1,038.64","1,014.40","1,138.50",941.00
AHL,-,862.40,904.00,792.00,792.00,797.53,"104,377.00",880.00,"83,244,083.70",877,-88.00,112.00,-10.00,14.14,-0.70,481.44,442.61,904.00,273.10
AHPC,-,219.00,222.90,212.00,220.00,219.03,"660,235.00",216.50,"144,607,994.70","1,762",3.50,10.90,1.62,5.14,0.44,175.86,194.17,304.00,149.00
AKJCL,-,200.00,203.00,197.10,200.00,199.62,"183,372.00",201.00,"36,604,199.90",686,-1.00,5.90,-0.50,2.99,0.19,214.08,202.86,250.00,141.30
AKPL,-,219.90,220.00,210.00,218.70,215.59,"359,881.00",217.00,"77,585,840.80","1,318",1.70,10.00,0.78,4.76,1.42,177.61,178.47,229.50,152.40
ALBSL,-,"1,070.00","1,113.00","1,060.00","1,082.00","1,073.49","23,125.00","1,066.00","24,824,477.30",332,16.00,53.00,1.50,5.00,0.79,843.41,784.42,"1,175.00",543.00
ALICL,-,710.50,727.00,701.70,727.00,712.86,"115,476.00",725.00,"82,318,778.10",614,2.00,25.30,0.28,3.61,1.94,594.96,612.85,754.00,523.00
ANLB,-,"2,950.00","3,000.00","2,855.00","2,987.00","2,906.91","2,776.00","2,909.00","8,069,575.60",96,78.00,145.00,2.68,5.08,2.68,"2,191.20","2,045.97","3,077.00","1,550.00"
API,-,243.20,247.00,231.00,241.00,239.21,"819,035.00",238.50,"195,925,012.40","2,216",2.50,16.00,1.05,6.93,0.74,182.36,181.04,247.00,154.70
AVYAN,-,"1,071.00","1,105.00","1,065.00","1,100.00","1,085.86","13,182.00","1,070.00","14,313,808.50",265,30.00,40.00,2.80,3.76,1.29,791.65,729.58,"1,195.00",550.00
BARUN,-,360.00,397.10,360.00,397.10,380.94,"515,725.00",361.00,"196,458,851.60","1,617",36.10,37.10,10.00,10.31,4.07,266.76,253.76,397.10,191.10
BBC,-,"4,537.90","4,620.00","4,411.00","4,517.20","4,542.71",844.00,"4,449.00","3,834,045.50",34,68.20,209.00,1.53,4.74,-0.56,"3,886.12","3,835.79","4,845.00","3,405.50"
BEDC,-,484.00,494.00,476.00,487.90,484.08,"33,257.00",484.00,"16,098,974.90",436,3.90,18.00,0.81,3.78,0.78,387.83,346.19,504.00,170.00
BFC,-,522.40,570.00,522.40,560.00,552.56,"148,743.00",529.00,"82,190,112.80",938,31.00,47.60,5.86,9.11,1.33,401.19,371.35,570.00,284.00
BGWT,-,970.00,973.00,948.00,959.00,955.84,"21,494.00",965.00,"20,544,910.80",284,-6.00,25.00,-0.62,2.64,0.33,745.76,655.84,"1,361.70",352.00
BHDC,-,577.00,599.70,577.00,598.00,592.28,"22,319.00",588.00,"13,219,023.40",268,10.00,22.70,1.70,3.93,0.96,521.30,477.36,643.60,286.50
BHL,-,416.00,451.80,407.70,425.00,425.93,"85,984.00",416.50,"36,623,210.60",487,8.50,44.10,2.04,10.82,-0.22,352.26,318.24,465.70,192.70
BHPL,-,732.00,750.00,696.80,713.00,720.97,"24,164.00",729.00,"17,421,570.60",273,-16.00,53.20,-2.19,7.63,-1.12,558.02,516.58,767.00,304.10
