Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,113.27","1,135.00","1,101.00","1,126.37","1,135.00",-8.63,-0.01,"1,115.87","3,985.00","1,113.27","4,446,757.20",97,13.10,34.00,1.18,3.09,0.93,"1,089.57","1,080.21","1,479.00",965.00
ADBL,-,331.00,335.00,325.40,332.11,334.90,-2.79,-0.01,330.55,"104,403.00",330.22,"34,510,759.50",473,1.89,9.60,0.57,2.95,0.47,292.31,309.63,428.40,272.30
ADBLD83,-,"1,160.00","1,160.00","1,090.00","1,110.00","1,110.00",0.00,0.00,"1,109.66","1,384.00","1,160.00","1,535,773.20",13,-50.00,70.00,-4.31,6.42,0.03,"1,103.16","1,088.38","1,160.00","1,046.00"
AHL,-,669.10,669.10,639.00,643.56,648.00,-4.44,-0.01,648.19,"10,975.00",656.05,"7,113,835.30",124,-12.49,30.10,-1.90,4.71,-0.72,710.50,711.54,904.00,545.20
AHPC,-,299.90,303.00,291.10,299.45,299.00,0.45,0.00,298.61,"269,524.00",299.22,"80,483,042.00",778,0.23,11.90,0.08,4.09,0.28,276.16,273.67,349.00,197.00
AKJCL,-,216.00,217.60,212.50,215.16,215.90,-0.74,0.00,214.86,"280,927.00",214.16,"60,359,191.10",742,1.00,5.10,0.47,2.40,0.14,207.49,207.76,274.90,187.20
AKPL,-,265.00,270.00,261.00,264.89,265.10,-0.21,0.00,265.64,"261,359.00",265.02,"69,428,227.60",756,-0.13,9.00,-0.05,3.45,-0.28,246.19,247.34,326.00,196.20
ALBSL,-,900.00,920.00,886.10,908.50,915.00,-6.50,-0.01,902.20,"15,050.00",903.49,"13,578,073.60",201,5.01,33.90,0.55,3.83,0.69,845.68,864.32,"1,177.00",771.00
ALICL,-,518.50,523.00,515.00,519.91,522.00,-2.09,0.00,519.19,"67,185.00",518.30,"34,881,992.20",294,1.61,8.00,0.31,1.55,0.14,674.10,692.88,831.00,484.80
ANLB,-,"5,431.20","5,649.00","5,220.00","5,600.29","5,627.00",-26.71,0.00,"5,333.38","8,555.00","5,540.30","45,627,076.80",71,59.99,429.00,1.08,8.22,4.77,"5,268.84","5,225.62","6,735.00","2,616.70"
API,-,303.33,307.00,300.00,302.99,303.00,-0.01,0.00,302.67,"225,064.00",303.33,"68,119,524.50",774,-0.34,7.00,-0.11,2.33,0.11,287.91,285.72,390.00,207.00
AVYAN,-,"1,120.00","1,186.00","1,100.00","1,182.54","1,185.00",-2.46,0.00,"1,133.23","18,422.00","1,140.67","20,876,303.40",171,41.87,86.00,3.67,7.82,4.17,"1,068.78","1,051.25","1,306.80",832.00
BARUN,-,413.00,419.00,401.80,404.61,405.00,-0.39,0.00,407.48,"186,381.00",413.07,"75,945,771.90",847,-8.46,17.20,-2.05,4.28,-0.71,479.02,455.70,589.00,296.10
BBC,-,"5,529.90","5,529.90","5,400.10","5,461.33","5,485.00",-23.67,0.00,"5,453.96",634.00,"5,442.70","3,457,808.00",39,18.63,129.80,0.34,2.40,0.14,"5,637.93","5,512.51","7,247.00","4,010.00"
BEDC,-,720.00,770.00,720.00,765.10,765.00,0.10,0.00,748.05,"72,353.00",719.52,"54,123,511.20",631,45.58,50.00,6.33,6.94,2.23,761.76,707.08,"1,080.00",417.10
BFC,-,520.00,526.40,512.00,519.66,524.90,-5.24,-0.01,519.97,"44,354.00",516.10,"23,062,769.40",299,3.56,14.40,0.69,2.81,-0.06,545.75,599.49,951.60,456.00
BGWT,-,947.00,970.00,944.20,954.26,956.00,-1.74,0.00,954.08,"8,397.00",963.44,"8,011,414.30",116,-9.18,25.80,-0.95,2.73,0.02,"1,013.94","1,005.43","1,241.00",857.60
BHDC,-,569.00,600.00,555.20,568.02,566.00,2.02,0.00,577.62,"322,181.00",557.93,"186,099,190.40","1,527",10.09,44.80,1.81,8.07,-1.69,568.38,594.66,829.70,426.00
BHL,-,220.00,220.90,216.20,218.63,219.00,-0.37,0.00,218.78,"200,063.00",219.50,"43,770,592.60",978,-0.87,4.70,-0.40,2.17,-0.07,277.55,315.01,520.00,202.20
BHPL,-,875.00,904.00,853.00,868.24,876.90,-8.66,-0.01,876.08,"14,182.00",878.16,"12,424,560.50",212,-9.92,51.00,-1.13,5.98,-0.90,970.50,906.85,"1,308.40",648.00
BNHC,-,527.10,540.00,526.00,532.28,533.00,-0.72,0.00,533.34,"41,917.00",526.39,"22,356,215.90",309,5.89,14.00,1.12,2.66,-0.20,520.20,511.70,689.80,440.00
BNT,-,"12,855.50","12,949.00","12,700.00","12,800.00","12,800.00",0.00,0.00,"12,792.75",193.00,"12,855.50","2,469,000.40",19,-55.50,249.00,-0.43,1.96,0.06,"12,950.76","13,359.44","18,100.00","12,050.00"
BOKD86,-,"1,030.00","1,030.00","1,026.00","1,026.00","1,026.00",0.00,0.00,"1,028.00",50.00,"1,048.00","51,400.00",2,-22.00,4.00,-2.10,0.39,-0.19,"1,039.03","1,020.19","1,095.00",950.00
BPCL,-,960.00,973.90,940.80,951.37,956.00,-4.63,0.00,955.42,"594,489.00",957.99,"567,987,062.40","1,682",-6.62,33.10,-0.69,3.52,-0.43,538.78,502.50,995.00,325.00
C30MF,-,10.01,10.20,10.01,10.08,10.08,0.00,0.00,10.20,"500,500.00",10.09,"5,105,012.00",11,-0.01,0.19,-0.10,1.90,-1.19,9.40,9.46,10.92,8.65
CBBL,-,"1,065.00","1,080.00","1,045.20","1,077.40","1,079.00",-1.60,0.00,"1,067.40","101,041.00","1,065.60","107,850,926.20",795,11.80,34.80,1.11,3.33,0.93,881.45,900.20,"1,155.00",821.50
CFCL,-,562.00,562.00,542.20,554.49,555.00,-0.51,0.00,552.44,"36,931.00",551.05,"20,402,165.20",182,3.44,19.80,0.62,3.65,0.37,560.66,588.76,820.00,457.70
CGH,-,"1,014.90","1,065.00","1,001.10","1,061.48","1,062.00",-0.52,0.00,"1,046.44","275,925.00","1,015.06","288,738,314.70","1,647",46.42,63.90,4.57,6.38,1.42,904.32,912.28,"1,360.00",842.10
CHCL,-,544.00,550.00,540.00,546.26,547.50,-1.24,0.00,545.51,"113,277.00",544.03,"61,793,550.30",526,2.23,10.00,0.41,1.85,0.14,513.18,530.28,697.00,469.70
CHDC,-,"2,790.00","2,865.00","2,772.00","2,823.66","2,850.00",-26.34,-0.01,"2,821.53","36,826.00","2,782.53","103,905,513.70",562,41.13,93.00,1.48,3.35,0.08,"2,411.84","2,161.01","2,869.00","1,325.00"
CHL,-,332.00,340.00,326.00,334.08,335.80,-1.72,-0.01,334.30,"33,066.00",331.66,"11,053,852.30",220,2.42,14.00,0.73,4.29,-0.06,427.59,415.15,599.70,276.00
CIT,-,"2,019.00","2,019.00","1,980.00","1,992.70","1,996.00",-3.30,0.00,"1,992.60","24,967.00","2,000.59","49,749,296.90",398,-7.89,39.00,-0.39,1.97,0.00,"1,951.74","2,018.30","2,700.00","1,869.00"
CITY,-,990.00,990.00,945.00,954.91,965.00,-10.09,-0.01,962.72,"84,338.00",984.81,"81,193,581.50","1,116",-29.90,45.00,-3.04,4.76,-0.82,869.97,876.22,"1,168.50",732.90
CIZBD86,-,"1,165.00","1,165.00","1,155.20","1,155.20","1,155.20",0.00,0.00,"1,159.40",35.00,"1,178.70","40,579.00",2,-23.50,9.80,-1.99,0.85,-0.36,0.00,0.00,"1,178.70","1,030.20"
CIZBD90,-,"1,184.00","1,184.00","1,184.00","1,184.00","1,184.00",0.00,0.00,"1,184.00",15.00,"1,162.00","17,760.00",1,22.00,0.00,1.89,0.00,0.00,"1,109.76",0.00,"1,207.00","1,000.10"
CKHL,-,716.00,723.10,701.20,708.53,713.00,-4.47,-0.01,710.17,"11,526.00",729.06,"8,185,414.60",145,-20.53,21.90,-2.82,3.12,-0.23,717.55,713.00,910.00,590.00
CLI,-,495.00,503.50,490.00,499.53,499.50,0.03,0.00,498.13,"59,830.00",495.92,"29,802,948.50",723,3.61,13.50,0.73,2.76,0.28,554.07,595.43,774.90,448.20
CMF2,-,9.85,10.00,9.85,9.88,9.88,0.00,0.00,9.99,"4,000.00",10.03,"39,958.00",8,-0.15,0.15,-1.50,1.52,-1.11,9.50,9.53,10.86,9.00
CORBL,-,"2,305.00","2,361.30","2,115.60","2,116.55","2,115.60",0.95,0.00,"2,158.50","31,344.00","2,350.61","67,655,915.90",616,-234.06,245.70,-9.96,11.61,-1.98,"2,164.73","1,896.05","2,842.30",596.00
CREST,-,"1,475.00","1,485.00","1,440.00","1,480.65","1,485.00",-4.35,0.00,"1,465.72","27,858.00","1,473.71","40,831,889.40",783,6.94,45.00,0.47,3.13,1.01,0.00,0.00,"2,458.20",302.50
CYCL,-,"1,772.80","1,914.00","1,750.00","1,840.49","1,862.00",-21.51,-0.01,"1,813.35","5,785.00","1,808.90","10,490,231.00",170,31.59,164.00,1.75,9.37,1.47,"1,659.23","1,650.67","1,958.00","1,448.00"
CZBIL,-,227.00,232.50,225.50,229.89,232.00,-2.11,-0.01,229.70,"357,351.00",227.85,"82,081,930.40",481,2.04,7.00,0.90,3.10,0.08,210.31,216.41,296.00,196.00
DDBL,-,919.00,946.60,907.00,942.32,946.60,-4.28,0.00,930.87,"54,060.00",919.02,"50,322,636.30",391,23.30,39.60,2.54,4.37,1.22,802.26,828.67,"1,099.00",759.00
DHPL,-,333.00,341.60,327.40,332.48,334.00,-1.52,0.00,333.27,"55,012.00",336.69,"18,333,984.30",264,-4.21,14.20,-1.25,4.34,-0.24,351.77,328.87,427.20,213.10
DLBS,-,"1,505.00","1,565.00","1,505.00","1,554.24","1,565.00",-10.76,-0.01,"1,537.53","2,015.00","1,530.40","3,098,131.00",69,23.84,60.00,1.56,3.99,1.07,"1,584.34","1,580.48","2,250.00","1,200.10"
DOLTI,-,627.00,627.00,600.00,608.47,616.40,-7.93,-0.01,608.13,"21,239.00",615.42,"12,916,133.90",209,-6.95,27.00,-1.13,4.50,0.06,658.51,652.37,"1,017.00",450.00
DORDI,-,320.00,325.00,314.10,316.70,319.00,-2.30,-0.01,318.17,"134,259.00",320.46,"42,717,614.20",699,-3.76,10.90,-1.17,3.47,-0.47,424.15,452.24,696.00,300.10
EBL,-,722.00,750.00,722.00,745.19,750.00,-4.81,-0.01,740.53,"283,558.00",735.33,"209,983,681.00",690,9.86,28.00,1.34,3.88,0.63,628.53,618.38,790.00,567.00
EBLD91,-,"1,010.00","1,010.00","1,004.00","1,006.10","1,006.10",0.00,0.00,"1,006.61",350.00,"1,005.50","352,312.50",8,0.60,6.00,0.06,0.60,-0.05,0.00,0.00,"1,050.00",996.00
EDBL,-,641.00,671.00,641.00,659.10,660.20,-1.10,0.00,662.06,"82,225.00",648.55,"54,438,232.00",378,10.55,30.00,1.63,4.68,-0.45,634.15,637.38,838.20,481.00
EHPL,-,635.20,669.00,622.70,654.76,659.00,-4.24,-0.01,639.27,"14,635.00",648.03,"9,355,653.60",221,6.73,46.30,1.04,7.44,2.37,683.93,720.04,997.00,530.30
ENL,-,"1,170.00","1,180.00","1,126.00","1,155.49","1,169.00",-13.51,-0.01,"1,147.97","6,919.00","1,167.72","7,942,828.00",84,-12.23,54.00,-1.05,4.80,0.65,"1,158.68","1,173.68","1,453.50","1,022.10"
FMDBL,-,872.00,958.00,870.00,951.14,957.00,-5.86,-0.01,917.96,"563,412.00",872.65,"517,191,161.30","2,302",78.49,88.00,8.99,10.11,3.49,767.18,768.99,"1,004.00",687.00
FOWAD,-,"1,273.00","1,285.00","1,255.00","1,269.61","1,275.00",-5.39,0.00,"1,269.13","6,040.00","1,273.74","7,665,565.10",153,-4.13,30.00,-0.32,2.39,0.04,"1,177.36","1,244.46","1,739.00","1,059.30"
GBBD85,-,"1,073.60","1,073.60","1,053.00","1,053.00","1,053.00",0.00,0.00,"1,060.55",150.00,"1,095.50","159,083.00",5,-42.50,20.60,-3.88,1.96,-0.72,"1,051.39","1,043.18","1,110.00",945.00
GBBL,-,441.00,465.00,431.50,455.63,456.10,-0.47,0.00,452.91,"442,561.00",440.23,"200,441,398.50","1,044",15.40,33.50,3.50,7.76,0.60,398.65,410.61,531.40,378.70
GBILD84/85,-,"1,141.00","1,141.00","1,141.00","1,141.00","1,141.00",0.00,0.00,"1,141.00",25.00,"1,150.00","28,525.00",1,-9.00,0.00,-0.78,0.00,0.00,"1,163.14",0.00,"1,220.00","1,104.00"
GBIME,-,258.00,263.00,255.30,259.94,261.00,-1.06,0.00,259.85,"290,575.00",257.90,"75,506,681.80",911,2.04,7.70,0.79,3.02,0.03,227.68,231.47,302.00,210.70
GBLBS,-,869.80,882.00,851.00,878.08,880.30,-2.22,0.00,869.97,"21,973.00",853.36,"19,115,818.60",209,24.72,31.00,2.90,3.64,0.92,827.68,813.91,987.00,667.10
GCIL,-,515.00,529.90,515.00,525.49,526.50,-1.01,0.00,520.77,"73,537.00",519.36,"38,296,153.10",644,6.13,14.90,1.18,2.89,0.90,518.27,510.07,668.00,465.20
GFCL,-,709.00,717.50,705.10,706.93,707.20,-0.27,0.00,710.76,"58,833.00",710.50,"41,816,372.70",355,-3.57,12.40,-0.50,1.76,-0.54,676.65,758.30,"1,353.00",591.50
GHL,-,262.00,273.00,262.00,264.89,265.90,-1.01,0.00,266.47,"258,615.00",265.77,"68,913,024.90",789,-0.88,11.00,-0.33,4.20,-0.60,256.06,243.38,318.00,177.30
GIBF1,-,10.95,11.15,10.95,11.14,11.15,-0.01,0.00,11.13,"37,410.00",10.98,"416,241.20",29,0.16,0.20,1.46,1.83,0.12,10.20,10.08,11.15,8.73
GILB,-,"1,356.00","1,365.00","1,342.00","1,357.75","1,364.90",-7.15,-0.01,"1,348.77","11,954.00","1,356.12","16,123,245.30",138,1.63,23.00,0.12,1.71,0.66,"1,272.57","1,267.07","1,549.00","1,118.20"
GLBSL,-,"2,330.00","2,416.00","2,330.00","2,355.06","2,363.00",-7.94,0.00,"2,366.96","9,109.00","2,284.35","21,560,669.50",288,70.71,86.00,3.10,3.69,-0.51,"2,646.18","2,501.58","3,486.00","1,560.00"
