Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,675.00,690.10,675.00,677.10,684.70,"5,640.00",688.50,"3,861,729.40",100,-11.40,15.10,-1.66,2.24,-1.12,573.27,588.85,716.30,500.10
ADBL,-,233.00,235.00,230.00,235.00,233.35,"26,682.00",233.50,"6,226,215.10",189,1.50,5.00,0.64,2.17,0.70,245.74,245.30,275.00,223.00
ADBLD83,-,"1,020.00","1,020.00","1,010.00","1,010.00","1,013.12",500.00,"1,020.00","506,560.00",8,-10.00,10.00,-0.98,0.99,-0.31,986.01,985.50,"1,144.00",892.20
AHL,-,433.80,452.00,410.10,435.00,437.56,"2,850.00",442.50,"1,247,057.80",73,-7.50,41.90,-1.69,10.22,-0.59,377.79,364.70,504.00,273.10
AHPC,-,187.60,189.90,182.80,183.00,185.18,"59,599.00",187.50,"11,036,631.60",283,-4.50,7.10,-2.40,3.88,-1.19,217.36,230.17,316.00,176.00
AKJCL,-,228.00,228.00,221.60,222.00,224.28,"32,056.00",227.80,"7,189,398.30",173,-5.80,6.40,-2.55,2.89,-1.03,187.37,188.23,250.00,141.30
AKPL,-,189.00,189.00,185.00,185.20,186.60,"92,452.00",186.20,"17,251,503.60",310,-1.00,4.00,-0.54,2.16,-0.76,182.29,211.23,417.00,152.40
ALBSL,-,678.10,688.00,667.00,685.00,682.55,"4,192.00",690.90,"2,861,264.00",111,-5.90,21.00,-0.85,3.15,0.36,675.37,701.74,903.10,543.00
ALICL,-,585.00,591.00,580.00,580.00,584.29,"20,418.00",591.90,"11,930,083.00",166,-11.90,11.00,-2.01,1.90,-0.74,646.98,667.51,812.00,517.50
ANLB,-,"2,196.90","2,244.00","2,183.00","2,237.90","2,207.80","8,575.00","2,163.40","18,931,920.00",145,74.50,61.00,3.44,2.79,1.34,"1,852.69","1,979.33","2,651.00",403.80
API,-,188.50,192.20,186.00,186.90,188.87,"112,547.00",188.30,"21,256,912.80",409,-1.40,6.20,-0.74,3.33,-1.05,181.85,191.53,269.00,154.70
AVYAN,-,655.00,656.80,635.00,640.00,642.26,"6,679.00",644.00,"4,289,683.40",129,-4.00,21.80,-0.62,3.43,-0.35,613.40,640.53,807.80,549.00
BARUN,-,250.50,254.50,246.00,247.00,247.85,"29,171.00",251.00,"7,229,901.90",83,-4.00,8.50,-1.59,3.46,-0.34,236.65,238.83,299.00,191.10
BBC,-,"3,830.10","3,964.90","3,830.10","3,899.80","3,890.84",236.00,"3,900.00","918,237.20",15,-0.20,134.80,-0.01,3.52,0.23,"3,764.37","3,741.03","4,539.00","3,050.00"
BEDC,-,347.90,354.00,341.00,344.00,343.68,"12,580.00",354.90,"4,323,498.10",193,-10.90,13.00,-3.07,3.81,0.09,275.52,0.00,412.90,170.00
BFC,-,342.00,355.70,340.00,348.00,347.92,"29,645.00",346.90,"10,314,177.00",156,1.10,15.70,0.32,4.62,0.02,316.17,321.29,377.00,284.00
BGWT,-,587.00,595.00,587.00,587.00,589.87,"4,765.00",598.00,"2,810,747.00",94,-11.00,8.00,-1.84,1.36,-0.49,0.00,0.00,710.00,352.00
BHDC,-,468.50,475.00,461.40,475.00,470.35,"1,731.00",478.00,"814,176.00",74,-3.00,13.60,-0.63,2.95,0.98,398.67,388.12,523.00,286.50
BHL,-,340.00,346.00,333.30,337.00,342.12,"14,390.00",341.00,"4,923,141.40",155,-4.00,12.70,-1.17,3.81,-1.52,267.37,265.10,394.00,192.70
