Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,008.00","1,008.00",989.00,"1,006.00","1,006.00",0.00,0.00,"1,000.74","1,533.00",989.00,"1,534,138.40",33,17.00,19.00,1.72,1.92,0.52,"1,054.03","1,076.30","1,284.90",950.00
ADBL,-,315.00,316.00,313.20,316.00,316.00,0.00,0.00,314.70,"61,239.00",312.40,"19,272,047.00",252,3.60,2.80,1.15,0.89,0.41,310.04,303.74,367.20,272.30
ADBLD83,-,"1,090.00","1,105.00","1,090.00","1,105.00","1,105.00",0.00,0.00,"1,092.50",60.00,"1,100.00","65,550.00",3,5.00,15.00,0.45,1.38,1.13,"1,102.68","1,101.15","1,160.00","1,046.00"
AHL,-,600.00,610.00,596.70,604.90,604.90,0.00,0.00,601.37,"6,590.00",603.00,"3,963,004.40",80,1.90,13.30,0.32,2.23,0.58,635.68,675.82,891.00,577.40
AHPC,-,275.50,283.00,275.50,281.90,281.90,0.00,0.00,281.72,"68,286.00",276.40,"19,237,811.10",297,5.50,7.50,1.99,2.72,0.06,290.44,282.18,334.00,239.30
AKJCL,-,188.00,193.20,187.00,192.90,192.90,0.00,0.00,191.53,"82,587.00",186.90,"15,818,088.60",243,6.00,6.20,3.21,3.32,0.71,203.51,204.75,233.50,172.90
AKPL,-,242.30,247.90,242.30,247.00,247.00,0.00,0.00,245.69,"98,094.00",242.00,"24,100,290.30",331,5.00,5.60,2.07,2.31,0.53,258.42,250.67,306.50,216.10
ALBSL,-,"1,033.00","1,074.00","1,033.00","1,060.00","1,060.00",0.00,0.00,"1,053.78","35,124.00","1,054.00","37,013,006.00",297,6.00,41.00,0.57,3.97,0.59,922.01,902.54,"1,080.00",771.00
ALICL,-,450.00,470.00,450.00,465.70,465.70,0.00,0.00,462.10,"88,621.00",448.00,"40,951,576.70",437,17.70,20.00,3.95,4.44,0.77,517.82,596.98,831.00,430.00
ANLB,-,"6,174.90","6,200.00","6,100.50","6,194.80","6,194.80",0.00,0.00,"6,153.97",154.00,"6,174.90","947,712.00",15,19.90,99.50,0.32,1.63,0.66,"5,793.39","5,568.43","6,800.00","4,673.00"
API,-,281.00,284.00,280.40,282.50,282.50,0.00,0.00,282.65,"52,037.00",279.40,"14,708,505.90",267,3.10,3.60,1.11,1.28,-0.05,293.29,289.63,335.00,246.20
AVYAN,-,955.00,997.00,955.00,989.00,989.00,0.00,0.00,988.50,"2,599.00",974.40,"2,569,104.70",65,14.60,42.00,1.50,4.40,0.05,"1,029.76","1,054.64","1,306.80",906.00
BANDIPUR,-,622.70,671.50,622.70,671.50,671.50,0.00,0.00,671.27,"22,250.00",610.50,"14,935,774.00","1,914",61.00,48.80,9.99,7.84,0.03,0.00,0.00,671.50,285.00
BARUN,-,349.80,351.00,343.20,348.00,348.00,0.00,0.00,347.02,"262,009.00",343.00,"90,923,523.00",824,5.00,7.80,1.46,2.27,0.28,386.57,430.20,589.00,292.10
BBC,-,"4,832.00","4,990.00","4,832.00","4,929.00","4,929.00",0.00,0.00,"4,909.61",350.00,"4,920.00","1,718,365.00",29,9.00,158.00,0.18,3.27,0.39,"5,321.89","5,450.06","7,247.00","4,127.50"
BEDC,-,570.00,590.00,567.00,575.00,575.00,0.00,0.00,579.78,"8,995.00",567.10,"5,215,094.80",146,7.90,23.00,1.39,4.06,-0.83,680.41,724.32,"1,080.00",501.00
