Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,077.00","1,098.00","1,061.00","1,070.00","1,070.00",0.00,0.00,"1,079.11","1,135.00","1,078.55","1,224,789.30",49,-8.55,37.00,-0.79,3.49,-0.85,"1,078.37","1,086.62","1,284.90",965.00
ADBL,-,331.00,331.00,322.50,323.22,324.00,-0.78,0.00,324.98,"42,198.00",327.55,"13,713,519.10",317,-4.33,8.50,-1.32,2.64,-0.54,301.09,303.80,400.00,272.30
AHL,-,643.00,655.80,630.20,633.74,633.00,0.74,0.00,635.68,"2,411.00",655.52,"1,532,617.20",65,-21.78,25.60,-3.32,4.06,-0.31,670.03,704.90,891.00,579.50
AHPC,-,289.70,293.00,286.80,287.29,287.00,0.29,0.00,288.68,"131,590.00",291.63,"37,987,007.70",502,-4.34,6.20,-1.49,2.16,-0.48,284.60,276.75,334.00,239.30
AKJCL,-,203.10,205.50,201.00,201.46,202.90,-1.44,-0.01,202.58,"80,087.00",204.08,"16,224,314.20",314,-2.62,4.50,-1.28,2.24,-0.56,209.21,207.48,246.10,187.20
AKPL,-,270.00,270.00,261.00,262.88,263.00,-0.12,0.00,265.22,"194,026.00",268.55,"51,458,610.40",641,-5.67,9.00,-2.11,3.45,-0.89,253.72,248.97,306.50,211.30
ALBSL,-,998.80,"1,065.00",998.80,"1,061.56","1,059.90",1.66,0.00,"1,042.99","91,392.00","1,019.17","95,321,371.50",842,42.39,66.20,4.16,6.63,1.75,865.16,863.28,"1,135.00",771.00
ALICL,-,490.00,494.00,480.10,485.65,487.10,-1.45,0.00,484.83,"18,169.00",490.37,"8,808,812.90",135,-4.72,13.90,-0.96,2.90,0.17,613.15,656.35,831.00,478.00
ANLB,-,"5,750.00","5,835.00","5,750.00","5,809.80","5,829.00",-19.20,0.00,"5,780.49",184.00,"5,864.55","1,063,609.50",19,-54.75,85.00,-0.93,1.48,0.50,"5,456.66","5,387.17","6,735.00","3,840.00"
API,-,292.10,295.00,290.60,291.63,291.20,0.43,0.00,292.39,"102,618.00",294.75,"30,004,784.70",400,-3.12,4.40,-1.06,1.51,-0.26,293.19,286.74,362.00,246.20
AVYAN,-,"1,008.10","1,020.00","1,003.00","1,004.34","1,003.00",1.34,0.00,"1,009.59","1,575.00","1,016.09","1,590,109.10",54,-11.75,17.00,-1.16,1.69,-0.52,"1,053.56","1,069.35","1,306.80",832.00
BARUN,-,357.00,360.00,351.00,351.56,351.10,0.46,0.00,354.10,"41,907.00",357.29,"14,839,256.90",202,-5.73,9.00,-1.60,2.56,-0.72,456.70,452.73,589.00,296.10
BBC,-,"5,440.00","5,447.70","5,300.00","5,372.80","5,389.00",-16.20,0.00,"5,345.72",345.00,"5,390.70","1,844,274.00",28,-17.90,147.70,-0.33,2.79,0.50,"5,595.83","5,697.03","7,247.00","4,010.00"
BEDC,-,715.00,718.00,692.00,695.94,700.00,-4.06,-0.01,700.50,"7,602.00",713.53,"5,325,202.50",136,-17.59,26.00,-2.47,3.76,-0.66,739.33,745.93,"1,080.00",417.10
BFC,-,500.00,500.00,475.00,480.81,482.00,-1.19,0.00,482.36,"19,638.00",492.55,"9,472,630.60",162,-11.74,25.00,-2.38,5.26,-0.32,518.86,571.93,951.60,456.00
BGWT,-,924.70,924.70,905.00,906.60,905.00,1.60,0.00,913.17,"1,998.00",906.60,"1,824,505.80",46,0.00,19.70,0.00,2.18,-0.72,965.43,998.13,"1,241.00",857.60
BHCL,-,580.20,625.70,521.00,542.27,542.10,0.17,0.00,549.86,"328,282.00",568.90,"180,510,324.80","32,392",-26.63,104.70,-4.68,20.10,-1.40,0.00,0.00,625.70,292.10
BHDC,-,577.50,577.50,542.00,547.92,549.00,-1.08,0.00,559.81,"34,255.00",566.22,"19,176,403.00",210,-18.30,35.50,-3.23,6.55,-2.17,542.30,588.99,760.20,426.00
BHL,-,198.50,199.50,196.10,196.64,196.50,0.14,0.00,197.46,"136,945.00",198.52,"27,041,131.70",700,-1.88,3.40,-0.95,1.73,-0.42,239.20,282.26,520.00,195.00
BHPL,-,786.30,788.50,764.00,766.00,766.00,0.00,0.00,775.77,"2,270.00",771.20,"1,760,987.00",35,-5.20,24.50,-0.67,3.21,-1.27,900.98,919.68,"1,308.40",654.00
BNHC,-,507.40,517.50,502.00,505.75,508.00,-2.25,0.00,509.21,"14,723.00",517.73,"7,497,123.60",132,-11.98,15.50,-2.31,3.09,-0.68,516.50,517.38,619.00,440.00
BNT,-,"12,151.00","12,151.00","11,850.00","11,900.00","11,900.00",0.00,0.00,"11,959.79",95.00,"11,950.00","1,136,180.00",9,-50.00,301.00,-0.42,2.54,-0.50,"12,713.53","13,049.52","15,620.00","11,850.00"
BOKD86,-,"1,055.00","1,055.00","1,045.00","1,045.00","1,045.00",0.00,0.00,"1,052.69",65.00,"1,072.90","68,425.00",2,-27.90,10.00,-2.60,0.96,-0.74,"1,043.47","1,026.19","1,095.00","1,000.00"
BPCL,-,844.00,844.00,813.00,814.59,815.00,-0.41,0.00,823.46,"107,610.00",832.50,"88,612,814.90",431,-17.91,31.00,-2.15,3.81,-1.09,650.96,569.99,"1,065.00",375.10
C30MF,-,9.07,9.07,9.00,9.00,9.00,0.00,0.00,9.03,"38,631.00",8.90,"348,681.31",11,0.10,0.07,1.12,0.78,-0.29,9.65,9.53,10.71,8.65
CBBL,-,"1,065.00","1,077.90","1,043.00","1,045.90","1,045.10",0.80,0.00,"1,051.63","34,303.00","1,069.84","36,074,147.10",362,-23.94,34.90,-2.24,3.35,-0.55,928.26,914.89,"1,144.80",821.50
CBLD88,-,"1,116.00","1,116.00","1,113.00","1,113.00","1,113.00",0.00,0.00,"1,114.01",75.00,"1,115.20","83,551.10",6,-2.20,3.00,-0.20,0.27,-0.09,"1,143.06","1,123.57","1,254.20","1,040.00"
CFCL,-,502.10,503.00,499.10,501.14,502.00,-0.86,0.00,500.92,"12,584.00",506.82,"6,303,595.50",106,-5.68,3.90,-1.12,0.78,0.04,545.64,567.15,745.90,457.70
CGH,-,"1,046.60","1,055.50","1,025.00","1,027.38","1,029.00",-1.62,0.00,"1,037.35","38,015.00","1,056.49","39,434,753.40",321,-29.11,30.50,-2.76,2.98,-0.97,936.13,926.72,"1,150.00",842.10
CHCL,-,510.00,516.90,504.00,506.07,508.00,-1.93,0.00,505.90,"36,802.00",510.16,"18,618,180.30",322,-4.09,12.90,-0.80,2.56,0.03,514.93,521.63,610.00,469.70
CHDC,-,"2,610.00","2,610.00","2,500.00","2,522.61","2,520.10",2.51,0.00,"2,524.24","44,540.00","2,584.49","112,429,588.20",537,-61.88,110.00,-2.39,4.40,-0.06,"2,560.59","2,316.52","2,997.90","1,538.60"
CHL,-,279.70,280.00,264.00,265.18,266.00,-0.82,0.00,269.35,"180,266.00",285.36,"48,555,150.00",879,-20.18,16.00,-7.07,6.06,-1.57,381.09,405.90,599.70,264.00
CIT,-,"1,920.20","1,943.00","1,915.00","1,919.26","1,915.00",4.26,0.00,"1,923.10","14,660.00","1,925.61","28,192,676.80",283,-6.35,28.00,-0.33,1.46,-0.20,"1,949.17","1,983.65","2,500.00","1,869.00"
CITY,-,600.00,610.00,598.00,599.17,598.20,0.97,0.00,602.05,"14,457.00",602.34,"8,703,770.80",122,-3.17,12.00,-0.53,2.01,-0.48,834.54,859.84,"1,025.00",579.30
CKHL,-,665.00,673.00,665.00,672.07,673.00,-0.93,0.00,671.68,"2,337.00",674.93,"1,569,721.90",43,-2.86,8.00,-0.42,1.20,0.06,682.03,715.20,910.00,590.00
CLI,-,468.00,475.00,468.00,472.19,473.00,-0.81,0.00,472.13,"14,040.00",473.22,"6,628,694.60",361,-1.03,7.00,-0.22,1.50,0.01,498.37,568.31,774.90,448.20
