Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,590.00,607.00,590.00,594.00,599.59,"1,040.00",590.10,"623,572.50",33,3.90,17.00,0.66,2.88,-0.94,657.22,679.42,977.10,530.00
ADBL,-,233.50,233.50,226.50,228.00,227.63,"25,728.00",229.00,"5,856,457.60",205,-1.00,7.00,-0.44,3.09,0.16,267.53,283.36,355.80,224.00
ADBLD83,-,"1,008.30","1,008.30","1,008.30","1,008.30","1,008.30",10.00,"1,028.80","10,083.00",1,-20.50,0.00,-1.99,0.00,0.00,976.42,"1,001.35","1,066.00",865.10
AHL,-,369.70,375.30,356.10,356.40,364.08,"4,980.00",362.60,"1,813,100.00",147,-6.20,19.20,-1.71,5.39,-2.15,0.00,0.00,480.90,298.80
AHPC,-,305.70,305.70,290.50,294.80,295.46,"116,487.00",299.80,"34,417,313.90",346,-5.00,15.20,-1.67,5.23,-0.22,299.26,293.47,408.00,250.00
AKJCL,-,210.00,211.00,205.00,205.20,207.56,"30,881.00",209.00,"6,409,603.50",181,-3.80,6.00,-1.82,2.93,-1.15,219.61,205.74,262.00,159.80
AKPL,-,366.00,366.00,351.00,358.00,355.98,"79,313.00",360.70,"28,234,115.90",411,-2.70,15.00,-0.75,4.27,0.56,388.22,384.48,519.00,325.00
ALBSL,-,743.00,743.00,710.40,721.00,724.22,793.00,732.00,"574,308.80",35,-11.00,32.60,-1.50,4.59,-0.45,817.00,865.58,"1,392.00",649.00
ALICL,-,666.00,685.00,666.00,682.00,680.20,"94,313.00",667.00,"64,151,550.50",446,15.00,19.00,2.25,2.85,0.26,622.11,576.59,758.00,428.00
ANLB,-,"2,301.10","2,367.00","2,301.10","2,320.10","2,335.03","1,223.00","2,328.30","2,855,743.00",94,-8.20,65.90,-0.35,2.86,-0.64,0.00,0.00,"2,576.00",403.80
API,-,252.80,260.00,247.30,249.80,252.48,"198,066.00",247.90,"50,007,273.30",916,1.90,12.70,0.77,5.14,-1.07,253.14,240.69,315.00,200.00
