Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,44.05,"1,139.00","1,162.00","1,117.00","1,135.00","1,136.92","5,850.00","1,117.00","6,650,994.30",110,18.00,45.00,1.61,4.03,-0.17,"1,102.61","1,062.35","1,491.00",585.00
ADBL,40.79,285.00,287.00,281.10,286.00,285.00,"27,911.00",283.50,"7,954,617.20",134,2.50,5.90,0.88,2.10,0.35,352.36,321.62,428.40,223.00
ADBLD83,38.49,"1,079.90","1,080.00","1,079.90","1,080.00","1,080.23",76.00,"1,101.90","82,097.40",4,-21.90,0.10,-1.99,0.01,-0.02,"1,080.82","1,054.20","1,160.00",990.20
AHL,37.52,820.00,844.90,807.50,835.00,826.03,"17,389.00",829.00,"14,363,815.00",190,6.00,37.40,0.72,4.63,1.07,709.32,633.11,904.00,402.10
AHPC,45.85,266.00,268.80,263.50,267.50,265.95,"147,834.00",265.00,"39,315,721.90",435,2.50,5.30,0.94,2.01,0.58,268.80,232.69,349.00,149.00
AKJCL,44.76,196.00,198.00,195.00,197.00,196.46,"123,350.00",195.00,"24,233,008.10",446,2.00,3.00,1.03,1.54,0.28,210.65,209.86,274.90,150.90
AKPL,46.02,235.00,239.00,234.10,237.90,236.46,"122,132.00",233.90,"28,879,525.10",391,4.00,4.90,1.71,2.09,0.60,247.82,220.97,326.00,157.20
ALBSL,47.37,928.00,951.80,927.00,936.00,938.58,"20,158.00",940.00,"18,919,964.60",286,-4.00,24.80,-0.43,2.68,-0.28,970.93,957.91,"1,177.00",616.90
ALICL,37.52,740.00,744.90,735.10,744.60,738.52,"25,101.00",737.00,"18,537,673.60",111,7.60,9.80,1.03,1.33,0.82,730.97,678.32,825.00,523.00
ANLB,37.65,"4,949.00","5,109.00","4,949.00","5,098.00","5,022.02",909.00,"5,050.00","4,565,016.20",34,48.00,160.00,0.95,3.23,1.49,"4,631.83","3,851.82","6,735.00","1,777.60"
API,50.43,278.00,278.60,273.00,276.10,275.98,"163,976.00",274.00,"45,253,851.60",549,2.10,5.60,0.77,2.05,0.04,288.85,250.06,390.00,162.00
AVYAN,45.67,"1,055.00","1,110.00","1,055.00","1,080.00","1,077.61","7,484.00","1,070.00","8,064,829.00",121,10.00,55.00,0.93,5.21,0.22,"1,007.91",966.22,"1,195.00",580.00
BARUN,45.16,466.00,467.00,450.00,461.30,455.61,"319,781.00",457.00,"145,696,283.90",936,4.30,17.00,0.94,3.78,1.23,390.62,348.20,478.90,211.00
BBC,38.67,"5,750.00","6,002.00","5,670.00","5,675.00","5,746.19",795.00,"5,660.00","4,568,225.00",38,15.00,332.00,0.27,5.86,-1.25,"4,967.50","4,599.45","7,247.00","3,525.00"
BEDC,44.58,850.00,850.00,793.80,812.00,824.63,"98,142.00",836.00,"80,930,947.80",623,-24.00,56.20,-2.87,7.08,-1.56,558.41,505.14,861.90,318.50
BFC,35.11,590.00,629.00,586.00,614.80,609.28,"63,394.00",587.00,"38,624,509.40",591,27.80,43.00,4.74,7.34,0.90,651.77,579.25,951.60,310.00
BGWT,46.97,"1,110.00","1,155.00","1,110.00","1,155.00","1,131.24","52,673.00","1,120.00","59,585,680.10",317,35.00,45.00,3.13,4.05,2.06,988.30,935.32,"1,361.70",548.00
BHDC,36.52,744.00,744.00,717.40,734.60,732.44,"23,449.00",732.00,"17,174,965.20",224,2.60,26.60,0.36,3.71,0.29,645.74,613.39,829.70,434.00
BHL,44.09,380.30,388.00,380.10,388.00,382.45,"12,565.00",385.80,"4,805,470.00",128,2.20,7.90,0.57,2.08,1.43,409.28,388.58,520.00,297.00
BHPL,25.09,993.00,"1,035.90",993.00,"1,032.00","1,027.66","9,829.00","1,011.30","10,100,912.60",121,20.70,42.90,2.05,4.32,0.42,760.47,705.83,"1,245.00",449.00
BNHC,45.53,532.00,550.00,525.00,539.90,537.01,"80,776.00",522.00,"43,377,495.80",496,17.90,25.00,3.43,4.76,0.54,530.24,549.23,742.00,380.30
BNL,40.28,"18,885.00","20,366.20","18,885.00","19,559.80","19,674.47",70.00,"18,514.80","1,377,213.00",7,"1,045.00","1,481.20",5.64,7.84,-0.59,"17,080.78","16,973.16","23,765.60","6,360.20"
BNT,41.24,"13,600.00","13,950.00","13,460.00","13,689.90","13,646.93",270.00,"13,380.00","3,684,671.00",25,309.90,490.00,2.32,3.64,0.31,"14,651.09","14,043.47","18,100.00","11,700.00"
BOKD86,37.57,"1,029.00","1,029.00","1,029.00","1,029.00","1,029.00",25.00,"1,027.20","25,725.00",1,1.80,0.00,0.18,0.00,0.00,"1,009.21",959.86,"1,080.00",842.50
BOKD86KA,25.31,"1,102.00","1,102.00","1,102.00","1,102.00","1,102.00",50.00,"1,115.00","55,100.00",1,-13.00,0.00,-1.17,0.00,0.00,0.00,0.00,"1,198.50","1,000.00"
BPCL,43.34,406.00,406.00,395.00,397.40,398.29,"10,994.00",400.00,"4,378,840.70",95,-2.60,11.00,-0.65,2.78,-0.22,428.57,384.15,536.50,284.40
C30MF,31.70,9.00,9.01,9.00,9.00,9.00,"3,030.00",9.00,"27,271.00",8,0.00,0.01,0.00,0.11,0.00,9.70,9.40,10.92,8.11
CBBL,41.68,853.00,855.00,841.10,844.00,845.51,"11,188.00",851.00,"9,459,538.90",186,-7.00,13.90,-0.82,1.65,-0.18,962.27,922.97,"1,155.00",800.00
CFCL,30.14,507.90,514.00,490.00,510.00,505.01,"40,879.00",498.00,"20,644,296.90",363,12.00,24.00,2.41,4.90,0.98,632.01,565.93,820.00,318.00
CGH,47.72,884.00,899.00,881.50,892.00,889.04,"31,842.00",893.90,"28,308,667.30",277,-1.90,17.50,-0.21,1.99,0.33,984.13,935.33,"1,360.00",760.00
CHCL,43.55,505.00,510.20,498.00,505.00,503.21,"58,366.00",508.40,"29,370,376.60",269,-3.40,12.20,-0.67,2.45,0.35,570.76,527.88,697.00,426.30
CHDC,35.56,"1,799.00","1,846.00","1,765.00","1,831.00","1,806.47","63,985.00","1,766.00","115,587,207.20",577,65.00,81.00,3.68,4.59,1.34,"1,717.50","1,453.34","2,370.00",627.00
CHL,36.21,447.90,469.00,447.90,464.00,462.94,"60,904.00",457.00,"28,194,606.50",284,7.00,21.10,1.53,4.71,0.23,385.86,363.90,478.00,275.60
CIT,37.87,"1,999.00","1,999.90","1,975.00","1,980.00","1,980.35","7,834.00","1,984.00","15,514,084.80",205,-4.00,24.90,-0.20,1.26,-0.02,"2,202.13","2,161.87","2,700.00","1,887.00"
CITY,30.70,908.10,914.00,900.00,905.00,907.80,"17,896.00",908.50,"16,245,980.40",234,-3.50,14.00,-0.39,1.56,-0.31,888.58,812.99,"1,168.50",559.00
CKHL,41.13,822.00,870.00,822.00,856.00,848.25,"38,126.00",815.20,"32,340,274.70",337,40.80,48.00,5.00,5.84,0.91,695.64,651.93,886.50,480.50
CLI,40.60,721.60,735.00,721.00,730.00,728.17,"83,606.00",726.00,"60,879,306.80",970,4.00,14.00,0.55,1.94,0.25,664.09,602.75,755.80,418.50
CMF1,28.73,10.50,10.65,10.50,10.51,10.51,"14,360.00",10.45,"150,937.00",8,0.06,0.15,0.57,1.43,-0.01,10.52,10.01,11.22,8.33
CMF2,30.14,9.20,9.50,9.20,9.40,9.35,"1,150.00",9.17,"10,750.00",4,0.23,0.30,2.51,3.26,0.56,9.64,9.16,10.68,7.44
CORBL,51.66,"2,215.00","2,480.00","2,167.80","2,480.00","2,276.55","50,857.00","2,260.00","115,778,716.40",455,220.00,312.20,9.73,14.40,8.20,"1,151.41",934.95,"2,480.00",362.60
CYCL,47.07,"1,625.00","1,685.00","1,625.00","1,652.10","1,660.09","10,751.00","1,643.00","17,847,666.00",268,9.10,60.00,0.55,3.69,-0.48,"1,590.50","1,573.15","1,923.90","1,078.00"
CZBIL,42.60,204.00,207.00,203.00,205.00,204.37,"56,340.00",204.50,"11,514,318.80",186,0.50,4.00,0.24,1.97,0.31,233.30,211.58,296.00,152.50
DDBL,38.99,780.00,786.00,771.00,779.00,778.43,"7,862.00",780.00,"6,119,986.30",65,-1.00,15.00,-0.13,1.95,0.07,917.39,865.21,"1,099.00",670.00
DHPL,26.33,305.00,320.00,305.00,310.00,313.04,"33,050.00",308.00,"10,346,022.10",199,2.00,15.00,0.65,4.92,-0.98,270.24,247.58,350.00,185.30
DLBS,27.43,"1,804.00","1,860.00","1,781.00","1,810.10","1,816.63","6,208.00","1,770.00","11,277,637.50",132,40.10,79.00,2.27,4.44,-0.36,"1,494.35","1,412.41","2,250.00",751.00
DOLTI,38.90,894.80,894.80,821.70,836.00,823.06,"143,096.00",913.00,"117,775,911.60",918,-77.00,73.10,-8.43,8.90,1.55,617.09,555.04,"1,017.00",328.00
DORDI,38.99,651.10,654.90,635.00,639.90,642.05,"59,897.00",641.00,"38,456,808.20",371,-1.10,19.90,-0.17,3.13,-0.34,499.42,475.69,670.00,370.00
EBL,32.90,600.00,603.00,588.00,600.00,597.39,"37,856.00",595.00,"22,614,874.90",197,5.00,15.00,0.84,2.55,0.43,631.61,596.40,790.00,487.30
EBLD85,48.70,"1,175.00","1,177.00","1,175.00","1,177.00","1,176.75",400.00,"1,154.00","470,699.70",9,23.00,2.00,1.99,0.17,0.02,"1,098.03","1,069.76","1,177.00",987.00
EBLD86,24.26,"1,027.00","1,027.00","1,027.00","1,027.00","1,027.00",70.00,"1,046.50","71,890.00",1,-19.50,0.00,-1.86,0.00,0.00,"1,010.01",970.96,"1,080.00",820.00
EDBL,53.40,595.00,639.50,595.00,635.00,620.99,"120,129.00",590.00,"74,598,832.40",667,45.00,44.50,7.63,7.48,2.21,618.26,543.52,774.00,334.50
EHPL,41.79,811.00,843.60,811.00,830.00,829.90,"17,323.00",827.00,"14,376,424.70",156,3.00,32.60,0.36,4.02,0.01,740.93,664.96,997.00,407.00
ENL,43.53,"1,175.00","1,212.00","1,157.00","1,192.00","1,177.07","7,904.00","1,191.00","9,303,531.00",109,1.00,55.00,0.08,4.75,1.25,"1,211.74","1,120.89","1,453.50",728.00
FMDBL,43.66,732.00,735.40,721.60,724.00,727.06,"11,441.00",721.00,"8,318,319.80",91,3.00,13.80,0.42,1.91,-0.42,786.51,746.98,"1,004.00",565.00
FOWAD,45.81,"1,220.00","1,238.90","1,215.20","1,236.00","1,225.73","2,652.00","1,230.00","3,250,642.20",51,6.00,23.70,0.49,1.95,0.83,"1,428.74","1,370.66","1,739.00",976.00
GBBD85,42.51,"1,026.00","1,030.00","1,026.00","1,030.00","1,027.67",150.00,"1,024.50","154,150.00",5,5.50,4.00,0.54,0.39,0.23,"1,020.24","1,004.54","1,090.30",856.00
GBBL,48.76,389.90,399.00,387.00,398.00,392.50,"61,585.00",386.00,"24,172,357.50",276,12.00,12.00,3.11,3.10,1.38,439.85,415.63,531.40,350.00
GBILD84/85,32.39,"1,141.00","1,141.00","1,141.00","1,141.00","1,141.00",50.00,"1,140.00","57,050.00",2,1.00,0.00,0.09,0.00,0.00,0.00,0.00,"1,220.00","1,000.00"
GBILD86/87,29.51,"1,027.00","1,027.00","1,027.00","1,027.00","1,027.00",50.00,"1,028.10","51,350.00",1,-1.10,0.00,-0.11,0.00,0.00,"1,005.53",954.35,"1,083.00",819.30
GBIME,39.91,218.50,220.80,218.00,218.90,218.55,"79,802.00",218.50,"17,440,867.10",409,0.40,2.80,0.18,1.28,0.16,241.39,221.35,302.00,170.00
GBLBS,48.66,785.00,810.00,780.00,807.00,798.71,"18,000.00",785.00,"14,376,813.20",190,22.00,30.00,2.80,3.85,1.03,798.21,784.09,979.50,517.20
GCIL,28.89,495.00,503.00,492.00,497.10,498.93,"45,426.00",497.00,"22,664,191.30",410,0.10,11.00,0.02,2.24,-0.37,513.19,504.23,668.00,446.30
GFCL,38.63,732.00,742.10,715.30,721.10,726.92,"26,798.00",732.00,"19,479,881.60",290,-10.90,26.80,-1.49,3.75,-0.81,926.21,791.07,"1,353.00",419.00
GHL,53.77,207.80,216.10,206.20,213.70,211.38,"193,967.00",207.80,"41,001,500.80",511,5.90,9.90,2.84,4.80,1.08,218.72,195.92,283.00,141.00
GIBF1,42.56,9.70,10.05,9.51,10.05,9.63,"12,290.00",9.89,"118,375.00",16,0.16,0.54,1.62,5.68,4.16,9.86,9.41,10.60,7.92
GILB,45.33,"1,181.00","1,251.00","1,177.00","1,199.00","1,199.69","5,622.00","1,200.00","6,744,636.80",100,-1.00,74.00,-0.08,6.29,-0.06,"1,285.61","1,293.37","1,815.00",750.00
GLBSL,36.97,"2,399.00","2,408.00","2,352.00","2,352.00","2,372.91","3,998.00","2,378.00","9,486,887.20",119,-26.00,56.00,-1.09,2.38,-0.89,"2,061.02","2,005.32","3,300.00",810.00
GLH,43.35,261.00,265.00,256.00,263.00,260.58,"120,924.00",256.10,"31,510,529.80",481,6.90,9.00,2.69,3.52,0.92,258.80,242.59,336.00,196.00
GMFBS,42.58,"1,838.00","1,877.00","1,800.00","1,830.00","1,820.63","3,169.00","1,805.00","5,769,577.50",65,25.00,77.00,1.39,4.28,0.51,"1,703.60","1,606.00","2,327.00",800.00
GMFIL,35.54,472.90,491.00,455.10,486.50,478.15,"24,486.00",468.90,"11,707,990.60",179,17.60,35.90,3.75,7.89,1.72,600.53,539.82,759.00,333.00
GRDBL,48.45,"1,675.80","1,871.20","1,587.70","1,850.00","1,689.38","101,708.00","1,710.00","171,823,600.20",621,140.00,283.50,8.19,17.86,8.68,862.14,723.07,"1,871.20",323.00
