Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,535.00,540.00,534.50,540.00,536.90,523.00,540.00,"280,799.80",20,0.00,5.50,0.00,1.03,0.57,591.47,640.80,906.70,528.10
ADBL,-,263.90,263.90,258.00,261.00,259.90,"14,795.00",259.30,"3,845,276.70",114,1.70,5.90,0.66,2.29,0.42,242.19,262.13,355.80,224.00
AHL,-,290.90,313.10,290.80,306.30,304.93,"4,875.00",296.10,"1,486,543.00",102,10.20,22.30,3.44,7.67,0.45,348.78,0.00,480.90,273.10
AHPC,-,207.00,220.00,202.00,220.00,213.61,"99,867.00",204.00,"21,332,116.50",354,16.00,18.00,7.84,8.91,2.91,263.62,277.94,364.00,190.00
AKJCL,-,149.00,155.50,147.00,154.70,151.19,"16,608.00",148.00,"2,511,005.10",94,6.70,8.50,4.53,5.78,2.27,196.53,205.13,262.00,144.10
AKPL,-,180.50,186.10,176.40,181.50,181.59,"77,570.00",179.00,"14,085,837.30",378,2.50,9.70,1.40,5.50,-0.05,302.82,334.76,460.90,152.40
ALBSL,-,675.00,685.00,673.00,680.00,678.90,"3,661.00",686.00,"2,485,453.40",100,-6.00,12.00,-0.87,1.78,0.16,724.76,795.31,"1,158.90",649.00
ALICL,-,675.00,685.00,673.00,681.10,680.73,"10,936.00",674.90,"7,444,475.00",52,6.20,12.00,0.92,1.78,0.05,653.91,652.00,812.00,428.00
ANLB,-,"1,996.00","2,015.00","1,986.00","2,000.00","1,994.28",325.00,"1,995.00","648,142.00",22,5.00,29.00,0.25,1.46,0.29,0.00,0.00,"2,651.00",403.80
API,-,177.00,188.70,174.00,187.00,180.72,"115,914.00",177.00,"20,948,380.00",495,10.00,14.70,5.65,8.45,3.36,219.54,233.77,315.00,165.00
AVYAN,-,650.80,729.00,641.00,729.00,667.25,"4,128.00",664.00,"2,754,397.90",123,65.00,88.00,9.79,13.73,8.47,649.44,666.67,963.00,316.00
BARUN,-,241.80,256.00,233.10,255.00,243.05,"19,248.00",237.10,"4,678,310.90",140,17.90,22.90,7.55,9.82,4.68,242.98,246.93,300.00,190.30
BBC,-,"3,919.00","3,919.00","3,763.90","3,800.00","3,823.99",175.00,"3,998.90","669,199.00",12,-198.90,155.10,-4.97,4.12,-0.63,"3,514.06","3,454.37","4,539.00","3,050.00"
BEDC,-,211.00,228.50,199.00,225.00,217.63,"25,367.00",212.00,"5,520,671.60",475,13.00,29.50,6.13,14.82,3.27,0.00,0.00,326.30,170.00
BFC,-,308.00,311.80,308.00,311.00,310.70,"1,778.00",305.90,"552,422.00",18,5.10,3.80,1.67,1.23,0.10,319.68,326.36,406.00,287.00
BHDC,-,310.00,323.00,299.00,317.00,316.13,"5,732.00",304.00,"1,812,053.50",108,13.00,24.00,4.28,8.03,0.27,378.16,387.16,468.90,286.50
BHL,-,202.00,224.40,202.00,224.00,215.79,"10,903.00",204.00,"2,352,803.50",195,20.00,22.40,9.80,11.09,3.66,272.19,288.64,394.70,192.70
BHPL,-,332.00,357.00,320.10,355.00,339.98,"4,022.00",326.50,"1,367,392.60",81,28.50,36.90,8.73,11.53,4.23,455.41,0.00,677.20,194.30
BNHC,-,328.00,328.00,316.00,328.00,322.97,"1,977.00",321.60,"638,507.30",65,6.40,12.00,1.99,3.80,1.53,355.15,375.12,484.70,270.10
BNT,-,"13,400.00","13,500.00","13,400.00","13,500.00","13,425.00",40.00,"13,260.00","537,000.00",2,240.00,100.00,1.81,0.75,0.56,"13,028.65","13,063.55","16,200.00","11,152.00"
BPCL,-,302.20,309.70,302.20,309.00,305.82,"5,857.00",307.00,"1,791,183.90",52,2.00,7.50,0.65,2.48,1.03,319.89,321.02,368.50,288.00
BPW,-,"1,120.00","1,140.00","1,110.00","1,140.00","1,126.31",403.00,"1,140.00","453,903.00",17,0.00,30.00,0.00,2.70,1.20,0.00,0.00,"1,710.00",233.10
C30MF,-,8.32,8.32,8.30,8.30,8.31,300.00,8.32,"2,492.00",3,-0.02,0.02,-0.24,0.24,-0.08,0.00,0.00,10.00,7.94
CBBL,-,961.00,964.00,950.00,951.10,954.72,"6,308.00",960.00,"6,022,347.90",121,-8.90,14.00,-0.93,1.47,-0.38,896.67,962.53,"1,303.00",727.00
CCBD88,-,900.00,905.00,900.00,900.00,901.09,46.00,892.10,"41,450.00",3,7.90,5.00,0.89,0.56,-0.12,0.00,0.00,"1,022.90",816.00
CFCL,-,332.00,338.00,325.50,338.00,331.90,"2,492.00",326.00,"827,098.90",26,12.00,12.50,3.68,3.84,1.80,331.00,330.75,423.00,275.50
CGH,-,"1,242.00","1,242.00","1,215.30","1,238.00","1,224.19","1,339.00","1,218.00","1,639,190.00",44,20.00,26.70,1.64,2.20,1.12,"1,211.62","1,212.36","1,520.00",940.00
CHCL,-,486.00,486.90,477.00,485.50,481.90,"8,063.00",480.00,"3,885,556.00",95,5.50,9.90,1.15,2.08,0.74,504.52,482.92,594.00,350.10
CHDC,-,985.00,"1,006.90",979.30,990.00,996.05,"5,582.00",990.00,"5,559,925.80",112,0.00,27.60,0.00,2.82,-0.61,867.81,823.24,"1,103.00",590.00
CHL,-,210.00,222.50,210.00,222.50,219.84,"6,003.00",214.00,"1,319,679.80",48,8.50,12.50,3.97,5.95,1.20,270.22,280.89,370.00,193.10
CIT,-,"2,036.00","2,036.00","1,998.00","2,020.00","2,004.44","5,300.00","2,000.00","10,623,546.00",147,20.00,38.00,1.00,1.90,0.77,"2,134.37","2,102.34","2,704.00","1,780.00"
CITY,-,660.00,668.00,645.00,655.90,651.33,"9,890.00",655.00,"6,441,635.60",207,0.90,23.00,0.14,3.57,0.70,0.00,0.00,782.50,111.10
CMF1,-,7.80,8.06,7.66,8.06,7.81,"34,814.00",7.76,"271,848.34",10,0.30,0.40,3.87,5.22,3.12,7.91,7.96,9.40,6.75
CMF2,-,7.50,7.50,7.50,7.50,7.50,800.00,7.65,"6,000.00",2,-0.15,0.00,-1.96,0.00,0.00,8.21,8.20,10.39,7.03
CORBL,-,323.40,343.00,311.00,325.40,328.09,"4,827.00",317.10,"1,583,709.70",49,8.30,32.00,2.62,10.29,-0.83,316.49,315.02,400.00,243.20
CYCL,-,"1,012.30","1,050.00",980.00,"1,048.00","1,010.67","3,185.00","1,032.90","3,218,986.90",135,15.10,70.00,1.46,7.14,3.56,"1,576.95",0.00,"2,734.80",979.00
CZBIL,-,183.00,186.00,180.00,185.00,183.46,"37,375.00",182.00,"6,856,834.90",145,3.00,6.00,1.65,3.33,0.83,178.21,181.93,224.00,165.00
DDBL,-,730.00,744.90,730.00,744.90,737.18,"4,890.00",739.00,"3,604,815.70",65,5.90,14.90,0.80,2.04,1.04,721.26,782.48,"1,178.00",606.70
DHPL,-,142.00,145.80,140.00,145.00,142.68,"3,971.00",144.00,"566,586.80",43,1.00,5.80,0.69,4.14,1.60,188.74,200.80,262.00,135.40
DLBS,-,605.00,678.00,601.00,617.00,622.38,641.00,617.00,"398,947.00",44,0.00,77.00,0.00,12.81,-0.87,794.65,0.00,"1,662.00",177.70
DOLTI,-,203.00,224.40,203.00,218.10,218.08,"16,259.00",207.00,"3,545,740.00",337,11.10,21.40,5.36,10.54,0.01,0.00,0.00,311.00,177.40
DORDI,-,205.00,218.20,201.50,218.00,210.62,"4,709.00",206.80,"991,822.00",129,11.20,16.70,5.42,8.29,3.38,256.14,269.54,351.90,191.60
EBL,-,585.00,600.00,581.00,594.00,587.53,"34,573.00",583.00,"20,312,786.80",260,11.00,19.00,1.89,3.27,1.09,558.05,540.11,633.00,421.50
EBLD86,-,815.00,815.00,815.00,815.00,815.00,50.00,801.70,"40,750.00",2,13.30,0.00,1.66,0.00,0.00,782.30,0.00,"1,000.00",725.00
EDBL,-,312.50,317.00,305.10,316.00,311.58,"7,688.00",306.40,"2,395,389.20",41,9.60,11.90,3.13,3.90,1.40,305.81,316.50,396.00,266.40
EHPL,-,303.90,309.00,285.10,304.90,300.14,"2,580.00",310.10,"774,354.00",58,-5.20,23.90,-1.68,8.38,1.56,349.28,372.49,508.00,216.00
ENL,-,"1,050.00","1,050.00",949.00,970.00,952.68,"9,243.00","1,054.40","8,805,609.80",123,-84.40,101.00,-8.00,10.64,1.79,738.79,714.64,"1,060.00",535.00
FMDBL,-,649.00,660.00,640.10,650.00,646.16,"8,214.00",650.00,"5,307,563.00",60,0.00,19.90,0.00,3.11,0.59,610.76,623.18,781.00,497.20
FOWAD,-,"1,227.10","1,249.90","1,227.10","1,241.00","1,237.23",873.00,"1,237.00","1,080,101.70",22,4.00,22.80,0.32,1.86,0.30,"1,236.66","1,422.77","2,800.00","1,071.20"
GBBL,-,376.90,380.00,370.00,379.00,375.16,"13,539.00",375.90,"5,079,241.10",102,3.10,10.00,0.82,2.70,1.01,370.02,368.10,419.00,330.00
GBILD86/87,-,770.00,770.00,770.00,770.00,770.00,75.00,775.00,"57,750.00",2,-5.00,0.00,-0.65,0.00,0.00,768.66,0.00,836.00,730.00
GBIME,-,204.00,205.00,202.00,203.40,202.90,"35,987.00",204.40,"7,301,756.90",364,-1.00,3.00,-0.49,1.49,0.25,193.76,204.11,241.90,176.00
