Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,130.00","1,152.00","1,100.00","1,100.00","1,100.00",0.00,0.00,"1,112.03","3,991.00","1,108.15","4,438,106.70",77,-8.15,52.00,-0.74,4.73,-1.09,"1,090.52","1,089.34","1,491.00",880.00
ADBL,-,300.80,303.00,297.00,297.05,297.00,0.05,0.00,298.84,"56,707.00",294.98,"16,946,564.20",287,2.07,6.00,0.70,2.02,-0.60,302.00,326.22,428.40,249.90
ADBLD83,-,"1,060.38","1,113.20","1,060.38","1,113.20","1,113.20",0.00,0.00,"1,099.09",20.00,"1,060.38","21,981.80",4,52.82,52.82,4.98,4.98,1.27,"1,098.48","1,073.20","1,160.00","1,046.00"
AHL,-,670.00,690.00,651.70,670.51,669.00,1.51,0.00,666.14,"6,802.00",665.00,"4,531,087.40",51,5.51,38.30,0.83,5.88,0.65,743.77,723.30,904.00,446.20
AHPC,-,285.00,290.00,278.10,279.78,278.90,0.88,0.00,281.96,"226,427.00",279.51,"63,842,988.80",646,0.27,11.90,0.10,4.28,-0.78,266.69,273.08,349.00,149.00
AKJCL,-,211.50,212.90,206.30,207.15,207.00,0.15,0.00,209.45,"129,956.00",207.47,"27,219,721.50",398,-0.32,6.60,-0.15,3.20,-1.11,206.07,210.07,274.90,150.90
AKPL,-,246.80,250.00,240.00,240.98,240.70,0.28,0.00,243.35,"167,735.00",241.97,"40,817,625.60",466,-0.99,10.00,-0.41,4.17,-0.98,239.45,246.07,326.00,157.20
ALBSL,-,886.00,886.00,840.00,842.32,849.00,-6.68,-0.01,856.82,"8,284.00",869.40,"7,097,937.00",171,-27.08,46.00,-3.11,5.48,-1.72,847.94,913.94,"1,177.00",771.00
ALICL,-,725.00,730.00,715.00,715.95,715.50,0.45,0.00,716.98,"51,291.00",716.37,"36,774,664.10",301,-0.42,15.00,-0.06,2.10,-0.14,741.61,739.53,831.00,542.10
ANLB,-,"5,353.13","5,500.00","5,300.40","5,424.18","5,500.00",-75.82,-0.01,"5,396.42",927.00,"5,353.13","5,002,482.00",60,71.05,199.60,1.33,3.77,0.51,"5,226.94","4,986.15","6,735.00","2,200.20"
