Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,088.33","1,088.33","1,081.00","1,081.57","1,081.00",0.57,0.00,"1,083.28",681.00,"1,088.33","737,713.20",21,-6.76,7.33,-0.62,0.68,-0.16,"1,087.65","1,088.53","1,284.90",965.00
ADBL,-,336.00,338.00,332.10,332.50,332.10,0.40,0.00,333.39,"31,830.00",335.67,"10,611,929.60",207,-3.17,5.90,-0.94,1.78,-0.27,299.49,304.90,420.20,272.30
ADBLD83,-,"1,072.90","1,072.90","1,062.00","1,069.00","1,069.00",0.00,0.00,"1,069.27",800.00,"1,080.00","855,415.50",16,-11.00,10.90,-1.02,1.03,-0.03,"1,105.23","1,096.02","1,160.00","1,046.00"
AHL,-,638.00,660.00,638.00,656.22,654.00,2.22,0.00,654.45,"3,652.00",650.68,"2,390,064.40",66,5.54,22.00,0.85,3.45,0.27,680.04,707.39,891.00,579.50
AHPC,-,300.00,302.90,295.10,296.10,297.00,-0.90,0.00,297.91,"160,027.00",300.16,"47,673,471.90",473,-4.06,7.80,-1.35,2.64,-0.61,283.17,276.36,349.00,239.30
AKJCL,-,205.00,207.00,205.00,205.13,205.60,-0.47,0.00,205.56,"85,931.00",206.37,"17,663,854.00",277,-1.24,2.00,-0.60,0.98,-0.21,209.56,207.74,263.00,187.20
AKPL,-,262.10,265.00,261.00,261.54,261.10,0.44,0.00,263.11,"102,817.00",262.91,"27,052,200.10",335,-1.37,4.00,-0.52,1.53,-0.60,252.41,248.94,313.00,211.30
ALBSL,-,977.10,994.70,977.10,984.55,984.20,0.35,0.00,985.26,"5,703.00",993.43,"5,618,934.80",90,-8.88,17.60,-0.89,1.80,-0.07,859.88,858.47,"1,175.00",771.00
ALICL,-,485.00,490.00,481.00,486.00,486.50,-0.50,0.00,485.18,"14,053.00",484.93,"6,818,271.10",114,1.07,9.00,0.22,1.87,0.17,630.55,666.15,831.00,481.00
ANLB,-,"5,720.00","5,840.00","5,720.00","5,823.12","5,839.90",-16.78,0.00,"5,774.81",475.00,"5,832.96","2,743,035.50",37,-9.84,120.00,-0.17,2.10,0.83,"5,399.90","5,358.38","6,735.00","2,902.70"
API,-,294.00,299.10,293.00,294.47,297.00,-2.53,-0.01,295.65,"101,467.00",296.40,"29,998,228.20",432,-1.93,6.10,-0.65,2.08,-0.40,292.96,286.67,388.00,246.20
AVYAN,-,"1,030.00","1,044.00","1,025.00","1,026.45","1,035.40",-8.95,-0.01,"1,030.85","3,574.00","1,025.03","3,684,242.00",48,1.42,19.00,0.14,1.85,-0.43,"1,063.97","1,071.32","1,306.80",832.00
BARUN,-,365.50,372.70,365.50,368.75,368.60,0.15,0.00,369.10,"40,547.00",367.81,"14,965,813.40",192,0.94,7.20,0.26,1.97,-0.09,463.58,455.38,589.00,296.10
BBC,-,"5,422.18","5,422.18","5,321.10","5,360.33","5,400.00",-39.67,-0.01,"5,355.78",495.00,"5,422.18","2,651,109.00",38,-61.85,101.08,-1.14,1.90,0.08,"5,611.26","5,658.65","7,247.00","4,010.00"
BEDC,-,730.00,744.90,730.00,738.03,739.00,-0.97,0.00,738.27,"5,425.00",742.70,"4,005,116.70",86,-4.67,14.90,-0.63,2.04,-0.03,743.61,739.58,"1,080.00",417.10
BFC,-,500.00,509.00,498.00,498.98,498.00,0.98,0.00,500.00,"18,196.00",500.86,"9,097,929.40",129,-1.88,11.00,-0.38,2.21,-0.20,527.71,584.38,951.60,456.00
BGWT,-,920.00,930.00,910.00,912.38,920.00,-7.62,-0.01,918.92,"1,794.00",920.55,"1,648,549.00",54,-8.17,20.00,-0.89,2.20,-0.72,979.43,"1,002.27","1,241.00",857.60
BHCL,-,292.10,321.30,292.10,321.30,321.30,0.00,0.00,314.97,320.00,292.10,"100,791.70",41,29.20,29.20,10.00,10.00,1.97,0.00,0.00,321.30,292.10
BHDC,-,567.20,599.90,567.20,591.89,592.00,-0.11,0.00,589.14,"104,426.00",570.55,"61,521,467.00",569,21.34,32.70,3.74,5.77,0.46,548.93,592.42,760.20,426.00
BHL,-,205.00,207.00,202.00,202.37,202.10,0.27,0.00,202.87,"122,174.00",202.96,"24,784,862.80",584,-0.59,5.00,-0.29,2.48,-0.24,248.75,289.39,520.00,195.00
BHPL,-,797.00,812.90,794.10,796.41,794.10,2.31,0.00,798.81,"2,237.00",810.37,"1,786,927.40",47,-13.96,18.80,-1.72,2.37,-0.30,919.35,920.08,"1,308.40",654.00
BNHC,-,522.00,540.00,522.00,527.92,532.70,-4.78,-0.01,531.99,"11,101.00",532.58,"5,905,584.90",103,-4.66,18.00,-0.87,3.45,-0.77,518.01,517.68,652.00,440.00
BNT,-,"12,348.00","12,348.00","12,170.10","12,188.80","12,190.00",-1.20,0.00,"12,245.95",130.00,"12,250.00","1,591,973.00",13,-61.20,177.90,-0.50,1.46,-0.47,"12,801.06","13,133.52","16,320.00","12,000.00"
BOKD86,-,"1,035.00","1,035.00","1,032.00","1,032.00","1,032.00",0.00,0.00,"1,033.85",65.00,"1,030.10","67,200.00",2,1.90,3.00,0.18,0.29,-0.18,"1,041.88","1,024.82","1,095.00","1,000.00"
BPCL,-,858.00,870.00,838.00,841.65,840.00,1.65,0.00,855.57,"125,874.00",862.66,"107,693,908.00",530,-21.01,32.00,-2.44,3.82,-1.65,627.46,555.19,"1,065.00",375.10
C30MF,-,10.25,10.25,10.10,10.12,10.12,0.00,0.00,10.13,"333,750.00",10.08,"3,379,699.00",30,0.04,0.15,0.40,1.49,-0.06,9.60,9.52,10.71,8.65
CBBL,-,"1,046.00","1,046.00","1,031.00","1,036.68","1,039.00",-2.32,0.00,"1,037.37","19,079.00","1,036.52","19,792,019.80",164,0.16,15.00,0.02,1.45,-0.07,917.82,911.07,"1,155.00",821.50
CBLD88,-,"1,109.30","1,117.00","1,109.30","1,117.00","1,117.00",0.00,0.00,"1,113.15",50.00,"1,125.00","55,657.50",2,-8.00,7.70,-0.71,0.69,0.34,"1,143.39","1,122.37","1,254.20","1,040.00"
CCBD88,-,"1,127.00","1,127.00","1,127.00","1,127.00","1,127.00",0.00,0.00,"1,127.00",25.00,"1,150.00","28,175.00",1,-23.00,0.00,-2.00,0.00,0.00,"1,150.04","1,128.65","1,250.00","1,074.70"
CFCL,-,508.00,519.80,506.00,509.59,506.50,3.09,0.01,511.93,"8,025.00",515.60,"4,108,213.80",83,-6.01,13.80,-1.17,2.73,-0.46,553.60,574.27,820.00,457.70
CGH,-,982.10,"1,063.00",982.10,"1,054.30","1,060.00",-5.70,-0.01,"1,033.49","187,779.00",981.44,"194,066,813.10","1,379",72.86,80.90,7.42,8.24,1.97,928.53,923.40,"1,224.00",842.10
CHCL,-,520.00,520.00,512.00,513.28,513.10,0.18,0.00,514.14,"28,963.00",516.80,"14,891,103.00",254,-3.52,8.00,-0.68,1.56,-0.17,516.16,524.63,652.00,469.70
CHDC,-,"2,580.00","2,614.90","2,575.20","2,589.29","2,595.00",-5.71,0.00,"2,590.07","25,104.00","2,593.18","65,021,060.50",324,-3.89,39.70,-0.15,1.54,-0.03,"2,548.17","2,280.85","2,997.90","1,538.60"
CHL,-,300.00,310.50,299.60,301.58,303.00,-1.42,0.00,301.49,"19,889.00",305.04,"5,996,423.90",102,-3.46,10.90,-1.13,3.64,0.03,396.24,409.61,599.70,276.00
CIT,-,"1,938.20","1,950.00","1,930.00","1,934.97","1,933.00",1.97,0.00,"1,937.92","5,132.00","1,943.80","9,945,412.40",148,-8.83,20.00,-0.45,1.04,-0.15,"1,954.57","1,993.34","2,700.00","1,869.00"
CITY,-,592.00,611.90,592.00,601.87,605.40,-3.53,-0.01,600.68,"13,734.00",603.60,"8,249,686.30",171,-1.73,19.90,-0.29,3.36,0.20,852.97,871.80,"1,054.00",579.30
CIZBD90,-,"1,146.60","1,146.60","1,146.60","1,146.60","1,146.60",0.00,0.00,"1,146.60",50.00,"1,170.00","57,330.00",1,-23.40,0.00,-2.00,0.00,0.00,"1,114.73",0.00,"1,207.00","1,045.00"
CKHL,-,667.10,685.00,667.00,667.29,667.00,0.29,0.00,675.15,"2,630.00",679.78,"1,775,652.00",36,-12.49,18.00,-1.84,2.70,-1.18,690.20,716.01,910.00,590.00
CLI,-,480.00,484.50,475.10,479.67,481.00,-1.33,0.00,479.83,"13,164.00",479.98,"6,316,434.00",266,-0.31,9.40,-0.06,1.98,-0.03,513.54,576.37,774.90,448.20
CMF2,-,10.21,10.25,10.11,10.16,10.16,0.00,0.00,10.24,"167,455.00",10.04,"1,714,054.20",16,0.12,0.14,1.20,1.38,-0.75,9.60,9.57,10.86,9.00
CORBL,-,"2,000.00","2,010.00","1,937.00","1,967.87","1,989.00",-21.13,-0.01,"1,952.78","8,176.00","1,962.08","15,965,913.90",100,5.79,73.00,0.30,3.77,0.77,"2,156.33","2,023.06","2,842.30",675.20
CREST,-,"1,251.00","1,273.00","1,245.00","1,249.29","1,249.50",-0.21,0.00,"1,254.75","9,875.00","1,264.94","12,390,662.30",338,-15.65,28.00,-1.24,2.25,-0.44,0.00,0.00,"2,458.20",302.50
CYCL,-,"1,771.00","1,819.00","1,749.00","1,770.50","1,777.00",-6.50,0.00,"1,758.13","4,064.00","1,790.00","7,145,039.90",166,-19.50,70.00,-1.09,4.00,0.70,"1,690.33","1,678.47","2,040.00","1,448.00"
CZBIL,-,208.50,212.00,208.40,208.69,209.90,-1.21,-0.01,209.74,"41,326.00",210.43,"8,667,676.20",149,-1.74,3.60,-0.83,1.73,-0.50,212.76,214.07,280.50,196.00
DDBL,-,910.00,913.90,898.00,899.47,905.00,-5.53,-0.01,903.78,"9,975.00",902.05,"9,015,244.50",81,-2.58,15.90,-0.29,1.77,-0.48,825.86,829.30,"1,085.00",759.00
DHPL,-,315.00,332.00,315.00,325.41,323.00,2.41,0.01,325.74,"36,697.00",319.85,"11,953,528.70",295,5.56,17.00,1.74,5.40,-0.10,352.60,337.13,427.20,213.10
DLBS,-,"1,540.00","1,545.00","1,511.00","1,514.48","1,511.30",3.18,0.00,"1,525.66","2,318.00","1,539.82","3,536,475.60",34,-25.34,34.00,-1.65,2.25,-0.74,"1,536.26","1,595.20","2,250.00","1,200.10"
DOLTI,-,582.00,599.90,582.00,586.99,585.10,1.89,0.00,588.66,"1,701.00",591.67,"1,001,314.50",41,-4.68,17.90,-0.79,3.08,-0.28,618.85,654.52,"1,017.00",452.50
DORDI,-,292.00,293.00,283.00,284.60,284.00,0.60,0.00,285.59,"27,249.00",289.35,"7,782,168.90",242,-4.75,10.00,-1.64,3.53,-0.35,366.81,434.46,696.00,275.00
EBL,-,739.50,741.00,728.00,739.14,740.00,-0.86,0.00,737.75,"130,752.00",734.54,"96,462,190.00",424,4.60,13.00,0.63,1.79,0.19,650.01,632.22,790.00,567.00
EBLD85,-,"1,165.00","1,165.00","1,165.00","1,165.00","1,165.00",0.00,0.00,"1,165.00",150.00,"1,162.66","174,750.00",2,2.34,0.00,0.20,0.00,0.00,"1,131.58","1,116.87","1,200.00","1,099.70"
EBLD86,-,"1,026.10","1,026.10","1,026.00","1,026.00","1,026.00",0.00,0.00,"1,026.03",100.00,"1,025.00","102,602.50",2,1.00,0.10,0.10,0.01,0.00,"1,044.48","1,036.30","1,080.00",999.00
EBLD91,-,"1,000.20","1,001.00","1,000.20","1,001.00","1,001.00",0.00,0.00,"1,000.47",75.00,"1,000.20","75,035.00",2,0.80,0.80,0.08,0.08,0.05,0.00,0.00,"1,050.00",995.00
EDBL,-,629.90,631.00,627.00,628.24,629.90,-1.66,0.00,628.86,"7,554.00",625.60,"4,750,417.90",44,2.64,4.00,0.42,0.64,-0.10,626.82,636.17,838.20,530.70
EHPL,-,624.90,625.50,603.00,604.91,603.00,1.91,0.00,614.57,872.00,614.75,"535,902.50",29,-9.84,22.50,-1.60,3.73,-1.60,647.32,694.61,997.00,530.30
ENL,-,"1,079.10","1,090.00","1,060.10","1,063.47","1,065.00",-1.53,0.00,"1,074.38","1,065.00","1,061.77","1,144,214.50",38,1.70,29.90,0.16,2.82,-1.03,"1,140.39","1,166.87","1,452.00","1,022.10"
FMDBL,-,890.00,895.00,880.00,884.70,880.30,4.40,0.00,887.16,"41,811.00",890.73,"37,093,231.30",167,-6.03,15.00,-0.68,1.70,-0.28,796.67,786.21,"1,038.80",687.00
