Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,930.00,944.50,925.20,943.00,943.00,0.00,0.00,936.39,"1,093.00",930.00,"1,023,478.10",27,13.00,19.30,1.40,2.09,0.70,"1,036.84","1,044.47","1,284.90",900.00
ADBL,-,294.40,298.50,292.00,298.00,298.00,0.00,0.00,295.99,"51,018.00",294.40,"15,100,726.30",188,3.60,6.50,1.22,2.23,0.68,312.18,303.96,344.90,272.30
AHL,-,552.00,558.00,548.00,550.00,550.00,0.00,0.00,552.20,"4,440.00",547.00,"2,451,783.10",77,3.00,10.00,0.55,1.82,-0.40,621.07,645.85,891.00,544.20
AHPC,-,277.90,279.00,275.00,277.40,277.40,0.00,0.00,276.98,"135,284.00",275.00,"37,470,804.70",315,2.40,4.00,0.87,1.45,0.15,287.59,283.95,334.00,239.30
AKJCL,-,188.00,195.00,188.00,192.40,192.40,0.00,0.00,192.48,"172,436.00",186.90,"33,190,542.10",451,5.50,7.00,2.94,3.72,-0.04,198.98,201.59,233.50,172.90
AKPL,-,247.00,251.00,247.00,247.00,247.00,0.00,0.00,249.02,"88,534.00",247.00,"22,046,995.30",290,0.00,4.00,0.00,1.62,-0.82,255.35,251.45,306.50,216.10
ALBSL,-,"1,160.00","1,198.00","1,160.00","1,186.00","1,186.00",0.00,0.00,"1,178.93","38,414.00","1,179.00","45,287,334.50",197,7.00,38.00,0.59,3.28,0.60,987.08,932.06,"1,237.90",771.00
ALICL,-,463.20,471.00,463.20,467.80,467.80,0.00,0.00,467.45,"56,285.00",464.50,"26,310,500.10",199,3.30,7.80,0.71,1.68,0.07,483.52,554.34,831.00,430.00
ANLB,-,"6,100.00","6,110.00","6,022.00","6,110.00","6,110.00",0.00,0.00,"6,044.49",70.00,"6,100.00","423,114.00",10,10.00,88.00,0.16,1.46,1.07,"5,956.38","5,734.40","6,800.00","4,673.00"
API,-,298.30,298.30,292.60,295.00,295.00,0.00,0.00,294.84,"175,971.00",292.50,"51,883,554.60",528,2.50,5.70,0.85,1.95,0.05,290.87,290.10,335.00,251.00
AVYAN,-,925.00,938.00,925.00,938.00,938.00,0.00,0.00,926.56,"2,019.00",925.00,"1,870,725.10",44,13.00,13.00,1.41,1.41,1.22,"1,018.57","1,024.39","1,306.80",906.00
BANDIPUR,-,748.00,788.00,748.00,774.20,774.20,0.00,0.00,775.12,"204,920.00",746.20,"158,837,876.00","3,013",28.00,40.00,3.75,5.35,-0.12,0.00,0.00,837.00,285.00
BARUN,-,323.90,323.90,318.00,318.00,318.00,0.00,0.00,318.86,"62,539.00",318.80,"19,941,315.90",219,-0.80,5.90,-0.25,1.86,-0.27,357.21,406.84,589.00,292.10
BBC,-,"4,860.00","4,888.70","4,840.00","4,877.00","4,877.00",0.00,0.00,"4,856.74",166.00,"4,860.00","806,219.00",13,17.00,48.70,0.35,1.01,0.42,"5,162.64","5,350.92","6,661.60","4,480.00"
BEDC,-,540.00,548.90,539.00,540.00,540.00,0.00,0.00,542.85,"7,177.00",539.80,"3,896,022.30",100,0.20,9.90,0.04,1.84,-0.53,646.60,682.91,"1,080.00",501.00
BFC,-,465.30,474.00,460.00,462.00,462.00,0.00,0.00,463.53,"12,443.00",456.20,"5,767,673.20",99,5.80,14.00,1.27,3.04,-0.33,482.91,495.59,745.80,411.50
