Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,29.12,945.00,952.00,935.00,939.00,939.00,0.00,0.00,939.80,"1,611.00",955.00,"1,514,017.00",20,-16.00,17.00,-1.68,1.82,-0.09,966.80,980.23,"1,240.00",827.90
ADBL,29.08,308.00,308.00,303.00,305.00,305.00,0.00,0.00,304.38,"8,138.00",306.00,"2,477,045.60",103,-1.00,5.00,-0.33,1.65,0.20,307.89,309.09,344.90,280.00
AHL,38.42,493.00,493.00,455.00,468.60,468.60,0.00,0.00,459.84,"9,472.00",470.00,"4,355,596.10",79,-1.40,38.00,-0.30,8.35,1.87,525.93,557.32,700.00,450.00
AHPC,28.63,265.10,267.00,264.00,264.30,264.30,0.00,0.00,264.60,"49,651.00",265.10,"13,137,752.90",215,-0.80,3.00,-0.30,1.14,-0.11,280.67,281.29,334.00,250.10
AKJCL,26.15,363.30,369.90,361.00,362.60,362.60,0.00,0.00,365.84,"419,420.00",366.70,"153,442,549.90",592,-4.10,8.90,-1.12,2.47,-0.89,346.27,294.22,461.40,172.90
AKPL,28.84,269.80,269.80,246.40,256.80,256.80,0.00,0.00,256.05,"43,756.00",257.90,"11,203,532.50",203,-1.10,23.40,-0.43,9.50,0.29,268.89,261.67,317.00,227.50
ALBSL,31.51,"1,067.00","1,084.00","1,055.00","1,070.00","1,070.00",0.00,0.00,"1,076.10","14,709.00","1,085.00","15,828,282.70",42,-15.00,29.00,-1.38,2.75,-0.57,"1,144.82","1,109.47","1,334.00",780.10
ALICL,29.48,435.10,443.00,435.00,440.10,440.10,0.00,0.00,440.73,"13,287.00",443.00,"5,856,041.80",84,-2.90,8.00,-0.65,1.84,-0.14,462.38,464.66,550.00,430.00
ANLB,23.79,"5,725.10","5,894.00","5,721.00","5,894.00","5,894.00",0.00,0.00,"5,821.09",333.00,"5,900.00","1,938,422.00",20,-6.00,173.00,-0.10,3.02,1.24,"6,170.94","6,178.12","6,989.00","5,220.00"
APHL,21.44,880.00,905.00,873.10,875.00,875.00,0.00,0.00,886.44,"25,803.00",900.00,"22,872,906.20","1,065",-25.00,31.90,-2.78,3.65,-1.31,0.00,0.00,"1,053.40",299.70
API,32.10,338.90,358.00,334.00,336.90,336.90,0.00,0.00,340.97,"185,402.00",336.00,"63,216,825.00",464,0.90,24.00,0.27,7.19,-1.21,327.31,312.87,370.00,258.80
AVYAN,38.07,"1,040.10","1,070.00","1,040.10","1,060.00","1,060.00",0.00,0.00,"1,050.43","1,451.00","1,059.90","1,524,181.00",42,0.10,29.90,0.01,2.87,0.90,"1,059.15","1,035.53","1,366.00",906.00
BANDIPUR,26.59,762.00,788.00,760.50,770.00,770.00,0.00,0.00,769.08,"10,998.00",765.10,"8,458,321.60",249,4.90,27.50,0.64,3.62,0.12,886.10,0.00,"1,233.00",285.00
BARUN,28.41,322.00,329.90,322.00,325.00,325.00,0.00,0.00,325.85,"12,410.00",329.00,"4,043,841.00",87,-4.00,7.90,-1.22,2.45,-0.26,348.49,342.27,473.00,292.10
BBC,28.30,"4,290.00","4,293.00","4,190.00","4,260.00","4,260.00",0.00,0.00,"4,239.51",254.00,"4,200.00","1,076,835.00",19,60.00,103.00,1.43,2.46,0.48,"4,770.83","4,827.07","6,120.00","4,100.00"
BEDC,26.20,354.00,354.00,340.00,342.50,342.50,0.00,0.00,345.10,"21,011.00",346.90,"7,250,799.30",155,-4.40,14.00,-1.27,4.12,-0.76,459.48,505.90,872.00,340.00
BFC,31.43,519.00,520.00,506.30,513.00,513.00,0.00,0.00,515.69,"44,614.00",515.00,"23,007,202.90",173,-2.00,13.70,-0.39,2.71,-0.53,476.19,472.98,579.90,411.50
BGWT,29.91,597.00,614.70,563.00,598.90,598.90,0.00,0.00,587.74,"4,420.00",580.00,"2,597,812.00",73,18.90,51.70,3.26,9.18,1.86,728.87,755.01,"1,110.00",563.00
BHCL,42.13,552.00,559.00,543.10,558.70,558.70,0.00,0.00,553.35,"82,999.00",552.00,"45,927,261.90",369,6.70,15.90,1.21,2.93,0.96,561.69,529.40,699.00,292.10
BHDC,27.26,426.00,450.00,426.00,444.00,444.00,0.00,0.00,445.66,"6,232.00",448.00,"2,777,368.30",64,-4.00,24.00,-0.89,5.63,-0.37,473.71,491.34,706.00,425.00
BHL,28.57,221.50,221.50,204.90,210.20,210.20,0.00,0.00,210.97,"27,113.00",211.00,"5,720,122.50",189,-0.80,16.60,-0.38,8.10,-0.37,212.42,202.45,264.40,164.00
BHPL,18.43,519.90,519.90,505.50,505.50,505.50,0.00,0.00,509.70,"1,342.00",508.50,"684,017.70",39,-3.00,14.40,-0.59,2.85,-0.83,549.22,591.71,916.90,492.00
BJHL,26.22,839.00,862.00,814.60,825.00,825.00,0.00,0.00,830.74,"3,860.00",839.00,"3,206,673.10",122,-14.00,47.40,-1.67,5.82,-0.70,0.00,0.00,"1,305.00",270.10
BNHC,28.80,320.00,324.80,315.00,315.10,315.10,0.00,0.00,316.26,"3,805.00",318.10,"1,203,383.80",38,-3.00,9.80,-0.94,3.11,-0.37,386.12,407.31,613.80,311.70
BNL,21.77,"14,744.00","14,744.00","14,744.00","14,744.00","14,744.00",0.00,0.00,"14,744.00",10.00,"15,200.00","147,440.00",1,-456.00,0.00,-3.00,0.00,0.00,"15,714.25","16,210.01","18,399.90","13,968.10"
BNT,26.27,"11,739.90","11,740.00","11,739.90","11,740.00","11,740.00",0.00,0.00,"11,739.92",50.00,"11,786.00","586,996.00",2,-46.00,0.10,-0.39,0.00,0.00,"11,794.22","11,679.45","13,205.00","10,660.00"
BOKD86,44.87,"1,136.40","1,136.40","1,105.00","1,105.00","1,105.00",0.00,0.00,"1,136.39","98,799.00","1,090.00","112,274,555.60",2,15.00,31.40,1.38,2.84,-2.84,"1,074.61","1,061.47","1,139.30","1,025.10"
BPCL,34.85,617.50,670.00,617.50,654.90,654.90,0.00,0.00,646.57,"44,676.00",650.00,"28,886,002.30",137,4.90,52.50,0.75,8.50,1.27,714.37,721.48,"1,065.00",617.50
BUNGAL,18.34,669.90,682.00,652.00,662.00,662.00,0.00,0.00,669.37,"59,751.00",658.00,"39,995,389.30",433,4.00,30.00,0.61,4.60,-1.11,660.34,0.00,895.00,302.40
C30MF,26.42,10.00,10.00,10.00,10.00,10.00,0.00,0.00,10.00,100.00,10.00,"1,000.00",1,0.00,0.00,0.00,0.00,0.00,9.87,9.67,10.71,8.70
CBBL,34.29,911.00,914.00,910.00,910.70,910.70,0.00,0.00,910.64,"12,223.00",911.00,"11,130,783.50",142,-0.30,4.00,-0.03,0.44,0.01,931.01,956.20,"1,144.80",879.00
CFCL,27.49,593.60,643.00,593.60,619.50,619.50,0.00,0.00,623.25,"62,869.00",624.80,"39,182,933.45",265,-5.30,49.40,-0.85,8.32,-0.60,540.00,521.74,695.00,445.10
CGH,26.03,770.00,770.00,764.00,764.00,764.00,0.00,0.00,765.81,"6,617.00",770.00,"5,067,394.10",88,-6.00,6.00,-0.78,0.79,-0.24,833.16,854.06,"1,150.00",748.00
CHCL,21.22,483.00,483.00,476.60,477.00,477.00,0.00,0.00,477.82,"12,562.00",478.30,"6,002,379.80",100,-1.30,6.40,-0.27,1.34,-0.17,483.96,486.89,584.00,450.30
CHDC,27.28,"2,209.00","2,209.00","2,140.10","2,165.30","2,165.30",0.00,0.00,"2,151.48","9,754.00","2,180.00","20,985,545.60",120,-14.70,68.90,-0.67,3.22,0.64,"2,355.65","2,343.48","2,997.90","1,990.00"
