Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,32.59,870.00,886.80,861.00,875.00,873.13,628.00,876.00,"548,325.00",29,-1.00,25.80,-0.11,3.00,0.21,986.61,"1,111.43","1,714.90",744.00
ADBL,34.80,325.00,325.90,316.10,319.00,319.40,"13,511.00",320.00,"4,315,412.80",177,-1.00,9.80,-0.31,3.10,-0.13,353.11,381.77,620.00,298.00
AHPC,34.42,359.00,369.00,356.10,360.00,362.19,"82,694.00",359.00,"29,951,061.70",476,1.00,12.90,0.28,3.62,-0.61,410.82,435.43,785.00,310.00
AKJCL,33.29,215.10,220.00,213.20,215.00,216.99,"47,963.00",218.00,"10,407,501.00",300,-3.00,6.80,-1.38,3.19,-0.93,236.66,259.35,502.00,162.00
AKPL,33.95,455.00,459.00,443.00,445.00,449.47,"74,541.00",450.00,"33,503,900.20",493,-5.00,16.00,-1.11,3.61,-1.00,459.81,488.68,882.40,369.20
ALBSL,33.85,"1,224.00","1,224.00","1,176.00","1,210.00","1,188.26","3,444.00","1,224.00","4,092,365.80",77,-14.00,48.00,-1.14,4.08,1.80,"1,309.22","1,365.30","2,020.00","1,147.00"
ALICL,31.99,602.70,615.00,593.00,600.00,600.12,"25,465.00",604.00,"15,282,059.60",199,-4.00,22.00,-0.66,3.71,-0.02,689.87,832.18,"1,513.00",484.00
API,33.16,261.00,268.00,260.00,266.00,264.05,"166,162.00",266.10,"43,874,461.90",842,-0.10,8.00,-0.04,3.08,0.73,317.61,374.45,670.00,217.60
BARUN,44.02,282.00,286.10,274.00,281.00,281.35,"11,892.00",282.90,"3,345,869.00",117,-1.90,12.10,-0.67,4.42,-0.13,429.86,450.57,763.40,274.00
BBC,33.66,"3,686.00","3,700.00","3,665.00","3,680.00","3,686.17",60.00,"3,686.00","221,170.00",5,-6.00,35.00,-0.16,0.95,-0.17,"3,907.57","4,260.24","7,210.00","3,195.00"
BFC,34.06,390.00,403.00,381.00,396.00,393.69,"28,581.00",387.00,"11,251,996.20",210,9.00,22.00,2.33,5.77,0.58,401.81,430.43,630.00,298.00
BHDC,36.50,477.30,484.50,470.00,477.00,475.22,"14,665.00",487.00,"6,969,095.00",760,-10.00,14.50,-2.05,3.09,0.37,-,-,520.00,334.00
BHL,36.43,340.00,350.00,330.10,340.00,336.07,"13,782.00",342.10,"4,631,740.20",362,-2.10,19.90,-0.61,6.03,1.16,-,-,397.00,104.70
