Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,27.28,"1,250.00","1,269.00","1,224.00","1,230.00","1,247.23","6,513.00","1,245.00","8,123,179.40",98,-15.00,45.00,-1.20,3.68,-1.40,"1,089.32","1,101.10","1,491.00",585.00
ADBL,44.16,298.90,310.00,297.00,303.00,302.70,"72,598.00",293.10,"21,975,153.20",489,9.90,13.00,3.38,4.38,0.10,341.62,327.54,428.40,223.00
AHL,31.13,810.20,839.90,791.00,804.00,806.84,"18,665.00",824.00,"15,059,582.20",156,-20.00,48.90,-2.43,6.18,-0.35,727.17,671.83,904.00,410.10
AHPC,48.49,265.00,271.00,259.10,268.10,265.78,"215,994.00",260.00,"57,407,866.60",676,8.10,11.90,3.12,4.59,0.86,273.39,242.88,349.00,149.00
AKJCL,48.97,199.90,218.90,199.90,217.90,212.79,"682,497.00",203.30,"145,225,693.20","2,104",14.60,19.00,7.18,9.50,2.35,210.40,209.64,274.90,150.90
AKPL,49.96,233.70,243.70,231.30,241.00,237.81,"247,067.00",231.10,"58,754,201.60",751,9.90,12.40,4.28,5.36,1.32,249.22,228.06,326.00,157.20
ALBSL,37.10,916.00,930.00,911.00,914.00,920.11,"9,723.00",911.10,"8,946,242.20",116,2.90,19.00,0.32,2.09,-0.67,944.63,970.26,"1,177.00",616.90
ALICL,37.14,762.00,790.00,762.00,779.40,777.21,"57,034.00",777.40,"44,327,214.20",178,2.00,28.00,0.26,3.67,0.28,736.47,700.07,825.00,523.00
ANLB,36.38,"4,937.00","4,937.00","4,841.00","4,845.00","4,876.22",566.00,"4,845.00","2,759,941.60",40,0.00,96.00,0.00,1.98,-0.64,"4,944.59","4,152.41","6,735.00","1,839.60"
API,49.73,284.00,298.00,282.00,297.90,290.35,"555,924.00",281.60,"161,412,690.00","1,671",16.30,16.00,5.79,5.67,2.53,293.04,261.24,390.00,162.00
AVYAN,33.40,"1,219.90","1,245.00","1,196.60","1,199.00","1,207.53","7,274.00","1,196.00","8,783,588.70",127,3.00,48.40,0.25,4.04,-0.71,"1,024.85","1,009.40","1,306.80",580.00
BARUN,44.65,475.00,488.00,466.00,486.00,479.98,"118,167.00",468.10,"56,717,685.90",465,17.90,22.00,3.82,4.72,1.24,407.30,373.52,524.00,211.00
BBC,28.88,"5,554.90","5,608.90","5,450.00","5,570.00","5,546.43",661.00,"5,499.00","3,666,192.00",39,71.00,158.90,1.29,2.92,0.42,"5,118.79","4,792.04","7,247.00","3,525.00"
BEDC,34.13,852.00,852.00,765.90,790.00,793.55,"81,222.00",851.00,"64,453,879.10",509,-61.00,86.10,-7.17,11.24,-0.45,618.75,557.66,"1,080.00",327.00
BFC,26.77,648.90,648.90,633.00,637.80,635.16,"33,932.00",640.00,"21,552,142.50",296,-2.20,15.90,-0.34,2.51,0.41,663.32,605.63,951.60,310.00
BGWT,34.63,"1,142.00","1,170.00","1,142.00","1,150.20","1,156.80","8,660.00","1,165.00","10,017,845.60",133,-14.80,28.00,-1.27,2.45,-0.57,"1,009.85",990.25,"1,361.70",548.00
BHDC,35.41,691.40,695.00,677.00,690.00,685.98,"9,442.00",677.90,"6,477,037.80",112,12.10,18.00,1.78,2.66,0.58,653.99,635.62,829.70,434.00
BHL,38.40,355.00,362.00,350.10,360.00,355.77,"14,434.00",355.00,"5,135,129.00",161,5.00,11.90,1.41,3.40,1.18,401.24,393.30,520.00,312.00
BHPL,27.70,"1,068.50","1,093.00","1,040.10","1,093.00","1,058.24","8,684.00","1,090.30","9,189,778.10",103,2.70,52.90,0.25,5.09,3.18,824.52,767.10,"1,275.00",449.00
BNHC,38.55,542.00,557.20,535.00,548.10,546.58,"28,410.00",539.90,"15,528,202.40",273,8.20,22.20,1.52,4.15,0.28,518.08,559.35,742.00,422.00
BNL,56.65,"18,100.00","19,580.00","17,892.90","19,400.00","18,900.35","1,068.00","17,800.00","20,185,575.00",67,"1,600.00","1,687.10",8.99,9.43,2.58,"17,225.38","17,105.73","23,765.60","14,900.00"
BNT,51.24,"13,207.00","13,700.00","13,207.00","13,700.00","13,451.59",671.00,"13,205.00","9,026,016.00",47,495.00,493.00,3.75,3.73,1.81,"14,231.02","14,094.31","18,100.00","12,208.10"
BPCL,33.13,415.00,417.10,407.20,415.00,412.46,"23,432.00",411.00,"9,664,765.50",170,4.00,9.90,0.97,2.43,0.61,431.54,395.93,536.50,284.40
C30MF,45.85,8.90,9.42,8.90,9.42,9.09,"2,860.00",8.82,"25,994.20",5,0.60,0.52,6.80,5.84,3.52,9.60,9.44,10.92,8.11
CBBL,44.93,886.00,904.70,880.00,896.00,893.86,"24,055.00",869.00,"21,501,911.70",253,27.00,24.70,3.11,2.81,0.24,939.43,927.90,"1,155.00",800.00
CFCL,36.53,667.00,676.90,651.00,659.50,657.70,"90,871.00",654.00,"59,765,675.20",437,5.50,25.90,0.84,3.98,0.27,630.83,589.33,820.00,318.00
CGH,50.54,910.00,935.00,896.00,931.00,916.29,"75,535.00",893.90,"69,212,052.60",646,37.10,39.00,4.15,4.35,1.58,940.13,946.72,"1,360.00",760.00
CHCL,46.62,528.40,540.00,515.00,540.00,530.42,"73,973.00",524.80,"39,237,016.60",270,15.20,25.00,2.90,4.85,1.77,558.65,536.91,697.00,426.30
CHDC,37.66,"2,250.00","2,375.00","2,250.00","2,337.00","2,334.95","87,071.00","2,250.10","203,306,152.60",975,86.90,125.00,3.86,5.56,0.09,"1,795.27","1,592.97","2,420.00",627.00
CHL,35.06,540.00,556.00,532.00,532.00,541.79,"94,736.00",551.00,"51,326,786.10",390,-19.00,24.00,-3.45,4.51,-1.84,407.19,384.50,599.70,281.30
CIT,43.01,"1,990.00","1,999.90","1,986.00","1,995.90","1,991.27","12,619.00","1,973.30","25,127,831.90",216,22.60,13.90,1.15,0.70,0.23,"2,159.81","2,150.04","2,700.00","1,887.00"
CITY,43.71,925.10,925.10,908.00,918.90,915.83,"10,042.00",907.00,"9,196,744.00",182,11.90,17.10,1.31,1.88,0.33,888.57,846.59,"1,168.50",559.00
CKHL,27.39,826.00,826.00,803.00,811.00,811.43,"11,966.00",825.00,"9,709,612.00",118,-14.00,23.00,-1.70,2.86,-0.05,716.28,685.16,910.00,480.50
CLI,30.06,735.00,739.00,717.50,721.50,721.62,"135,152.00",724.90,"97,528,622.70","1,339",-3.40,21.50,-0.47,3.00,-0.02,681.33,631.29,774.90,418.50
