Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,021.00","1,050.00",988.00,998.00,998.00,0.00,0.00,"1,001.51","3,050.00","1,002.00","3,054,618.30",69,-4.00,62.00,-0.40,6.28,-0.35,984.39,"1,018.28","1,240.00",900.00
ADBL,-,322.80,322.80,313.10,316.50,316.50,0.00,0.00,316.52,"47,257.00",317.60,"14,957,745.20",189,-1.10,9.70,-0.35,3.10,-0.01,306.92,310.41,344.90,272.30
ADBLD83,-,"1,052.70","1,055.00","1,051.00","1,055.00","1,055.00",0.00,0.00,"1,052.22",250.00,"1,063.70","263,055.00",6,-8.70,4.00,-0.82,0.38,0.26,"1,093.35","1,098.08","1,160.00","1,042.20"
AHL,-,526.00,536.00,514.00,536.00,536.00,0.00,0.00,521.04,"17,797.00",526.00,"9,272,921.70",136,10.00,22.00,1.90,4.28,2.79,572.94,592.54,750.00,461.10
AHPC,-,297.50,297.50,288.30,290.00,290.00,0.00,0.00,291.44,"248,446.00",295.00,"72,405,918.30",688,-5.00,9.20,-1.69,3.19,-0.49,281.94,285.80,334.00,246.00
AKJCL,-,408.00,415.00,400.00,406.00,406.00,0.00,0.00,407.96,"771,206.00",400.00,"314,619,140.50","1,277",6.00,15.00,1.50,3.75,-0.48,262.53,244.68,431.80,172.90
AKPL,-,280.00,284.00,274.00,276.00,276.00,0.00,0.00,278.53,"225,775.00",282.00,"62,884,930.80",726,-6.00,10.00,-2.13,3.65,-0.92,258.81,260.78,317.00,224.70
ALBSL,-,"1,154.40","1,197.90","1,142.00","1,161.90","1,161.90",0.00,0.00,"1,152.90","9,656.00","1,177.90","11,132,361.40",202,-16.00,55.90,-1.36,4.89,0.77,"1,112.82","1,050.33","1,334.00",771.00
ALICL,-,470.00,470.00,462.00,469.80,469.80,0.00,0.00,465.95,"31,943.00",466.00,"14,883,998.50",177,3.80,8.00,0.82,1.73,0.82,468.27,478.79,762.00,430.00
ANLB,-,"6,128.60","6,399.80","6,128.60","6,368.10","6,368.10",0.00,0.00,"6,256.28",552.00,"6,128.60","3,453,465.60",39,239.50,271.20,3.91,4.43,1.76,"6,244.73","6,063.25","6,800.00","5,035.40"
