Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,47.53,589.00,600.50,580.00,588.00,586.64,"2,980.00",598.00,"1,748,184.70",68,-10.00,20.50,-1.67,3.53,0.23,579.21,577.15,906.70,500.10
ADBL,55.49,259.00,260.00,253.10,253.50,256.42,"44,028.00",256.00,"11,289,852.00",238,-2.50,6.90,-0.98,2.73,-1.15,249.01,244.97,355.80,224.00
ADBLD83,43.16,"1,030.00","1,030.00","1,011.00","1,011.00","1,012.90",200.00,"1,010.00","202,580.00",2,1.00,19.00,0.10,1.88,-0.19,971.92,986.62,"1,144.00",865.10
AHL,56.22,380.00,416.00,375.00,387.00,387.96,"21,482.00",380.00,"8,334,189.30",270,7.00,41.00,1.84,10.93,-0.25,336.42,0.00,480.90,273.10
AHPC,51.35,240.00,249.20,236.30,236.30,241.58,"116,302.00",242.10,"28,096,235.00",406,-5.80,12.90,-2.40,5.46,-2.23,231.02,250.95,364.00,190.00
AKJCL,53.84,224.50,232.00,206.10,208.00,214.05,"220,329.00",229.00,"47,162,183.10",961,-21.00,25.90,-9.17,12.57,-2.91,172.05,187.14,262.00,141.30
AKPL,47.60,191.90,193.00,180.10,181.90,186.33,"368,074.00",188.20,"68,582,715.10","1,315",-6.30,12.90,-3.35,7.16,-2.43,212.59,268.66,460.90,152.40
ALBSL,60.83,748.00,748.00,696.00,708.00,710.62,"21,036.00",748.00,"14,948,662.20",267,-40.00,52.00,-5.35,7.47,-0.37,706.03,702.64,"1,158.90",543.00
ALICL,47.98,663.10,690.00,657.00,663.00,673.89,"53,130.00",671.00,"35,803,599.40",250,-8.00,33.00,-1.19,5.02,-1.64,680.98,649.88,812.00,512.00
ANLB,57.16,"1,851.30","1,851.30","1,780.00","1,798.00","1,809.67","3,060.00","1,815.00","5,537,580.00",103,-17.00,71.30,-0.94,4.01,-0.65,"2,030.52",0.00,"2,651.00",403.80
API,47.65,190.00,191.70,184.00,185.00,187.89,"306,649.00",187.50,"57,615,351.50","1,036",-2.50,7.70,-1.33,4.18,-1.56,188.80,207.15,315.00,154.70
AVYAN,45.83,608.10,631.00,608.10,613.00,616.26,"4,056.00",619.00,"2,499,539.00",128,-6.00,22.90,-0.97,3.77,-0.53,654.04,637.55,837.50,549.00
BARUN,51.23,249.00,249.50,229.50,235.00,233.56,"111,727.00",244.70,"26,094,560.80",343,-9.70,20.00,-3.96,8.71,0.61,230.03,236.94,300.00,191.10
BBC,61.74,"4,156.10","4,199.00","4,073.10","4,098.00","4,147.43","1,810.00","4,156.10","7,506,844.60",68,-58.10,125.90,-1.40,3.09,-1.21,"3,745.01","3,564.68","4,539.00","3,050.00"
BEDC,50.21,278.00,310.00,278.00,280.00,289.50,"26,036.00",282.00,"7,537,356.20",471,-2.00,32.00,-0.71,11.51,-3.39,221.77,0.00,326.30,170.00
BFC,48.48,330.00,334.10,319.00,320.00,325.42,"22,607.00",328.00,"7,356,866.70",122,-8.00,15.10,-2.44,4.73,-1.70,317.86,315.57,406.00,284.00
BGWT,57.97,550.00,574.90,525.00,526.20,553.93,"30,713.00",558.00,"17,012,789.00",664,-31.80,49.90,-5.70,9.50,-5.27,0.00,0.00,574.90,352.00
BHDC,58.23,400.00,429.20,391.10,415.00,414.03,"23,284.00",399.00,"9,640,276.70",316,16.00,38.10,4.01,9.74,0.23,350.94,372.38,468.90,286.50
BHL,62.65,300.00,311.10,290.00,305.00,304.98,"67,144.00",305.00,"20,477,270.60",457,0.00,21.10,0.00,7.28,0.01,236.16,259.38,394.70,192.70
BHPL,59.66,430.00,469.20,429.00,469.20,445.69,"11,227.00",429.00,"5,003,735.70",157,40.20,40.20,9.37,9.37,5.01,434.02,448.27,677.20,194.30
BNHC,60.13,377.30,392.00,371.00,384.00,383.67,"8,794.00",384.90,"3,374,008.10",100,-0.90,21.00,-0.23,5.66,0.09,333.68,353.23,484.70,270.10
BNL,51.62,"5,899.70","6,362.50","5,899.70","6,362.50","6,135.66",50.00,"5,784.10","306,783.00",5,578.40,462.80,10.00,7.84,3.57,0.00,0.00,"6,362.50","2,266.60"
BNT,59.33,"13,340.00","13,362.00","12,900.00","13,099.00","13,124.17",251.00,"13,100.00","3,294,167.10",23,-1.00,462.00,-0.01,3.58,-0.19,"13,303.63","12,920.87","16,200.00","10,500.00"
BOKD86,51.43,874.00,874.00,874.00,874.00,874.00,10.00,860.00,"8,740.00",1,14.00,0.00,1.63,0.00,0.00,788.58,0.00,877.00,740.10
BPCL,47.21,308.50,313.50,308.00,308.80,310.26,"23,388.00",311.00,"7,256,396.80",186,-2.20,5.50,-0.71,1.79,-0.47,313.21,314.84,368.50,292.10
BPW,63.99,"1,561.90","1,684.40","1,561.90","1,684.40","1,679.17","2,488.00","1,531.30","4,177,787.20",87,153.10,122.50,10.00,7.84,0.31,"1,100.28",0.00,"1,710.00",233.10
C30MF,51.23,8.80,8.97,8.80,8.80,8.83,"1,200.00",8.87,"10,594.00",10,-0.07,0.17,-0.79,1.93,-0.32,0.00,0.00,10.00,7.61
CBBL,48.29,918.00,935.00,905.00,906.00,919.03,"21,705.00",923.00,"19,947,571.00",267,-17.00,30.00,-1.84,3.31,-1.44,940.72,899.04,"1,303.00",727.00
CBLD88,48.28,990.40,990.40,971.00,971.00,973.80,220.00,971.00,"214,235.00",4,0.00,19.40,0.00,2.00,-0.29,910.28,888.68,"1,024.00",813.00
CCBD88,45.58,982.20,982.20,982.20,982.20,982.20,25.00,991.00,"24,555.00",1,-8.80,0.00,-0.89,0.00,0.00,903.82,0.00,"1,022.90",816.00
CFCL,46.93,363.10,363.10,337.00,343.00,347.03,"15,683.00",356.00,"5,442,445.20",126,-13.00,26.10,-3.65,7.74,-1.17,342.54,329.17,423.00,275.50
CGH,53.10,"1,085.90","1,085.90","1,001.00","1,029.00","1,039.47","22,728.00","1,096.00","23,624,996.10",486,-67.00,84.90,-6.11,8.48,-1.02,"1,207.61","1,176.32","1,520.00",987.30
CHCL,45.47,530.20,530.20,510.00,513.00,517.68,"57,113.00",519.82,"29,566,431.10",371,-6.82,20.20,-1.31,3.96,-0.91,506.54,499.39,594.00,353.00
CHDC,53.46,951.00,995.00,937.00,978.00,970.27,"20,743.00",970.00,"20,126,386.20",334,8.00,58.00,0.82,6.19,0.79,960.15,887.07,"1,103.00",632.00
