Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,950.00,987.90,949.90,958.00,958.00,0.00,0.00,964.11,"6,822.00",969.20,"6,577,168.50",82,-11.20,38.00,-1.16,4.00,-0.64,"1,029.79","1,036.61","1,284.90",900.00
ADBL,-,303.00,304.80,299.00,304.80,304.80,0.00,0.00,302.92,"88,350.00",300.00,"26,762,909.10",246,4.80,5.80,1.60,1.94,0.62,313.39,304.60,344.90,272.30
ADBLD83,-,"1,091.80","1,091.80","1,048.70","1,048.70","1,048.70",0.00,0.00,"1,062.41",275.00,"1,114.00","292,163.20",15,-65.30,43.10,-5.86,4.11,-1.31,"1,100.33","1,102.08","1,160.00","1,046.00"
AHL,-,543.00,554.00,543.00,550.00,550.00,0.00,0.00,549.11,"5,302.00",542.00,"2,911,402.40",90,8.00,11.00,1.48,2.03,0.16,616.52,636.32,891.00,532.00
AHPC,-,261.00,266.10,258.10,264.00,264.00,0.00,0.00,263.48,"125,046.00",258.50,"32,947,379.10",436,5.50,8.00,2.13,3.10,0.20,285.06,284.22,334.00,242.50
AKJCL,-,201.10,211.50,201.10,209.10,209.10,0.00,0.00,208.05,"404,482.00",202.80,"84,153,092.00",975,6.30,10.40,3.11,5.17,0.50,197.95,201.26,233.50,172.90
AKPL,-,250.90,250.90,246.10,247.10,247.10,0.00,0.00,248.52,"114,201.00",246.00,"28,381,017.40",310,1.10,4.80,0.45,1.95,-0.57,253.75,252.41,306.50,216.10
ALBSL,-,"1,164.50","1,189.00","1,160.00","1,168.00","1,168.00",0.00,0.00,"1,175.41","20,631.00","1,165.00","24,249,951.70",200,3.00,29.00,0.26,2.50,-0.63,"1,020.45",951.42,"1,242.00",771.00
ALICL,-,474.90,481.90,474.90,480.70,480.70,0.00,0.00,478.47,"54,787.00",473.70,"26,214,122.80",276,7.00,7.00,1.48,1.47,0.46,481.23,539.42,831.00,430.00
ANLB,-,"6,088.00","6,100.00","6,081.00","6,100.00","6,100.00",0.00,0.00,"6,087.67",95.00,"6,020.00","578,329.00",9,80.00,19.00,1.33,0.31,0.20,"6,005.72","5,789.01","6,800.00","4,673.00"
API,-,295.00,295.00,288.00,290.00,290.00,0.00,0.00,289.87,"68,116.00",289.30,"19,744,960.50",354,0.70,7.00,0.24,2.43,0.04,290.28,290.85,335.00,258.80
AVYAN,-,952.60,964.00,940.00,955.00,955.00,0.00,0.00,951.71,"3,132.00",934.00,"2,980,769.10",74,21.00,24.00,2.25,2.55,0.34,"1,014.14","1,017.91","1,306.80",906.00
BANDIPUR,-,829.00,894.00,821.00,892.00,892.00,0.00,0.00,875.17,"295,254.00",830.00,"258,397,494.60","3,966",62.00,73.00,7.47,8.89,1.89,0.00,0.00,984.00,285.00
BARUN,-,320.00,330.00,320.00,325.00,325.00,0.00,0.00,326.63,"86,031.00",323.20,"28,100,323.50",395,1.80,10.00,0.56,3.13,-0.50,352.09,396.27,589.00,292.10
BBC,-,"4,797.00","4,920.00","4,796.00","4,914.00","4,914.00",0.00,0.00,"4,890.50",649.00,"4,886.00","3,173,934.10",39,28.00,124.00,0.57,2.59,0.48,"5,114.00","5,323.52","6,661.60","4,480.00"
BEDC,-,540.00,540.00,525.10,529.00,529.00,0.00,0.00,529.53,"17,309.00",531.00,"9,165,669.30",228,-2.00,14.90,-0.38,2.84,-0.10,635.44,666.68,"1,080.00",501.00
BFC,-,479.40,495.50,478.10,492.00,492.00,0.00,0.00,486.28,"73,077.00",470.00,"35,536,095.40",473,22.00,17.40,4.68,3.64,1.16,482.40,489.81,704.00,411.50
