Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,004.00","1,024.00",960.20,994.00,994.00,0.00,0.00,985.35,"1,203.00",987.00,"1,185,375.10",41,7.00,63.80,0.71,6.64,0.87,"1,016.16","1,027.28","1,284.90",900.00
ADBL,-,294.79,296.00,292.50,295.00,295.00,0.00,0.00,293.52,"25,210.00",296.00,"7,399,661.82",170,-1.00,3.50,-0.34,1.20,0.50,312.30,305.51,344.90,272.30
AHL,-,586.00,586.00,565.00,578.00,578.00,0.00,0.00,578.25,"9,993.00",585.50,"5,778,458.00",80,-7.50,21.00,-1.28,3.72,-0.04,609.73,622.80,891.00,532.00
AHPC,-,279.90,284.00,271.10,280.00,280.00,0.00,0.00,278.36,"284,914.00",275.40,"79,310,038.60",679,4.60,12.90,1.67,4.76,0.58,282.86,285.32,334.00,242.50
AKJCL,-,355.90,374.90,355.90,364.80,364.80,0.00,0.00,366.59,"1,321,108.00",363.00,"484,303,629.20","2,446",1.80,19.00,0.50,5.34,-0.49,209.74,209.53,376.00,172.90
AKPL,-,273.00,273.00,264.60,266.90,266.90,0.00,0.00,267.83,"361,747.00",269.00,"96,886,592.20",814,-2.10,8.40,-0.78,3.17,-0.35,254.43,255.36,306.50,216.10
ALBSL,-,"1,134.90","1,180.00","1,105.00","1,150.00","1,150.00",0.00,0.00,"1,118.56","24,593.00","1,158.00","27,508,848.30",292,-8.00,75.00,-0.69,6.79,2.73,"1,060.54",979.54,"1,250.00",771.00
ALICL,-,480.00,483.00,471.30,471.30,471.30,0.00,0.00,474.33,"69,500.00",479.90,"32,966,039.80",321,-8.60,11.70,-1.79,2.48,-0.64,478.30,516.85,831.00,430.00
ANLB,-,"6,160.00","6,283.00","6,040.00","6,046.10","6,046.10",0.00,0.00,"6,150.76",762.00,"6,041.00","4,686,875.80",44,5.10,243.00,0.08,4.02,-1.73,"6,063.76","5,861.63","6,800.00","4,673.00"
API,-,307.90,307.90,296.00,297.00,297.00,0.00,0.00,298.08,"448,876.00",301.90,"133,801,963.50",896,-4.90,11.90,-1.62,4.02,-0.36,290.86,292.69,335.00,258.80
AVYAN,-,961.00,985.00,960.00,974.00,974.00,0.00,0.00,970.69,"8,535.00",966.00,"8,284,800.30",131,8.00,25.00,0.83,2.60,0.34,"1,003.26","1,009.48","1,291.00",906.00
BANDIPUR,-,"1,060.00","1,073.00",989.90,"1,019.00","1,019.00",0.00,0.00,"1,038.00","176,729.00","1,055.00","183,444,103.60","2,403",-36.00,83.10,-3.41,8.39,-1.86,0.00,0.00,"1,233.00",285.00
BARUN,-,375.00,375.00,358.00,363.90,363.90,0.00,0.00,362.13,"298,000.00",367.70,"107,914,538.00",857,-3.80,17.00,-1.03,4.75,0.49,343.70,382.49,589.00,292.10
BBC,-,"4,859.00","4,859.00","4,773.30","4,815.90","4,815.90",0.00,0.00,"4,804.45",280.00,"4,800.00","1,345,245.00",26,15.90,85.70,0.33,1.80,0.24,"5,043.87","5,228.40","6,661.60","4,480.00"
BEDC,-,549.50,549.50,531.20,532.00,532.00,0.00,0.00,535.26,"14,026.00",540.00,"7,507,513.10",160,-8.00,18.30,-1.48,3.45,-0.61,617.51,647.16,"1,010.80",501.00
BFC,-,486.50,490.00,473.00,476.90,476.90,0.00,0.00,478.66,"26,381.00",485.00,"12,627,560.40",150,-8.10,17.00,-1.67,3.59,-0.37,481.00,483.96,704.00,411.50
BGWT,-,774.00,780.00,770.00,770.20,770.20,0.00,0.00,774.29,"4,265.00",776.00,"3,302,352.00",49,-5.80,10.00,-0.75,1.30,-0.53,825.92,866.58,"1,241.00",750.00
BHCL,-,590.00,612.00,578.00,585.00,585.00,0.00,0.00,592.04,"92,271.00",600.00,"54,627,773.20","1,041",-15.00,34.00,-2.50,5.88,-1.20,0.00,0.00,699.00,292.10
BHDC,-,487.10,505.90,484.00,484.00,484.00,0.00,0.00,488.53,"46,195.00",497.00,"22,567,531.70",311,-13.00,21.90,-2.62,4.52,-0.94,529.25,515.69,729.00,426.00
BHL,-,206.00,210.00,203.00,207.90,207.90,0.00,0.00,207.03,"422,129.00",204.60,"87,395,218.90","1,269",3.30,7.00,1.61,3.45,0.42,190.25,198.47,388.00,164.00
BHPL,-,593.60,593.60,563.00,570.00,570.00,0.00,0.00,571.59,"33,625.00",582.00,"19,219,858.20",291,-12.00,30.60,-2.06,5.44,-0.28,671.78,739.72,"1,308.40",503.10
BNHC,-,552.00,556.00,524.00,528.00,528.00,0.00,0.00,536.70,"112,250.00",548.00,"60,244,446.40",697,-20.00,32.00,-3.65,6.11,-1.65,479.39,489.53,613.80,393.00
BNL,-,"15,200.00","15,200.00","15,092.00","15,092.00","15,092.00",0.00,0.00,"15,112.44",70.00,"15,400.00","1,057,871.00",7,-308.00,108.00,-2.00,0.72,-0.14,"16,400.64","16,770.09","22,500.00","15,044.00"
BNT,-,"11,900.00","11,900.00","11,725.00","11,725.00","11,725.00",0.00,0.00,"11,767.38",84.00,"11,942.90","988,460.00",8,-217.90,175.00,-1.82,1.49,-0.36,"11,821.33","12,073.48","14,680.00","10,660.00"
BPCL,-,757.80,757.80,725.10,727.00,727.00,0.00,0.00,734.12,"119,501.00",743.00,"87,727,485.00",443,-16.00,32.70,-2.15,4.51,-0.98,777.00,738.52,"1,065.00",380.70
BUNGAL,-,694.00,699.90,656.10,670.00,670.00,0.00,0.00,674.18,"42,632.00",691.80,"28,741,616.10",681,-21.80,43.80,-3.15,6.68,-0.62,0.00,0.00,822.00,302.40
C30MF,-,9.71,9.71,9.65,9.65,9.65,0.00,0.00,9.67,600.00,9.90,"5,802.00",4,-0.25,0.06,-2.53,0.62,-0.21,9.54,9.56,10.71,8.65
CBBL,-,935.00,935.00,921.20,930.00,930.00,0.00,0.00,926.54,"13,467.00",936.00,"12,477,781.50",153,-6.00,13.80,-0.64,1.50,0.37,"1,006.54",970.24,"1,144.80",821.50
CCBD88,-,"1,205.00","1,205.00","1,205.00","1,205.00","1,205.00",0.00,0.00,"1,205.00",25.00,"1,205.00","30,125.00",1,0.00,0.00,0.00,0.00,0.00,"1,182.17","1,166.96","1,281.00","1,115.00"
CFCL,-,555.10,560.00,541.10,543.00,543.00,0.00,0.00,550.54,"35,002.00",566.00,"19,270,084.40",159,-23.00,18.90,-4.06,3.49,-1.39,506.40,514.42,701.00,445.10
CGH,-,860.00,868.00,843.00,848.00,848.00,0.00,0.00,848.91,"75,363.00",859.90,"63,976,235.10",458,-11.90,25.00,-1.38,2.97,-0.11,920.82,919.80,"1,150.00",800.20
CHCL,-,472.00,474.80,466.00,468.00,468.00,0.00,0.00,467.70,"27,960.00",470.00,"13,076,872.20",243,-2.00,8.80,-0.43,1.89,0.06,497.59,504.47,599.60,456.00
