Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,39.71,615.00,615.00,593.00,597.00,604.30,"2,110.00",620.10,"1,275,083.00",49,-23.10,22.00,-3.73,3.71,-1.22,746.80,783.68,"1,407.00",593.00
ADBL,45.64,299.00,300.80,294.50,299.00,296.27,"69,587.00",298.50,"20,616,616.30",377,0.50,6.30,0.17,2.14,0.91,312.75,316.62,411.00,278.60
ADLB,31.11,"1,422.00","1,450.00","1,345.60","1,372.50","1,412.67",900.00,"1,451.00","1,271,405.00",37,-78.50,104.40,-5.41,7.76,-2.93,0.00,0.00,"2,705.00",256.80
AHPC,43.55,302.00,304.00,299.00,302.80,301.83,"167,539.00",303.00,"50,567,871.00",254,-0.20,5.00,-0.07,1.67,0.32,297.73,319.64,525.00,250.00
AIL,45.27,466.00,466.00,452.30,460.00,458.28,"3,640.00",474.50,"1,668,154.00",56,-14.50,13.70,-3.06,3.03,0.37,489.20,558.77,768.90,344.00
AKBSL,39.92,940.00,958.80,912.00,919.00,926.82,"2,001.00",953.20,"1,854,560.60",142,-34.20,46.80,-3.59,5.13,-0.85,871.68,0.00,"1,907.00",391.50
AKJCL,41.97,224.10,228.00,222.00,225.00,225.58,"27,573.00",228.40,"6,219,792.30",126,-3.40,6.00,-1.49,2.70,-0.26,199.29,202.20,314.00,159.80
AKPL,45.24,411.00,412.50,404.10,406.90,407.21,"32,731.00",409.00,"13,328,548.00",210,-2.10,8.40,-0.51,2.08,-0.08,392.13,412.75,530.00,325.00
ALBSL,33.00,732.00,746.00,718.20,730.00,723.99,999.00,732.80,"723,270.40",26,-2.80,27.80,-0.38,3.87,0.82,983.22,"1,068.35","1,467.00",716.00
ALICL,42.53,633.00,640.00,630.00,632.00,632.43,"9,915.00",645.00,"6,270,565.70",61,-13.00,10.00,-2.02,1.59,-0.07,563.53,571.45,"1,007.70",428.00
API,43.27,260.00,263.80,254.00,256.90,257.32,"102,785.00",260.00,"26,448,738.90",460,-3.10,9.80,-1.19,3.86,-0.16,239.13,245.55,525.00,200.00
AVYAN,37.89,619.00,632.40,608.00,611.00,615.60,"2,205.00",628.00,"1,357,409.00",73,-17.00,24.40,-2.71,4.01,-0.75,0.00,0.00,963.00,316.00
BARUN,45.86,263.10,268.00,260.50,264.00,263.87,"8,602.00",268.00,"2,269,844.00",68,-4.00,7.50,-1.49,2.88,0.05,236.24,278.70,541.60,190.30
BBC,43.12,"3,290.00","3,295.00","3,254.00","3,295.00","3,280.22",45.00,"3,300.00","147,610.00",3,-5.00,41.00,-0.15,1.26,0.45,"3,337.13","3,439.08","4,670.00","3,083.00"
BFC,40.03,336.00,336.00,322.50,324.00,324.74,"2,218.00",330.00,"720,281.00",18,-6.00,13.50,-1.82,4.19,-0.23,337.28,352.43,491.70,292.50
BHDC,23.18,404.00,405.00,400.00,402.00,402.49,"1,170.00",404.50,"470,909.00",79,-2.50,5.00,-0.62,1.25,-0.12,381.58,0.00,520.00,310.00
BHL,37.70,335.30,340.00,330.00,333.00,332.07,"4,160.00",341.90,"1,381,418.00",93,-8.90,10.00,-2.60,3.03,0.28,289.15,285.66,397.00,104.70
BHPL,25.97,532.30,538.90,517.70,535.00,527.50,"1,255.00",543.00,"662,018.00",75,-8.00,21.20,-1.47,4.10,1.40,0.00,0.00,677.20,194.30
BNHC,22.47,421.00,432.00,414.10,432.00,418.58,"1,769.00",429.40,"740,462.00",44,2.60,17.90,0.61,4.32,3.11,387.72,389.97,715.00,306.00
BNT,24.75,"12,949.00","12,999.90","12,740.00","12,740.00","12,896.30",30.00,"12,700.00","386,889.00",3,40.00,259.90,0.31,2.04,-1.23,"12,911.42","12,972.86","15,371.30","11,396.00"
BPCL,41.42,320.00,325.00,318.60,320.00,320.50,"4,808.00",325.10,"1,540,958.80",67,-5.10,6.40,-1.57,2.01,-0.16,312.71,317.57,426.30,288.00
CBBL,28.12,850.00,850.00,830.00,831.00,835.20,"8,383.00",849.90,"7,001,500.10",198,-18.90,20.00,-2.22,2.41,-0.51,"1,087.99","1,070.25","1,305.00",830.00
CBLD88,39.30,845.20,845.20,845.20,845.20,845.20,10.00,862.40,"8,452.00",1,-17.20,0.00,-1.99,0.00,0.00,0.00,0.00,"1,000.00",813.00
CFCL,40.87,322.80,322.80,310.30,314.00,313.18,"7,575.00",317.10,"2,372,314.10",60,-3.10,12.50,-0.98,4.03,0.26,323.96,321.47,462.90,237.00
CGH,31.89,"1,145.00","1,162.00","1,131.10","1,135.00","1,139.58",944.00,"1,150.00","1,075,763.90",48,-15.00,30.90,-1.30,2.73,-0.40,"1,094.16","1,081.47","1,487.00",900.20
CHCL,42.43,468.70,475.00,468.00,469.90,470.62,"17,449.00",475.30,"8,211,807.20",123,-5.40,7.00,-1.14,1.50,-0.15,402.27,401.95,506.00,347.90
CHDC,41.69,715.40,730.00,715.40,720.00,720.07,"1,140.00",730.00,"820,881.00",58,-10.00,14.60,-1.37,2.04,-0.01,686.22,706.59,946.00,590.00
CHL,33.12,336.90,336.90,325.00,325.00,329.17,"10,297.00",330.30,"3,389,469.10",78,-5.30,11.90,-1.60,3.66,-1.28,252.79,257.42,495.00,193.10
CIT,32.56,"2,008.00","2,039.00","1,978.80","2,015.00","2,002.42","6,074.00","2,019.00","12,162,703.90",146,-4.00,60.20,-0.20,3.04,0.62,"1,955.48","2,139.53","3,297.00","1,780.00"
CLBSL,41.58,648.60,648.60,611.00,620.00,618.38,621.00,636.00,"384,012.00",11,-16.00,37.60,-2.52,6.15,0.26,812.55,818.60,"1,018.00",592.00
CMF1,28.82,7.33,7.47,7.33,7.35,7.47,"5,200.00",7.47,"38,818.00",7,-0.12,0.14,-1.61,1.91,-1.56,8.05,8.19,10.00,6.75
CORBL,37.50,315.00,315.00,297.00,304.00,301.95,"1,705.00",309.50,"514,822.00",19,-5.50,18.00,-1.78,6.06,0.67,294.40,297.88,600.20,211.30
CYCL,33.45,"1,380.00","1,380.00","1,291.00","1,345.00","1,322.69","3,167.00","1,380.00","4,188,971.70",117,-35.00,89.00,-2.54,6.89,1.66,0.00,0.00,"2,734.80",382.20
CZBIL,39.83,184.00,184.00,178.00,178.00,179.64,"60,396.00",184.00,"10,849,439.30",257,-6.00,6.00,-3.26,3.37,-0.92,190.10,195.60,278.60,175.00
DDBL,26.82,705.00,714.00,700.00,701.00,703.86,"5,333.00",716.50,"3,753,663.90",94,-15.50,14.00,-2.16,2.00,-0.41,946.57,959.20,"1,199.00",684.40
DHPL,45.15,234.00,234.00,223.50,227.90,225.47,"2,583.00",229.90,"582,377.60",33,-2.00,10.50,-0.87,4.70,1.07,200.66,204.58,327.00,160.10
DLBS,36.31,880.00,895.00,863.10,895.00,867.58,880.00,897.00,"763,472.00",38,-2.00,31.90,-0.22,3.70,3.06,0.00,0.00,"1,662.00",177.70
DORDI,34.08,305.80,316.00,305.80,315.00,312.46,"8,444.00",310.00,"2,638,415.10",169,5.00,10.20,1.61,3.34,0.81,277.08,0.00,408.00,217.00
EBL,39.83,505.00,508.00,499.30,503.00,502.33,"26,608.00",509.90,"13,366,033.00",177,-6.90,8.70,-1.35,1.74,0.13,499.14,488.97,561.00,411.00
EBLD86,46.20,755.00,770.00,755.00,770.00,763.52,135.00,770.00,"103,075.00",3,0.00,15.00,0.00,1.99,0.84,0.00,0.00,"1,000.00",725.00
EDBL,38.51,324.00,328.00,320.00,324.00,321.55,"1,792.00",329.00,"576,219.40",22,-5.00,8.00,-1.52,2.50,0.76,325.65,336.12,495.00,291.20
EHPL,40.77,439.00,460.00,431.10,450.80,443.29,"2,432.00",447.00,"1,078,082.00",89,3.80,28.90,0.85,6.70,1.67,0.00,0.00,508.00,216.00
ENL,39.73,674.00,674.00,653.20,667.70,666.05,258.00,679.00,"171,842.00",18,-11.30,20.80,-1.66,3.18,0.25,634.24,656.39,"1,481.90",348.30
FMDBL,36.27,565.00,570.00,554.00,559.00,558.98,"5,760.00",569.10,"3,219,733.20",101,-10.10,16.00,-1.77,2.89,0.00,661.51,668.41,835.00,554.00
FOWAD,34.85,"1,360.00","1,375.00","1,350.00","1,360.00","1,359.36","5,796.00","1,379.00","7,878,865.90",119,-19.00,25.00,-1.38,1.85,0.05,"2,283.20","2,357.66","2,950.00","1,350.00"
GBBD85,46.11,800.00,800.00,800.00,800.00,800.00,125.00,800.00,"100,000.00",2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"1,000.00",722.50
GBBL,32.06,350.00,360.00,349.90,354.00,353.54,"11,965.00",357.00,"4,230,149.50",110,-3.00,10.10,-0.84,2.89,0.13,374.37,377.40,582.10,318.00
GBIME,38.34,192.00,192.00,187.00,187.50,188.37,"78,219.00",190.90,"14,733,871.80",523,-3.40,5.00,-1.78,2.67,-0.46,280.31,298.43,334.50,187.00
GBLBS,34.51,500.00,500.00,488.20,488.20,491.89,"1,032.00",498.10,"507,625.90",28,-9.90,11.80,-1.99,2.42,-0.75,617.25,665.39,957.00,480.00
GFCL,37.26,464.00,464.00,449.40,454.80,452.96,"2,156.00",458.30,"976,577.00",27,-3.50,14.60,-0.76,3.25,0.41,469.96,475.38,634.00,358.00
GHL,45.84,277.10,277.10,260.00,269.00,269.60,"27,061.00",271.70,"7,295,728.40",105,-2.70,17.10,-0.99,6.58,-0.22,221.94,220.06,341.00,164.20
GIBF1,33.19,7.85,7.99,7.84,7.84,7.86,910.00,7.85,"7,152.50",9,-0.01,0.15,-0.13,1.91,-0.25,0.00,0.00,10.00,7.55
GILB,38.51,760.00,761.50,748.50,751.00,751.66,"1,583.00",758.00,"1,189,870.60",46,-7.00,13.00,-0.92,1.74,-0.09,"1,156.51","1,206.83","1,689.80",741.00
GIMES1,36.34,9.50,9.73,9.50,9.69,9.62,"78,075.00",9.63,"750,711.00",21,0.06,0.23,0.62,2.42,0.77,9.04,9.27,12.07,8.08
GLBSL,43.10,716.00,716.00,701.00,701.00,713.95,112.00,727.00,"79,962.00",3,-26.00,15.00,-3.58,2.14,-1.85,850.11,910.39,"1,379.00",682.00
GLH,42.89,298.00,305.90,296.00,298.00,299.63,"5,212.00",303.00,"1,561,685.50",88,-5.00,9.90,-1.65,3.34,-0.55,273.65,290.31,511.00,219.00
GLICL,45.06,408.00,408.00,395.10,395.50,397.57,"11,302.00",412.00,"4,493,292.40",100,-16.50,12.90,-4.00,3.26,-0.52,567.07,571.46,721.00,395.10
GMFBS,36.75,731.00,731.00,731.00,731.00,731.00,25.00,740.10,"18,275.00",2,-9.10,0.00,-1.23,0.00,0.00,843.30,889.79,"1,232.10",706.00
GMFIL,35.54,337.00,337.00,315.60,327.00,319.58,"3,814.00",330.40,"1,218,891.00",37,-3.40,21.40,-1.03,6.78,2.27,335.08,331.40,437.50,223.90
GRDBL,40.93,254.80,265.10,250.20,257.50,257.41,"2,211.00",260.00,"569,123.40",29,-2.50,14.90,-0.96,5.96,0.04,251.90,249.76,363.90,182.00
GUFL,40.33,517.20,517.20,506.00,510.10,509.43,"11,477.00",512.90,"5,846,714.80",96,-2.80,11.20,-0.55,2.21,0.13,536.90,530.62,715.00,357.00
GVL,43.09,432.10,457.00,430.30,457.00,436.11,"13,900.00",440.00,"6,061,980.00",210,17.00,26.70,3.86,6.20,4.57,356.38,349.01,511.00,255.10
GWFD83,27.42,999.80,999.80,999.80,999.80,999.80,85.00,"1,020.20","84,983.00",1,-20.40,0.00,-2.00,0.00,0.00,"1,078.84",0.00,"1,171.00",989.80
HBL,36.69,245.10,246.00,236.20,236.80,239.65,"103,550.00",250.00,"24,816,061.60",553,-13.20,9.80,-5.28,4.15,-1.20,316.55,315.05,505.00,236.20
HDHPC,45.70,225.00,225.00,221.00,223.00,222.32,"37,047.00",225.00,"8,236,376.00",179,-2.00,4.00,-0.89,1.81,0.30,199.01,203.63,321.00,161.00
HDL,35.24,"2,100.10","2,100.10","2,068.00","2,070.90","2,081.34","20,135.00","2,100.10","41,907,787.20",525,-29.20,32.10,-1.39,1.55,-0.50,"3,247.71","3,323.09","4,323.00","2,040.00"
HEI,44.06,421.90,422.00,415.10,422.00,418.96,"11,135.00",430.00,"4,665,156.00",51,-8.00,6.90,-1.86,1.66,0.72,400.83,0.00,525.00,345.00
HEIP,24.28,287.00,287.00,266.10,266.10,276.12,50.00,281.40,"13,806.00",5,-15.30,20.90,-5.44,7.85,-3.77,0.00,0.00,367.40,214.20
HHL,27.93,300.00,306.00,296.00,303.00,298.93,"13,265.00",301.60,"3,965,254.00",168,1.40,10.00,0.46,3.38,1.34,255.51,0.00,362.10,202.00
HIDCL,34.84,196.10,198.00,193.70,194.00,195.46,"48,468.00",197.00,"9,473,436.90",296,-3.00,4.30,-1.52,2.22,-0.75,185.97,193.07,313.10,159.80
HIDCLP,32.93,102.00,102.80,101.30,102.00,101.98,"4,650.00",102.10,"474,218.70",20,-0.10,1.50,-0.10,1.48,0.02,0.00,0.00,126.40,95.00
HPPL,35.17,300.00,305.00,300.00,304.00,301.66,"9,225.00",304.90,"2,782,851.00",49,-0.90,5.00,-0.30,1.67,0.77,299.52,315.89,476.00,217.60
HURJA,39.21,361.00,362.00,353.00,359.00,356.26,"3,795.00",368.00,"1,352,001.00",37,-9.00,9.00,-2.45,2.55,0.76,268.30,261.93,508.00,190.50
ICFC,44.21,430.00,435.00,426.00,432.70,430.67,"15,355.00",434.80,"6,612,978.90",136,-2.10,9.00,-0.48,2.11,0.47,452.71,460.82,680.00,363.00
ICFCD83,22.22,"1,015.00","1,015.00","1,015.00","1,015.00","1,015.00",190.00,"1,018.00","192,850.00",1,-3.00,0.00,-0.29,0.00,0.00,"1,050.79","1,080.14","1,144.00",988.10
IGI,40.94,408.70,413.00,407.30,409.20,409.64,"5,253.00",415.00,"2,151,832.10",50,-5.80,5.70,-1.40,1.40,-0.11,401.42,401.28,740.00,333.20
ILBS,34.92,670.00,670.00,657.00,658.10,663.64,587.00,666.00,"389,556.00",15,-7.90,13.00,-1.19,1.98,-0.84,905.60,934.80,"1,221.00",645.10
JALPA,34.98,"2,395.00","2,440.00","2,375.00","2,377.00","2,400.89",996.00,"2,442.00","2,391,288.50",53,-65.00,65.00,-2.66,2.74,-1.01,"3,175.85","2,970.24","3,770.00",318.60
JBBL,43.43,272.50,275.00,271.00,273.70,273.08,"27,940.00",277.90,"7,629,745.60",119,-4.20,4.00,-1.51,1.48,0.23,287.35,292.93,434.00,248.00
JBLB,35.47,"1,980.00","1,995.00","1,955.00","1,956.00","1,966.21","2,683.00","1,993.00","5,275,354.00",148,-37.00,40.00,-1.86,2.05,-0.52,"2,627.84","2,679.88","5,260.00","1,896.00"
JFL,37.80,380.30,395.60,375.00,379.00,377.80,"6,628.00",380.20,"2,504,046.30",64,-1.20,20.60,-0.32,5.49,0.32,387.39,390.65,535.00,305.00
JOSHI,47.79,275.00,275.00,265.10,273.30,268.83,"13,398.00",275.00,"3,601,744.40",101,-1.70,9.90,-0.62,3.73,1.64,217.05,215.91,320.00,164.80
JSLBB,31.97,"1,205.00","1,205.00","1,181.00","1,203.00","1,185.09",173.00,"1,205.00","205,020.00",10,-2.00,24.00,-0.17,2.03,1.49,"1,598.21","1,678.28","2,335.80","1,168.00"
KBL,37.70,178.00,180.90,176.00,177.30,176.91,"53,317.00",178.90,"9,432,443.30",260,-1.60,4.90,-0.89,2.78,0.22,193.86,199.83,247.00,176.00
KDBY,34.69,7.91,8.05,7.91,8.01,7.99,"2,600.00",8.06,"20,785.00",25,-0.05,0.14,-0.62,1.77,0.20,8.28,0.00,10.43,7.46
KEF,38.14,8.04,8.04,8.04,8.04,8.04,"1,600.00",8.20,"12,864.00",7,-0.16,0.00,-1.95,0.00,0.00,8.27,8.47,10.07,7.73
KKHC,37.93,249.10,250.00,244.00,245.00,247.11,"2,629.00",249.10,"649,661.50",41,-4.10,6.00,-1.65,2.46,-0.86,208.69,211.55,318.00,163.80
KLBS,23.38,990.10,"1,000.00",933.00,933.00,973.40,369.00,"1,010.00","359,183.00",18,-77.00,67.00,-7.62,7.18,-4.33,0.00,0.00,"1,870.00",303.20
KLBSL,42.70,719.10,733.00,700.00,700.00,707.54,416.00,705.00,"294,336.60",10,-5.00,33.00,-0.71,4.71,-1.08,827.12,854.46,"1,590.00",646.80
KMCDB,35.38,794.00,794.50,778.20,790.00,784.21,"2,274.00",802.00,"1,783,298.00",31,-12.00,16.30,-1.50,2.09,0.73,941.69,993.49,"1,359.00",775.00
KPCL,27.85,380.00,385.00,375.00,379.90,377.45,"2,125.00",385.00,"802,073.70",31,-5.10,10.00,-1.32,2.67,0.65,346.93,361.66,535.00,289.00
KRBL,42.81,277.40,277.40,269.50,275.00,271.01,"2,720.00",283.00,"737,157.00",25,-8.00,7.90,-2.83,2.93,1.45,256.45,252.98,435.00,198.90
KSBBL,43.41,318.90,318.90,311.20,315.80,313.07,"2,452.00",315.00,"767,639.40",52,0.80,7.70,0.25,2.47,0.87,321.52,332.82,515.00,292.00
