Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,40.99,945.10,966.60,945.10,966.60,966.60,0.00,0.00,952.05,279.00,950.00,"265,621.80",15,16.60,21.50,1.75,2.27,1.51,973.31,998.34,"1,240.00",827.90
ADBL,48.65,322.29,322.29,312.50,320.00,320.00,0.00,0.00,319.29,"50,166.00",316.70,"16,017,350.80",213,3.30,9.79,1.04,3.13,0.22,306.72,311.23,344.90,277.00
ADBLD83,27.05,"1,050.70","1,052.70","1,050.70","1,051.80","1,051.80",0.00,0.00,"1,051.95",125.00,"1,051.90","131,493.40",3,-0.10,2.00,-0.01,0.19,-0.01,"1,088.92","1,095.74","1,160.00","1,042.20"
AHL,39.81,530.20,530.20,500.10,507.70,507.70,0.00,0.00,503.38,"4,640.00",505.00,"2,335,663.80",60,2.70,30.10,0.53,6.02,0.85,546.25,575.07,700.00,461.10
AHPC,46.47,284.50,289.80,283.30,287.50,287.50,0.00,0.00,287.17,"120,647.00",284.20,"34,646,508.60",445,3.30,6.50,1.16,2.29,0.11,281.82,283.77,334.00,250.10
AKJCL,53.43,422.90,441.20,420.60,440.00,440.00,0.00,0.00,435.46,"1,635,606.00",422.90,"712,233,632.80","2,684",17.10,20.60,4.04,4.90,1.03,311.09,273.09,441.20,172.90
AKPL,45.67,259.60,280.00,259.60,276.50,276.50,0.00,0.00,276.19,"113,753.00",273.20,"31,417,501.60",379,3.30,20.40,1.21,7.86,0.11,265.30,261.61,317.00,227.50
ALBSL,45.17,"1,108.00","1,189.00","1,100.00","1,128.90","1,128.90",0.00,0.00,"1,109.75","6,799.00","1,127.00","7,545,161.70",90,1.90,89.00,0.17,8.09,1.70,"1,145.78","1,097.17","1,334.00",775.10
ALICL,37.78,455.00,455.00,451.50,454.00,454.00,0.00,0.00,453.42,"14,187.00",449.30,"6,432,703.50",110,4.70,3.50,1.05,0.78,0.13,465.68,469.64,718.00,430.00
ANLB,26.14,"5,760.00","5,998.00","5,760.00","5,969.90","5,969.90",0.00,0.00,"5,873.59",154.00,"5,890.00","904,532.10",10,79.90,238.00,1.36,4.13,1.61,"6,222.31","6,164.23","6,989.00","5,220.00"
API,42.72,360.00,364.80,356.50,364.00,364.00,0.00,0.00,360.99,"577,850.00",358.80,"208,599,998.00","1,384",5.20,8.30,1.45,2.33,0.83,317.37,307.52,368.90,258.80
AVYAN,27.58,"1,136.00","1,140.00","1,125.00","1,135.00","1,135.00",0.00,0.00,"1,127.41","5,837.00","1,139.00","6,580,677.50",102,-4.00,15.00,-0.35,1.33,0.67,"1,043.15","1,035.64","1,366.00",906.00
BANDIPUR,43.97,905.00,905.00,850.00,854.70,854.70,0.00,0.00,856.11,"34,430.00",862.00,"29,475,978.80",517,-7.30,55.00,-0.85,6.47,-0.17,876.04,0.00,"1,233.00",285.00
BARUN,43.04,353.00,354.80,350.00,352.00,352.00,0.00,0.00,352.20,"49,801.00",352.10,"17,539,860.70",217,-0.10,4.80,-0.03,1.37,-0.06,347.97,346.09,529.00,292.10
BBC,40.41,"4,879.00","4,880.00","4,751.00","4,836.00","4,836.00",0.00,0.00,"4,819.31",391.00,"4,810.00","1,884,349.00",27,26.00,129.00,0.54,2.72,0.35,"4,862.67","4,950.23","6,120.00","4,480.00"
BEDC,37.46,395.00,395.00,370.00,378.60,378.60,0.00,0.00,376.76,"23,336.00",376.90,"8,792,011.50",148,1.70,25.00,0.45,6.76,0.49,492.63,549.29,872.00,343.90
BFC,43.35,463.90,463.90,457.20,459.40,459.40,0.00,0.00,458.87,"5,074.00",461.00,"2,328,285.00",47,-1.60,6.70,-0.35,1.47,0.12,471.34,474.11,579.90,411.50
BGWT,42.55,657.00,673.00,657.00,673.00,673.00,0.00,0.00,666.97,"1,531.00",669.00,"1,021,124.20",40,4.00,16.00,0.60,2.44,0.90,749.85,785.11,"1,110.00",586.50
BHCL,52.97,620.00,620.00,595.00,600.00,600.00,0.00,0.00,606.06,"159,635.00",614.00,"96,749,084.90","1,188",-14.00,25.00,-2.28,4.20,-1.01,550.35,0.00,699.00,292.10
BHDC,49.78,471.00,478.00,467.00,475.00,475.00,0.00,0.00,472.53,"53,466.00",474.00,"25,264,447.00",300,1.00,11.00,0.21,2.36,0.52,479.23,505.84,706.00,426.00
BHL,32.34,238.10,238.10,220.00,227.00,227.00,0.00,0.00,226.74,"116,141.00",226.80,"26,333,586.60",438,0.20,18.10,0.09,8.23,0.12,206.31,201.40,264.40,164.00
