Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,108.70","1,130.00","1,087.00","1,094.50","1,094.50",0.00,0.00,"1,093.09",995.00,"1,086.97","1,087,623.40",36,7.53,43.00,0.69,3.96,0.13,"1,083.46","1,087.73","1,284.90",965.00
ADBL,-,323.00,328.00,323.00,326.49,327.00,-0.51,0.00,325.43,"53,184.00",326.20,"17,307,499.80",244,0.29,5.00,0.09,1.55,0.33,300.30,304.40,415.00,272.30
ADBLD83,-,"1,068.10","1,068.10","1,068.00","1,068.05","1,068.00",0.05,0.00,"1,068.06",26.00,"1,071.50","27,769.50",2,-3.45,0.10,-0.32,0.01,0.00,"1,104.89","1,096.63","1,160.00","1,046.00"
AHL,-,624.00,637.20,621.10,632.79,636.60,-3.81,-0.01,629.76,"4,769.00",633.61,"3,003,336.30",89,-0.82,16.10,-0.13,2.59,0.48,675.25,706.43,891.00,579.50
AHPC,-,291.00,293.00,286.60,290.77,291.00,-0.23,0.00,289.43,"183,885.00",290.89,"53,221,319.40",517,-0.12,6.40,-0.04,2.23,0.46,284.01,276.56,349.00,239.30
AKJCL,-,200.40,207.00,200.40,204.01,204.10,-0.09,0.00,203.55,"61,146.00",203.78,"12,446,230.30",250,0.23,6.60,0.11,3.29,0.23,209.58,207.60,249.00,187.20
AKPL,-,257.00,259.70,255.00,259.03,259.20,-0.17,0.00,257.99,"106,914.00",255.89,"27,583,169.20",365,3.14,4.70,1.23,1.84,0.40,253.07,248.85,311.00,211.30
ALBSL,-,"1,001.20","1,020.00",990.00,992.27,992.00,0.27,0.00,995.33,"22,404.00",981.58,"22,299,334.80",206,10.69,30.00,1.09,3.03,-0.31,861.64,860.23,"1,175.00",771.00
ALBSLP,-,549.00,549.00,549.00,549.00,549.00,0.00,0.00,549.00,"35,536.00",549.00,"19,509,264.00",1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,549.00,442.00
ALICL,-,487.00,493.00,484.20,491.27,492.00,-0.73,0.00,489.01,"12,385.00",486.10,"6,056,378.80",101,5.17,8.80,1.06,1.82,0.46,623.27,661.89,831.00,478.00
ANLB,-,"5,660.00","5,965.00","5,660.00","5,845.54","5,900.00",-54.46,-0.01,"5,743.01",772.00,"5,770.52","4,433,604.90",49,75.02,305.00,1.30,5.39,1.75,"5,422.65","5,369.35","6,735.00","3,070.10"
API,-,292.00,294.70,289.20,291.62,291.20,0.42,0.00,290.57,"111,248.00",291.03,"32,325,587.40",429,0.59,5.50,0.20,1.90,0.36,293.26,286.65,388.00,246.20
AVYAN,-,"1,042.00","1,049.00","1,019.00","1,032.67","1,023.00",9.67,0.01,"1,030.67","6,747.00","1,022.11","6,953,902.50",82,10.56,30.00,1.03,2.94,0.19,"1,059.51","1,071.06","1,306.80",832.00
