Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,34.40,"1,080.00","1,094.00","1,055.20","1,067.03","1,065.00",2.03,0.00,"1,071.62","2,684.00","1,073.50","2,876,218.70",42,-6.47,38.80,-0.60,3.68,-0.43,"1,092.83","1,121.48","1,491.00",730.40
ADBL,26.01,290.00,290.00,285.00,288.18,289.00,-0.82,0.00,287.77,"24,409.00",287.85,"7,024,076.90",186,0.33,5.00,0.11,1.75,0.14,322.29,332.02,428.40,223.00
ADBLD83,42.55,"1,125.00","1,139.50","1,125.00","1,139.90","1,139.50",0.40,0.00,"1,126.46",400.00,"1,115.00","450,582.70",10,24.90,14.50,2.23,1.29,1.18,"1,093.03","1,067.12","1,160.00","1,037.00"
AHL,23.63,715.00,725.00,711.10,716.35,722.70,-6.35,-0.01,716.09,"1,976.00",722.07,"1,414,997.30",53,-5.72,13.90,-0.79,1.95,0.04,739.30,710.66,904.00,426.10
AHPC,33.07,252.00,252.90,249.00,249.74,249.70,0.04,0.00,250.13,"60,926.00",252.79,"15,239,636.70",230,-3.05,3.90,-1.21,1.57,-0.16,265.43,258.74,349.00,149.00
AKJCL,31.24,203.00,203.80,199.00,199.83,200.00,-0.17,0.00,200.51,"76,878.00",201.78,"15,414,719.00",312,-1.95,4.80,-0.97,2.41,-0.34,207.05,209.79,274.90,150.90
AKPL,34.54,225.00,229.00,225.00,226.61,225.60,1.01,0.00,226.55,"42,581.00",227.09,"9,646,854.70",181,-0.48,4.00,-0.21,1.78,0.03,242.51,238.50,326.00,157.20
ALBSL,30.25,820.00,836.00,807.00,811.05,823.00,-11.95,-0.01,814.13,"2,178.00",819.78,"1,773,184.00",57,-8.73,29.00,-1.06,3.59,-0.38,896.18,951.37,"1,177.00",696.20
ALICL,23.48,746.00,746.00,737.50,741.00,742.90,-1.90,0.00,741.15,"14,833.00",746.91,"10,993,486.10",76,-5.91,8.50,-0.79,1.15,-0.02,742.88,729.02,831.00,523.00
ANLB,44.16,"5,110.00","5,505.00","5,110.00","5,442.00","5,442.00",0.00,0.00,"5,332.01","1,641.00","5,200.70","8,749,835.40",66,241.30,395.00,4.64,7.73,2.02,"5,082.18","4,577.37","6,735.00","1,910.00"
API,35.46,272.00,275.40,270.20,273.09,273.70,-0.61,0.00,273.60,"100,848.00",271.84,"27,592,175.20",344,1.25,5.20,0.46,1.92,-0.19,280.74,277.97,390.00,162.00
AVYAN,28.99,"1,051.20","1,068.00","1,041.00","1,053.68","1,044.00",9.68,0.01,"1,054.74","1,934.00","1,072.64","2,039,864.00",57,-18.96,27.00,-1.77,2.59,-0.10,"1,056.69","1,036.55","1,306.80",650.30
BARUN,46.17,512.20,539.00,512.20,534.96,534.00,0.96,0.00,531.46,"189,820.00",522.63,"100,881,332.70",775,12.33,26.80,2.36,5.23,0.65,444.32,412.29,550.00,211.00
