Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,940.20,"1,008.00",940.00,950.00,950.00,0.00,0.00,951.11,"3,320.00",951.00,"3,157,696.90",60,-1.00,68.00,-0.11,7.23,-0.12,"1,022.94","1,030.86","1,284.90",900.00
ADBL,-,302.00,304.00,297.00,298.10,298.10,0.00,0.00,299.19,"41,620.00",300.00,"12,452,476.40",186,-1.90,7.00,-0.63,2.36,-0.37,313.77,305.28,344.90,272.30
AHL,-,569.00,579.00,550.00,572.80,572.80,0.00,0.00,569.00,"4,169.00",579.00,"2,372,145.00",62,-6.20,29.00,-1.07,5.27,0.66,612.37,627.96,891.00,532.00
AHPC,-,272.10,275.00,270.00,270.20,270.20,0.00,0.00,271.84,"84,613.00",272.00,"23,000,878.10",354,-1.80,5.00,-0.66,1.85,-0.61,283.92,285.09,334.00,242.50
AKJCL,-,311.50,341.00,305.00,326.40,326.40,0.00,0.00,317.84,"1,746,924.00",312.00,"555,240,761.80","3,495",14.40,36.00,4.62,11.80,2.62,202.90,204.83,341.00,172.90
AKPL,-,275.00,275.00,265.00,266.80,266.80,0.00,0.00,267.46,"265,681.00",271.00,"71,059,716.90",546,-4.20,10.00,-1.55,3.77,-0.25,254.12,254.21,306.50,216.10
ALBSL,-,"1,150.00","1,169.00","1,100.00","1,127.00","1,127.00",0.00,0.00,"1,121.99","14,362.00","1,155.00","16,114,088.10",172,-28.00,69.00,-2.42,6.27,0.44,"1,047.08",968.89,"1,250.00",771.00
ALICL,-,473.50,482.90,473.00,473.00,473.00,0.00,0.00,474.49,"21,608.00",477.00,"10,252,875.30",185,-4.00,9.90,-0.84,2.09,-0.32,479.56,525.75,831.00,430.00
ANLB,-,"6,051.00","6,110.90","6,000.00","6,002.00","6,002.00",0.00,0.00,"6,013.80",146.00,"6,051.00","878,014.10",16,-49.00,110.90,-0.81,1.85,-0.20,"6,041.76","5,837.90","6,800.00","4,673.00"
API,-,300.10,300.10,295.00,297.00,297.00,0.00,0.00,297.27,"196,511.00",299.70,"58,417,035.30",505,-2.70,5.10,-0.90,1.73,-0.09,290.81,292.22,335.00,258.80
