Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,010.00","1,020.00","1,010.00","1,018.89","1,019.90",-1.01,0.00,"1,017.21",507.00,"1,018.00","515,726.90",26,0.89,10.00,0.09,0.99,0.16,"1,082.07","1,076.02","1,491.00",965.00
ADBL,-,286.00,286.00,281.00,281.73,282.00,-0.27,0.00,281.89,"17,868.00",281.48,"5,036,748.60",144,0.25,5.00,0.09,1.78,-0.06,292.45,314.96,428.40,256.00
ADBLD83,-,"1,095.00","1,109.00","1,073.10","1,109.00","1,109.00",0.00,0.00,"1,079.36",345.00,"1,114.32","372,379.10",14,-5.32,35.90,-0.48,3.35,2.67,"1,100.16","1,079.62","1,160.00","1,046.00"
AHL,-,600.00,624.90,595.00,602.78,605.00,-2.22,0.00,609.10,770.00,605.00,"469,005.00",39,-2.22,29.90,-0.37,5.03,-1.05,727.81,714.62,904.00,482.60
AHPC,-,284.50,288.90,283.30,285.03,285.10,-0.07,0.00,285.26,"148,028.00",285.24,"42,226,538.20",449,-0.21,5.60,-0.07,1.98,-0.08,270.44,271.83,349.00,149.00
AKJCL,-,215.00,215.00,208.60,210.97,211.60,-0.63,0.00,210.50,"96,883.00",211.26,"20,393,814.80",324,-0.29,6.40,-0.14,3.07,0.22,205.78,207.41,274.90,150.90
AKPL,-,261.00,264.00,257.00,257.26,257.20,0.06,0.00,258.66,"145,385.00",258.80,"37,605,991.30",567,-1.54,7.00,-0.60,2.72,-0.55,242.35,245.10,326.00,157.20
ALBSL,-,812.20,812.20,790.00,792.26,790.00,2.26,0.00,793.11,"2,895.00",798.23,"2,296,066.10",47,-5.97,22.20,-0.75,2.81,-0.11,838.38,882.06,"1,177.00",771.00
ALICL,-,500.00,500.00,493.00,494.65,497.00,-2.35,0.00,496.06,"18,654.00",493.61,"9,253,520.00",118,1.04,7.00,0.21,1.42,-0.29,705.46,712.38,831.00,492.00
ANLB,-,"5,339.10","5,562.90","5,339.10","5,500.00","5,500.00",0.00,0.00,"5,419.81",672.00,"5,447.98","3,642,110.50",20,52.02,223.80,0.95,4.19,1.46,"5,309.47","5,177.06","6,735.00","2,300.30"
API,-,298.90,298.90,290.10,291.60,292.00,-0.40,0.00,291.80,"147,758.00",293.07,"43,116,203.10",487,-1.47,8.80,-0.50,3.03,-0.07,283.12,286.75,390.00,164.00
AVYAN,-,961.90,999.00,961.90,994.00,994.00,0.00,0.00,984.59,260.00,981.49,"255,993.00",21,12.51,37.10,1.27,3.86,0.95,"1,063.63","1,037.40","1,306.80",832.00
BARUN,-,377.90,377.90,366.00,368.95,370.10,-1.15,0.00,368.98,"100,504.00",370.54,"37,083,834.20",350,-1.59,11.90,-0.43,3.25,-0.01,476.29,446.92,589.00,290.00
BBC,-,"5,507.00","5,507.00","5,355.00","5,396.52","5,424.80",-28.28,-0.01,"5,395.69",261.00,"5,460.00","1,408,276.00",23,-63.48,152.00,-1.16,2.84,0.02,"5,708.86","5,396.58","7,247.00","3,851.00"
BEDC,-,646.00,646.00,626.00,632.15,633.00,-0.85,0.00,630.57,"7,663.00",634.16,"4,832,023.00",101,-2.01,20.00,-0.32,3.19,0.25,771.16,684.75,"1,080.00",413.50
BFC,-,475.90,475.90,466.00,467.52,466.10,1.42,0.00,467.75,"5,951.00",466.91,"2,783,572.60",70,0.61,9.90,0.13,2.12,-0.05,570.88,606.14,951.60,456.00
BGWT,-,900.00,900.00,887.00,899.66,899.90,-0.24,0.00,897.61,"1,242.00",902.67,"1,114,828.00",25,-3.01,13.00,-0.33,1.47,0.23,"1,020.80","1,002.42","1,241.00",857.60
BHDC,-,447.00,463.40,445.00,446.60,449.50,-2.90,-0.01,451.32,"54,036.00",455.91,"24,387,579.00",273,-9.31,18.40,-2.04,4.13,-1.06,593.95,603.37,829.70,426.00
BHL,-,206.00,209.50,206.00,207.02,207.00,0.02,0.00,207.27,"143,366.00",207.96,"29,715,048.00",591,-0.94,3.50,-0.45,1.70,-0.12,299.89,338.59,520.00,206.00
BHPL,-,755.00,755.00,745.00,747.10,747.10,0.00,0.00,747.55,"2,170.00",751.49,"1,622,184.60",47,-4.39,10.00,-0.58,1.34,-0.06,987.02,899.17,"1,308.40",615.00
BNHC,-,486.00,497.00,486.00,496.42,492.20,4.22,0.01,492.48,"9,076.00",494.43,"4,469,775.10",80,1.99,11.00,0.40,2.26,0.79,516.39,510.75,742.00,440.00
BNT,-,"12,549.00","12,700.00","12,328.40","12,366.66","12,350.00",16.66,0.00,"12,415.46",361.00,"12,306.75","4,481,979.60",20,59.91,371.60,0.49,3.01,-0.39,"13,119.69","13,560.81","18,100.00","12,260.00"
BPCL,-,805.00,849.60,795.00,844.14,842.00,2.14,0.00,824.49,"654,290.00",809.25,"539,457,326.40","2,330",34.89,54.60,4.31,6.87,2.33,469.35,459.26,895.00,286.00
