Symbol,Conf.,Open,High,Low,Close,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,35.17,685.00,685.00,652.00,663.50,660.20,"1,023.00",672.00,"675,382.70",32,-8.50,33.00,-1.26,5.06,0.50,757.36,790.97,"1,407.00",600.00
ADBL,31.89,289.40,289.40,281.00,282.00,282.05,"18,727.00",285.00,"5,281,953.10",165,-3.00,8.40,-1.05,2.99,-0.02,314.47,318.10,411.00,280.00
ADLB,26.69,"1,542.70","1,663.70","1,542.70","1,663.70","1,652.03","3,744.00","1,512.50","6,185,215.30",124,151.20,121.00,10.00,7.84,0.70,0.00,0.00,"2,705.00",256.80
AHPC,37.24,311.00,311.00,297.50,302.00,301.63,"50,469.00",306.00,"15,222,753.20",160,-4.00,13.50,-1.31,4.54,0.12,300.96,322.94,534.40,250.00
AIL,34.67,462.20,469.00,462.20,463.00,464.37,"2,660.00",471.00,"1,235,234.00",44,-8.00,6.80,-1.70,1.47,-0.30,498.22,568.51,768.90,344.00
AKBSL,46.57,"1,060.00","1,060.00",989.00,"1,000.00","1,011.15","3,008.00","1,045.00","3,041,529.00",93,-45.00,71.00,-4.31,7.18,-1.11,845.13,0.00,"1,907.00",391.50
AKJCL,28.48,233.20,233.20,225.10,225.10,226.92,"18,080.00",229.70,"4,102,745.90",129,-4.60,8.10,-2.00,3.60,-0.81,199.01,202.00,314.00,159.80
AKPL,31.68,404.90,404.90,395.00,397.00,396.57,"32,350.00",399.00,"12,829,036.00",152,-2.00,9.90,-0.50,2.51,0.11,395.00,414.31,530.00,325.00
ALBSL,31.26,858.00,875.00,846.00,859.00,857.80,"1,512.00",875.00,"1,296,989.40",46,-16.00,29.00,-1.83,3.43,0.14,"1,003.39","1,083.50","1,468.20",822.00
ALICL,31.84,645.00,649.00,640.00,642.20,643.47,"13,527.00",649.90,"8,704,196.90",76,-7.70,9.00,-1.18,1.41,-0.20,561.66,568.80,"1,007.70",428.00
API,33.61,258.00,263.00,257.00,257.90,259.35,"43,554.00",261.00,"11,295,563.90",288,-3.10,6.00,-1.19,2.33,-0.56,240.05,246.08,525.00,200.00
AVYAN,31.95,657.00,670.00,650.00,650.00,659.11,"3,282.00",656.40,"2,163,206.50",99,-6.40,20.00,-0.98,3.08,-1.40,0.00,0.00,963.00,316.00
BARUN,22.57,261.00,269.30,261.00,265.00,263.44,"7,012.00",265.00,"1,847,224.60",59,0.00,8.30,0.00,3.18,0.59,237.28,285.05,541.60,190.30
