Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,23.17,905.00,929.80,905.00,905.00,905.00,0.00,0.00,921.15,127.00,910.00,"116,986.60",8,-5.00,24.80,-0.55,2.74,-1.79,966.58,971.47,"1,240.00",827.90
ADBL,34.94,306.00,306.40,302.00,303.00,303.00,0.00,0.00,302.98,"27,903.00",303.00,"8,453,972.10",178,0.00,4.40,0.00,1.46,0.01,309.11,307.98,344.90,285.20
ADBLD83,21.44,"1,085.00","1,085.00","1,076.00","1,076.00","1,076.00",0.00,0.00,"1,077.14",105.00,"1,085.00","113,100.00",2,-9.00,9.00,-0.83,0.84,-0.11,"1,086.21","1,090.51","1,160.00","1,022.00"
AHL,31.68,413.00,423.00,410.80,415.20,415.20,0.00,0.00,418.85,"1,950.00",410.10,"816,757.00",24,5.10,12.20,1.24,2.97,-0.88,512.36,542.51,700.00,405.00
AHPC,40.45,264.80,265.00,262.00,264.30,264.30,0.00,0.00,263.64,"57,964.00",262.40,"15,281,748.60",254,1.90,3.00,0.72,1.15,0.25,279.85,279.58,334.00,250.10
AKJCL,35.67,336.00,351.80,336.00,343.70,343.70,0.00,0.00,346.52,"323,715.00",340.00,"112,173,574.80",697,3.70,15.80,1.09,4.70,-0.82,363.88,305.46,461.40,172.90
AKPL,34.86,250.00,253.90,250.00,251.50,251.50,0.00,0.00,251.48,"35,137.00",249.90,"8,836,202.40",163,1.60,3.90,0.64,1.56,0.01,269.77,261.38,317.00,227.50
ALBSL,26.50,"1,015.00","1,068.00","1,015.00","1,052.00","1,052.00",0.00,0.00,"1,046.61",812.00,"1,049.00","849,844.00",55,3.00,53.00,0.29,5.22,0.51,"1,133.32","1,111.28","1,334.00",855.00
ALICL,28.70,420.00,429.80,419.00,422.00,422.00,0.00,0.00,421.18,"7,934.00",419.00,"3,341,622.00",80,3.00,10.80,0.72,2.58,0.19,458.75,461.08,550.00,413.40
ANLB,33.33,"7,425.00","7,425.00","6,860.90","6,860.90","6,860.90",0.00,0.00,"7,142.95",20.00,"7,073.00","142,859.00",2,-212.10,564.10,-3.00,8.22,-4.11,"6,200.75","6,205.11","7,425.00","5,220.00"
APHL,28.87,809.10,867.00,809.10,820.00,820.00,0.00,0.00,837.69,"16,019.00",835.00,"13,419,003.90",407,-15.00,57.90,-1.80,7.16,-2.16,0.00,0.00,"1,053.40",299.70
API,30.15,322.10,328.00,322.00,323.80,323.80,0.00,0.00,324.56,"121,842.00",321.90,"39,545,314.30",477,1.90,6.00,0.59,1.86,-0.24,331.76,315.87,370.00,258.80
