Symbol,Conf.,Open,High,Low,Close,LTP,Close - LTP,Close - LTP %,VWAP,Vol,Prev. Close,Turnover,Trans.,Diff,Range,Diff %,Range %,VWAP %,120 Days,180 Days,52 Weeks High,52 Weeks Low
ACLBSL,-,"1,040.00","1,040.00",971.20,"1,021.20","1,021.20",0.00,0.00,"1,003.41","7,060.00","1,045.00","7,084,094.40",116,-23.80,68.80,-2.28,7.08,1.74,987.60,"1,020.35","1,240.00",900.00
ADBL,-,307.40,312.90,304.00,309.10,309.10,0.00,0.00,309.60,"51,652.00",309.50,"15,991,251.40",259,-0.40,8.90,-0.13,2.93,-0.16,307.32,309.61,344.90,272.30
AHL,-,484.00,499.80,484.00,486.10,486.10,0.00,0.00,489.91,"5,648.00",493.00,"2,766,998.30",74,-6.90,15.80,-1.40,3.26,-0.78,578.80,596.83,750.00,462.60
AHPC,-,285.00,292.00,280.00,285.10,285.10,0.00,0.00,286.71,"422,084.00",285.00,"121,015,849.00","1,242",0.10,12.00,0.04,4.29,-0.56,281.72,286.45,334.00,246.00
AKJCL,-,370.20,394.80,369.30,388.40,388.40,0.00,0.00,383.63,"659,026.00",377.00,"252,822,882.10",983,11.40,25.50,3.02,6.90,1.23,252.76,238.74,431.80,172.90
AKPL,-,270.00,278.40,265.00,271.90,271.90,0.00,0.00,272.33,"304,627.00",272.00,"82,959,050.20","1,004",-0.10,13.40,-0.04,5.06,-0.16,257.85,261.12,317.00,221.20
ALBSL,-,"1,157.40","1,207.00","1,155.00","1,196.80","1,196.80",0.00,0.00,"1,178.92","19,895.00","1,181.00","23,454,640.30",318,15.80,52.00,1.34,4.50,1.49,"1,106.72","1,038.01","1,334.00",771.00
ALICL,-,460.10,468.00,450.00,463.80,463.80,0.00,0.00,460.20,"61,841.00",467.90,"28,459,100.90",257,-4.10,18.00,-0.88,4.00,0.78,469.05,480.11,779.00,430.00
ANLB,-,"6,316.00","6,549.80","6,316.00","6,549.80","6,549.80",0.00,0.00,"6,427.07",791.00,"6,316.00","5,083,811.40",31,233.80,233.80,3.70,3.70,1.87,"6,225.40","6,037.07","6,800.00","4,995.00"
API,-,350.00,356.80,343.00,353.00,353.00,0.00,0.00,352.19,"787,287.00",350.00,"277,271,271.00","2,125",3.00,13.80,0.86,4.02,0.23,297.92,298.36,368.90,258.80
AVYAN,-,"1,196.60","1,225.50","1,153.10","1,189.00","1,189.00",0.00,0.00,"1,191.68","29,686.00","1,221.00","35,376,159.10",410,-32.00,72.40,-2.62,6.28,-0.23,"1,001.24","1,020.30","1,366.00",906.00
BANDIPUR,-,878.00,883.00,861.20,872.00,872.00,0.00,0.00,871.96,"60,460.00",878.00,"52,718,615.00",898,-6.00,21.80,-0.68,2.53,0.00,0.00,0.00,"1,233.00",285.00
BARUN,-,352.00,359.00,340.00,353.00,353.00,0.00,0.00,352.91,"185,301.00",346.10,"65,393,798.30",770,6.90,19.00,1.99,5.59,0.03,340.44,356.14,589.00,292.10
